Entry Name,SID,Item Group Name,Attribute 1 Name,Attribute 1 Option,Attribute 2 Name,Attribute 2 Option,Attribute 3 Name,Attribute 3 Option,Quantity,Unit,Min Level,Price,Value,Notes,Tags,Primary Folder,Subfolder-level1,Subfolder-level2,Subfolder-level3,Subfolder-level4,Photo1,Photo2,Photo3,Photo4,Photo5,Photo6,Photo7,Photo8,Barcode/QR1-Data,Barcode/QR1-Type,Barcode/QR2-Data,Barcode/QR2-Type,WO Date,Purchase date OverRide,Purchase Order Number,Work Order Number,Model/Part Number,Bar Code,Bar Code-BarcodeType,Sell price
"Paint, Roller9""",S73XAT0479,,,,,,,,1,units,,2.5,2.5,30-00900,PAINT,LABORER - MANUEL,September 2022 WO Manuel,6,,,https://lnk.sortly.co/v2/downloads/photo/v2_HNGeqOFiP7xKWq58yKkeJMrWcGZZ850WVAgp3lzOeGSyWByveXcJQQ==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0479,com.sortly.sortlyLabel,44359009628,org.gs1.EAN-13,,,,,,,,3.95
"Plywood, 3/8"" underlayment",S73XAT0049,,,,,,,,1,units,,52.19,52.19,10-02800,CARPENTRY,LABORER - MANUEL,September 2022 WO Manuel,6,,,,,,,,,,,,,,,,,,,,,,70.46
"Sheetrock, Wonderboard",S73XAT0579,,,,,,,,1,units,,17.99,17.99,50-00500,TILE,LABORER - MANUEL,September 2022 WO Manuel,6,,,,,,,,,,,,,,,,,,,,,,
"Sheetrock,Green",S73XAT0051,,,,,,,,1,units,,18.89,18.89,10-04100,CARPENTRY,LABORER - MANUEL,September 2022 WO Manuel,6,,,https://lnk.sortly.co/v2/downloads/photo/v2_NvJ_6-xJ1zowHjT80Xz3btKSV9uKkHmJnppp2-_vE7D6RVZzFYi8_g==,https://lnk.sortly.co/v2/downloads/photo/v2_3TAfh3Q6j4JWNRKq_N48WjpnWqm3zfrvhIpXEUGPpX31SjuFhQaooA==,,,,,,,sy://o2/l_qrcode_us/S73XAT0051,com.sortly.sortlyLabel,81099033865,org.gs1.EAN-13,,,,,,,,20.24
"TILE, GLUE",S73XAT0555,,,,,,,,1,units,,16.99,16.99,50-02750,TILE,LABORER - MANUEL,September 2022 WO Manuel,6,,,,,,,,,,,,,10186014173,org.gs1.EAN-13,,,,,,,,
"Tile, VCT 1/8"" case",S73XAT0563,,,,,,,,1,units,,35.95,35.95,50-02600,TILE,LABORER - MANUEL,September 2022 WO Manuel,6,,,https://lnk.sortly.co/v2/downloads/photo/v2_ervHQVbls3kTeGUxla9iLxpcCqh-R8TjqLHJS9UkL5e_PeiZFEcZKQ==,https://lnk.sortly.co/v2/downloads/photo/v2_qmBVz0MtxATXWJStqKP2ui4AsHy8tjKvGctdAdvjS9A6xI_JovU3Ow==,https://lnk.sortly.co/v2/downloads/photo/v2_BMGPovdAGul9uHamKcFomjq0FLvR_8ERVRqZy-inSH6Wl5njZJQ2Nw==,https://lnk.sortly.co/v2/downloads/photo/v2_0hZduzpiK6fRM1LIHN_AifX5uL-TcmFCc9CX07Xc6Qt1fbqMgwcQUA==,,,,,sy://o2/x_qrcode_us/S73XAT0563,com.sortly.sortlyLabel,1.00424E+13,org.ansi.Interleaved2of5,,,,,,A156D1,org.iso.Code39,56.63
"Caulking Latex, Sil",S73XAT0016,,,,,,,,60,units,,4.49,269.4,10-00200,CARPENTRY,LABORER - MANUEL,September 2022 WO Manuel,MANUEL 921 685 6 X,,,https://lnk.sortly.co/v2/downloads/photo/v2_L4DmAqvpZh8mmZCa4JmJDa10Khfw1ramsj_mWdPTigO8_ZbIfpJGXg==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0016,com.sortly.sortlyLabel,70798080003,org.gs1.EAN-13,,,,,,70798181014,org.gs1.EAN-13,6.06
"Stud,Wood 1 x 12 x 8",S73XAT0059,,,,,,,,1,units,,17.99,17.99,10-04700,CARPENTRY,LABORER - MANUEL,September 2022 WO Manuel,MANUEL 921 685 6 X,,,,,,,,,,,sy://o2/l_qrcode_us/S73XAT0059,com.sortly.sortlyLabel,,,,,,,,,,36.3
Adhesive Glue VCT 1 gallon,S73XAT0015,,,,,,,,2,units,,22.5,45,10-00100,CARPENTRY,LABORER - MANUEL,September 2022 WO Manuel,WO 452372,,,https://lnk.sortly.co/v2/downloads/photo/v2_BDBmL-2yHpuR3WEDImKFe5to4LQl2uW5QCZ9RSxtmVHgtswHW1ZRxg==,,,,,,,,sy://o2/l_qrcode_us/S73XAT0015,com.sortly.sortlyLabel,81833002744,org.gs1.EAN-13,,,,,,1.00818E+13,org.ansi.Interleaved2of5,31.64
"Grout, Floor (25lb Bags)",S73XAT0549,,,,,,,,1,units,,31.99,31.99,50-00200,TILE,LABORER - MANUEL,September 2022 WO Manuel,WO 452372,,,,,,,,,,,,,,,,,,,,,,33.41
Joni Bolts SOS,S73XAT0543,,,,,,,,1,units,,1.94,1.94,35-01050,PLUMBING,LABORER - MANUEL,September 2022 WO Manuel,WO 452372,,,https://lnk.sortly.co/v2/downloads/photo/v2_g3cocomyzp8d-NxWCwqCwV6t-XejCUnVGDJaSE366BuFuzgYwNxrPg==,,,,,,,,sy://o2/l_qrcode_us/S73XAT0543,com.sortly.sortlyLabel,7.53274E+11,org.gs1.EAN-13,,,,,,,,2.62
"Nails, 16d common per lb",S73XAT0035,,,,,,,,1,units,,3.5,3.5,10-02200,CARPENTRY,LABORER - MANUEL,September 2022 WO Manuel,WO 452372,,,https://lnk.sortly.co/v2/downloads/photo/v2_91UmhqY-YbLmfLikLMi8e0fqmDicSbrCAPMj_9INClsQL0EleOb0aQ==,,,,,,,,,,,,,,,,,,,
Plastic Covers 12' * 100',S73XAT0530,,,,,,,,5,units,,1.82,9.1,30-01200,PAINT,LABORER - MANUEL,September 2022 WO Manuel,WO 452372,,,,,,,,,,,sy://o2/l_qrcode_us/S73XAT0530,com.sortly.sortlyLabel,,,,,,,,,,2.46
Plywood 3/4,S73XAT0044,,,,,,,,1,units,,65.69,65.69,10-02700,CARPENTRY,LABORER - MANUEL,September 2022 WO Manuel,WO 452372,,,,,,,,,,,,,,,,,,,,,,88.68
"Saddle, Marble Entry 4x36",S73XAT0045,,,,,,,,1,units,,29,29,10-03400,CARPENTRY,LABORER - MANUEL,September 2022 WO Manuel,WO 452372,,,,,,,,,,,,,,,,,,,,,,39.15
"Screws, Sheetrock 1 5/8"" per lb",S73XAT0052,,,,,,,,2,units,,5,10,10-03800,"CARPENTRY, UOM",LABORER - MANUEL,September 2022 WO Manuel,WO 452372,,,https://lnk.sortly.co/v2/downloads/photo/v2_VpkIybgTaTozMpIaCGwZ0I0iwER37XTBVu6wkG9mctF0nlHOHvpAbA==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0052,com.sortly.sortlyLabel,7.64666E+11,org.gs1.EAN-13,,,,,,,,
"Screws, Sheetrock 2-1/2"" per lb",S73XAT0046,,,,,,,,1,units,,5,5,10-03900,"CARPENTRY, UOM",LABORER - MANUEL,September 2022 WO Manuel,WO 452372,,,https://lnk.sortly.co/v2/downloads/photo/v2_y4Y5hgIN0Pi4LjXb5E3yjcx9E1NKIk0dPq1cPQPSj_Shec2gZz9e6g==,,,,,,,,,,99212201381,org.gs1.EAN-13,,,,,,,,
"Sheetrock, Wonderboard",S73XAT0579,,,,,,,,2,units,,17.99,35.98,50-00500,TILE,LABORER - MANUEL,September 2022 WO Manuel,WO 452372,,,https://lnk.sortly.co/v2/downloads/photo/v2_OTB9Nr4IdbaN_f6YS8JOyzucKU_IpV4gIK9J4G7MlxEQWC1XbToZFA==,,,,,,,,sy://o2/l_qrcode_us/S73XAT0579,com.sortly.sortlyLabel,81099040092,org.gs1.EAN-13,,,,,,,,
"Tile, VCT 1/8"" case",S73XAT0563,,,,,,,,5,units,,35.95,179.75,50-02600,TILE,LABORER - MANUEL,September 2022 WO Manuel,WO 452372,,,https://lnk.sortly.co/v2/downloads/photo/v2_ymsWlpyyfSH3yLYeg4NvMTwYnzZBoghakSEPGTqyBb6QPyPNgu4Whw==,https://lnk.sortly.co/v2/downloads/photo/v2_xoQkkFMWJ-cVhN_qzUB4PD1iXlQR9USYzK5xwwRR1b_5ctAj-7pxKQ==,https://lnk.sortly.co/v2/downloads/photo/v2_U86PGhA77CWQpViIyC6KGKE_qnApDjZpvVYJXiMcLoqfcwwo1-2A4Q==,https://lnk.sortly.co/v2/downloads/photo/v2_h_5DrxBMwcfWevEeJwKw0HyhBmD6V9uiw7d_DU6MzoiP_g1K2ieeTA==,,,,,sy://o2/x_qrcode_us/S73XAT0563,com.sortly.sortlyLabel,1.00424E+13,org.ansi.Interleaved2of5,,,,,,M156D1,org.iso.Code39,56.63
Toilet Supply (speedies),S73XAT0544,,,,,,,,1,units,,1.1,1.1,35-02025,PLUMBING,LABORER - MANUEL,September 2022 WO Manuel,WO 452372,,,https://lnk.sortly.co/v2/downloads/photo/v2_wZYeLWY2jGC7Lmplt-rCQk2ga4XA4t1dCuUXWMzc_qIHxnmvCDHCdw==,,,,,,,,sy://o2/l_qrcode_us/S73XAT0544,com.sortly.sortlyLabel,,,,,,,,7.53275E+11,org.gs1.EAN-13,3.1
"Wax Gaskets, deep",S73XAT0529,,,,,,,,1,units,,1.09,1.09,35-02600,PLUMBING,LABORER - MANUEL,September 2022 WO Manuel,WO 452372,,,https://lnk.sortly.co/v2/downloads/photo/v2_-i7Ns6wh52xi9aTliNjed6RYoA2SOygcw_ps82x2bLtzUcVF4GS9Hw==,,,,,,,,sy://o2/l_qrcode_us/S73XAT0529,com.sortly.sortlyLabel,7.53274E+11,org.gs1.EAN-13,,,,,,,,2.75
"Compound, joint 5 gallon",S73XAT0477,,,,,,,,1,units,,21.99,21.99,30-00100,PAINT,LABORER - MANUEL,September 2022 WO Manuel,WO 453343,,,https://lnk.sortly.co/v2/downloads/photo/v2_O7IfPlsOJ_uXEEG8zQKkx-cYo53p2wWWjt7506jY0oNfYt8MLwmdUA==,,,,,,,,sy://o2/l_qrcode_us/S73XAT0477,com.sortly.sortlyLabel,81099203602,org.gs1.EAN-13,,,,,,,,26.99
"Primer, Zinser Mildew",S73XAT0516,,,,,,,,1,units,,35.95,35.95,30-01900,"PAINT, UOM",LABORER - MANUEL,September 2022 WO Manuel,WO 453343,,,,,,,,,,,,,20066237912,org.gs1.EAN-13,,,,,,,,48.53
"Sheetrock,Green",S73XAT0051,,,,,,,,1,units,,18.89,18.89,10-04100,CARPENTRY,LABORER - MANUEL,September 2022 WO Manuel,WO 453343,,,https://lnk.sortly.co/v2/downloads/photo/v2_NLByvxjs7msnjG8zsaYNovquaXIEx41sqFixPZDu1somqu9a8J6GkA==,https://lnk.sortly.co/v2/downloads/photo/v2_nWywDEPkZ96T9ltHmZshRbeAhaszSf37dKPcxlYGSvwfMjn6-3B0cg==,,,,,,,sy://o2/l_qrcode_us/S73XAT0051,com.sortly.sortlyLabel,81099033865,org.gs1.EAN-13,,,,,,,,20.24
"Caulking Latex, Sil",S73XAT0016,,,,,,,,2,units,,4.49,8.98,10-00200,CARPENTRY,LABORER - MANUEL,September 2022 WO Manuel,WO 454068,,,https://lnk.sortly.co/v2/downloads/photo/v2_Fg3_1kArtRj2uDyVikie0scSmXRcK14p2lWDL1UjUTJMS96jZxw5lA==,,,,,,,,sy://o2/e_qrcode_us/S73XAT0016,com.sortly.sortlyLabel,70798181014,org.gs1.EAN-13,,,,,,70798180659,org.gs1.EAN-13,6.06
"Caulking, Bathroom Silicone (white)",S73XAT0641,,,,,,,,1,units,,9.59,9.59,40-04250,SUPER,LABORER - MANUEL,September 2022 WO Manuel,WO 454197,,,https://lnk.sortly.co/v2/downloads/photo/v2_J74UI26n73ViqjDKrBStrUVSlfJ1eAmXBP0x1DR3cnF4hU56YfliDQ==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0641,com.sortly.sortlyLabel,77027007121,org.gs1.EAN-13,,,,,,,,12.95
"Paint, offwhite 2 gallon",S73XAT0476,,,,,,,,1,units,,30,30,30-00500,PAINT,LABORER - MANUEL,September 2022 WO Manuel,WO 454197,,,https://lnk.sortly.co/v2/downloads/photo/v2_d4pEitQ7JnFB1_PytHBrGeJF3ysAEDBQ7qfgIZETWCqZwAioSig-uw==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0476,com.sortly.sortlyLabel,107015020,org.gs1.EAN-13,,,,,,,,
"Saddle, Marble Entry 4x36",S73XAT0045,,,,,,,,1,units,,29,29,10-03400,CARPENTRY,LABORER - MANUEL,September 2022 WO Manuel,WO 454197,,,,,,,,,,,,,,,,,,,,,,39.15
"Sheetrock, White",S73XAT0054,,,,,,,,1,units,,12.89,12.89,10-04200,CARPENTRY,LABORER - MANUEL,September 2022 WO Manuel,WO 454197,,,https://lnk.sortly.co/v2/downloads/photo/v2_OwhsuJYpVw4u23rU93XHGtXh1Ym-bO-bVmxF5jaafxLr5YOZhRB49w==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0054,com.sortly.sortlyLabel,,,,,,,,,,17.4
Thinset (50lb Bags),S73XAT0561,,,,,,,,1,units,,27.99,27.99,50-00650,TILE,LABORER - MANUEL,September 2022 WO Manuel,WO 454197,,,https://lnk.sortly.co/v2/downloads/photo/v2_lUHjLan4QPvu_Zw7_8VmpeHEmiq2IBRaCs5nh4PgaDPpqV-D5Iz-Vw==,https://lnk.sortly.co/v2/downloads/photo/v2_uYNn9ilMx16GWZbgg9GNIC8FfWkF5DOa7WYloh7N0ya1KQ-mHOPuOg==,,,,,,,sy://o2/e_qrcode_us/S73XAT0561,com.sortly.sortlyLabel,,,,,,,,,,32.25
"Tile, 12 x 12 White each",S73XAT0571,,,,,,,,30,units,,2.69,80.7,50-04200,TILE,LABORER - MANUEL,September 2022 WO Manuel,WO 454197,,,,,,,,,,,,,,,,,,,,,,
"Tile, Ceramic Wall 4x4(96 case)",S73XAT0557,,,,,,,,1,units,,19.99,19.99,50-01400,TILE,LABORER - MANUEL,September 2022 WO Manuel,WO 454197,,,,,,,,,,,sy://o2/l_qrcode_us/S73XAT0557,com.sortly.sortlyLabel,,,,,,,,,,37.98
Toilet Supply (speedies),S73XAT0544,,,,,,,,1,units,,1.1,1.1,35-02025,PLUMBING,LABORER - MANUEL,September 2022 WO Manuel,WO 454197,,,https://lnk.sortly.co/v2/downloads/photo/v2_gTm_QrCsP5Qb-nFrYBD6VOr1j-IAGmUL-ig3tFNtikzUR7X2xiigTQ==,,,,,,,,sy://o2/l_qrcode_us/S73XAT0544,com.sortly.sortlyLabel,,,,,,,,7.53275E+11,org.gs1.EAN-13,3.1
"Speedy Conn., flex 36""",S73XAT0523,,,,,,,,1,units,,3.59,3.59,35-01550,PLUMBING,Laborer - Carlos,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_C4NFvoVviY6COz8PLFfTyhkIS0gWVx1Zq6AiKJdPdiiKWrFNgP1cHA==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0523,com.sortly.sortlyLabel,7.53275E+11,org.gs1.EAN-13,,,,,,,,4.85
"Compound, joint 5 gallon",S73XAT0477,,,,,,,,1,units,,21.99,21.99,30-00100,PAINT,Laborer - Carlos,AUGUST 2022 WO CARLOS,Wo 453925,,,https://lnk.sortly.co/v2/downloads/photo/v2_ayQ-gC37tRCkdqVIF19ORgBGCFchY_5vL944ycTSzrz34fYZ2hkG8A==,,,,,,,,sy://o2/l_qrcode_us/S73XAT0477,com.sortly.sortlyLabel,81099203602,org.gs1.EAN-13,,,,,,,,26.99
"Bulbs, 60 watt frost white",S73XAT0453,,,,,,,,10,units,,0.45,4.5,20-00400,ELECTRIC,Laborer - Carlos,JULY 2022 WO CARLOS,WO 447194,,,https://lnk.sortly.co/v2/downloads/photo/v2_y1OlFgVQidivZLcxOA-A3b6gf5OjMyve74-JaQozTuXtWbr8aNPdTQ==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0453,com.sortly.sortlyLabel,6.53704E+11,org.gs1.EAN-13,,,,,,1.06537E+13,org.ansi.Interleaved2of5,1.25
"Fixture, Satco 13"" Hall, Bed w/o pull",S73XAT0459,,,,,,,,5,units,,42.75,213.75,20-00586,ELECTRIC,Laborer - Carlos,JULY 2022 WO CARLOS,WO 447194,,,https://lnk.sortly.co/v2/downloads/photo/v2_67mmdm-Jrpzd6kabLOC00lpgRBr2wGbFFiFrUaoaS-StYJiCZhtpCQ==,,,,,,,,,,45923761270,org.gs1.EAN-13,,,,,,,,57.71
Medicine Cabinet ( Broan Standard),S73XAT0657,,,,,,,,1,units,,33.5,33.5,40-05650,SUPER,Laborer - Carlos,JULY 2022 WO CARLOS,WO 447194,,,https://lnk.sortly.co/v2/downloads/photo/v2_p68qK0o5v3reeD_gQBDF9PgxqNEwq5TqnxvVRb9bLu3jyBMXMJ5LlQ==,,,,,,,,sy://o2/l_qrcode_us/S73XAT0657,com.sortly.sortlyLabel,43197003119,org.gs1.EAN-13,,,,,,,,
"Toliet,Seat (white)",S73XAT0668,,,,,,,,1,units,,7.31,7.31,40-07200,SUPER,Laborer - Carlos,JULY 2022 WO CARLOS,WO 447194,,,https://lnk.sortly.co/v2/downloads/photo/v2_5t877-uYl-Q90D-ktNGh09Vr-Q56YheatBc-kI0IxZvlAmOw7yQb3w==,https://lnk.sortly.co/v2/downloads/photo/v2__axx-dkDQChE-_2k4it7aiz1VbGJ_z2QzfBvqb1I69jwgMB4nF-j1w==,https://lnk.sortly.co/v2/downloads/photo/v2_nm1iT-47mKKJCLDu1XvpMlTiiqvNGp1JxPMOHw6p-9z6OvrGPIeWEg==,,,,,,sy://o2/l_qrcode_us/S73XAT0668,com.sortly.sortlyLabel,1.073E+13,org.ansi.Interleaved2of5,,,,,,7.30007E+11,org.gs1.EAN-13,
"Bags, Garbage (Alltype) 29 x 33 Heavy Duty",S73XAT0593,,,,,,,,1,units,,26.92,26.92,40-00750,SUPER,Laborer - Carlos,JULY 2022 WO CARLOS,wo 449935,,,https://lnk.sortly.co/v2/downloads/photo/v2_9ThwoTljTm7IsCI_IsLO12qPOFyBlezOtrttqknyqGmHvTjaveAhYQ==,,,,,,,,sy://o2/l_qrcode_us/S73XAT0593,com.sortly.sortlyLabel,D34739/1.R.31,org.iso.Code128,,,,,,,,
"Fixture, Bathroom (with out pullchain)",S73XAT0693,,,,,,,,1,units,,15,15,20-00575,ELECTRIC,Laborer - Carlos,JULY 2022 WO CARLOS,wo 449935,,,https://lnk.sortly.co/v2/downloads/photo/v2_IJ4dSBpnTEb8pTGYJBrT5ENbaFC4oreknDYi6PujuxBBzXjMaVhayA==,,,,,,,,sy://o2/l_qrcode_us/S73XAT0693,com.sortly.sortlyLabel,45923771217,org.gs1.EAN-13,,,,,,,,20.25
"Grout, Wall (25 lb Bags)",S73XAT0552,,,,,,,,1,units,,28.95,28.95,50-00300,TILE,Laborer - Carlos,JULY 2022 WO CARLOS,wo 449935,,,https://lnk.sortly.co/v2/downloads/photo/v2_uMkND8BvIkBvNZuhHR0a5YJ2zmpP6vxEsBy_nrlF6o2D3GfcpF0J-Q==,,,,,,,,,,93994800251,org.gs1.EAN-13,,,,,,,,
"Paint, Handle 9""",S73XAT0499,,,,,,,,1,units,,5,5,30-01000,PAINT,Laborer - Carlos,JULY 2022 WO CARLOS,wo 449935,,,https://lnk.sortly.co/v2/downloads/photo/v2_jekBPX_bdKnRxPCx5CRDDkl9mEisgpJtivz8ngJ-pnfwhoJA2wDm3Q==,https://lnk.sortly.co/v2/downloads/photo/v2_zWcC7L9PgoVI-wrpq_HFrj15u_qm3BqURwSCuRz5k_ngJM7axUMKvQ==,,,,,,,sy://o2/e_qrcode_us/S73XAT0499,com.sortly.sortlyLabel,1.1489E+12,org.gs1.EAN-13,,,,,,7.40963E+11,org.gs1.EAN-13,8.1
"Paint, Roller9""",S73XAT0479,,,,,,,,2,units,,2.5,5,30-00900,PAINT,Laborer - Carlos,JULY 2022 WO CARLOS,wo 449935,,,https://lnk.sortly.co/v2/downloads/photo/v2_N7Zg7PrfcVuDdkyNF8xLzL4a0dWNf9wFqUMc03pL-dlyzOQDbYFfQQ==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0479,com.sortly.sortlyLabel,44359009628,org.gs1.EAN-13,,,,,,,,3.95
Plastic Covers 12' * 100',S73XAT0530,,,,,,,,6,units,,1.82,10.92,30-01200,PAINT,Laborer - Carlos,JULY 2022 WO CARLOS,wo 449935,,,,,,,,,,,sy://o2/l_qrcode_us/S73XAT0530,com.sortly.sortlyLabel,,,,,,,,,,2.46
Shower Rod 5 ft Straight w/ends,S73XAT0522,,,,,,,,1,units,,38,38,35-01376,PLUMBING,Laborer - Carlos,JULY 2022 WO CARLOS,wo 449935,,,,,,,,,,,sy://o2/l_qrcode_us/S73XAT0522,com.sortly.sortlyLabel,7.53274E+11,org.gs1.EAN-13,,,,,,,,66
"Tile, VCT 1/8"" case",S73XAT0563,,,,,,,,3,units,,35.95,107.85,50-02600,TILE,Laborer - Carlos,JULY 2022 WO CARLOS,wo 449935,,,https://lnk.sortly.co/v2/downloads/photo/v2_lZ8Va80NZK5iRmW54WkyTRZQ1BMhaHngkehC5LD8NGhCElSMnVi03w==,https://lnk.sortly.co/v2/downloads/photo/v2__f44KrPmZq9SbnKt9K9fGCfo6GFNAkp3MBbkFnjtgDCbaiw3lGE9_g==,https://lnk.sortly.co/v2/downloads/photo/v2_YTeR0OZwk0LYhnxXqoqapDNS5LoFN-UCFNyO10hnFT5N9u1A5nCTmA==,https://lnk.sortly.co/v2/downloads/photo/v2_X-DnsHAZxK9Rb2wzNhr_E2ljzW3rZbB6P7z6TBJQ8y0-nUxL_xML8Q==,,,,,sy://o2/x_qrcode_us/S73XAT0563,com.sortly.sortlyLabel,1.00424E+13,org.ansi.Interleaved2of5,,,,,,M156D1,org.iso.Code39,56.63
"Bags, Blue Recycle 55 gal",S73XAT0583,,,,,,,,5,units,,26.32,131.6,40-00350,SUPER,Laborer - Carlos,JUNE WO 2022 CARLOS,WO 141 w 73 st,,,https://lnk.sortly.co/v2/downloads/photo/v2_7j-37CVCLD85tokp3qwihC_9KnqWkYLeB1YatW5MuwHJyy4_Cv8czA==,https://lnk.sortly.co/v2/downloads/photo/v2_y9BAwD6zDL4_ILBpKhF88A2JSw88JOQbJHcddSzmVq8xW8cRoPu4HQ==,,,,,,,,,,,,,,,3855125RBLU,,,35.53
"Bags, Clear Recycle 55 gal",S73XAT0574,,,,,,,,5,units,,16.64,83.2,40-00450,SUPER,Laborer - Carlos,JUNE WO 2022 CARLOS,WO 141 w 73 st,,,https://lnk.sortly.co/v2/downloads/photo/v2_6CDqT8_blUHdPsFkFYfoQn9Qmku-XzlflToJMzNcICTYU-zHZsYt5Q==,https://lnk.sortly.co/v2/downloads/photo/v2_uF2IGmiBtxQgfS84YmGyWtU69rv5hDD5oz9HlfNMtMx_TT1vCKRFiw==,https://lnk.sortly.co/v2/downloads/photo/v2_j4T_tpmsUce0MVAy3PsbNqPnTu1RH5_xibE2cJUN1xDljqvN0XKSSg==,,,,,,,,D34308/1.R.431,org.iso.Code128,,,,,,,,35.96
"Bags, Garbage 23x17x46 Regular",S73XAT0709,,,,,,,,15,units,,27.78,416.7,40-00600,SUPER,Laborer - Carlos,JUNE WO 2022 CARLOS,WO 141 w 73 st,,,https://lnk.sortly.co/v2/downloads/photo/v2_JcNpl104htqbzvVq2jmoJWOd0cBHScSMTkImJ3JvqqWB30eu5wF6oQ==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0709,com.sortly.sortlyLabel,,,,,,,,,,37.5
"Bleach, 1 gallon",S73XAT0589,,,,,,,,6,units,,3.37,20.22,40-03850,SUPER,Laborer - Carlos,JUNE WO 2022 CARLOS,WO 141 w 73 st,,,https://lnk.sortly.co/v2/downloads/photo/v2_gQv3oqOqXQ8SLSFo8dHAAoMRKoKZpyD4p9dJLw0uiBiMurHEPaftKQ==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0589,com.sortly.sortlyLabel,22609000649,org.gs1.EAN-13,,,,,,1.00226E+13,org.ansi.Interleaved2of5,
"Caulking, Bathroom Silicone (white)",S73XAT0641,,,,,,,,2,units,,9.59,19.18,40-04250,SUPER,Laborer - Carlos,JUNE WO 2022 CARLOS,WO 141 w 73 st,,,https://lnk.sortly.co/v2/downloads/photo/v2_1jLbQMDRGn01O_WicbuKrWAw92zAzb8x_xU6GmMWQSTg-r6SiaW_Sw==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0641,com.sortly.sortlyLabel,77027007121,org.gs1.EAN-13,,,,,,28756957331,org.gs1.EAN-13,12.95
"Deodorant, Lavender",S73XAT0634,,,,,,,,3,units,,30.72,92.16,40-04551,SUPER,Laborer - Carlos,JUNE WO 2022 CARLOS,WO 141 w 73 st,,,https://lnk.sortly.co/v2/downloads/photo/v2_Wx5iy5Uv33AnbyD6z20fB_kXWo1PQzGYmBrBGE5LK719tzukD6ooww==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0634,com.sortly.sortlyLabel,5724833 5gal,org.iso.Code128,,,,,,,,41.47
Lobby Dust Pan ( black ),S73XAT0669,,,,,,,,2,units,,15.66,31.32,40-05560,SUPER,Laborer - Carlos,JUNE WO 2022 CARLOS,WO 141 w 73 st,,,https://lnk.sortly.co/v2/downloads/photo/v2__BpPiBhvrsTCUhBC4whLi3lhJ-U5sRPMZCZinsece1lL7cJSdgY4sA==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0669,com.sortly.sortlyLabel,86876156164,org.gs1.EAN-13,,,,,,,,
"Mop, Head 24 oz",S73XAT0679,,,,,,,,5,units,,2.84,14.2,40-05900,SUPER,Laborer - Carlos,JUNE WO 2022 CARLOS,WO 141 w 73 st,,,https://lnk.sortly.co/v2/downloads/photo/v2_IdtK0zLEs8s_ATSkGsh3C7BxuWOk3ASZv6IGJ6PK-AxpHM60c7tVIw==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0679,com.sortly.sortlyLabel,1.00501E+13,org.ansi.Interleaved2of5,,,,,,,,
Medicine Cabinet ( Broan Standard),S73XAT0657,,,,,,,,1,units,,33.5,33.5,40-05650,SUPER,Laborer - Carlos,JUNE WO 2022 CARLOS,WO 444422,,,https://lnk.sortly.co/v2/downloads/photo/v2_qZoX6-JJKGthRB1oYlQRFbtVz3C5EF80fK6XWsrMFnju3TRP8Pe5xw==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0657,com.sortly.sortlyLabel,43197003119,org.gs1.EAN-13,,,,,,,,
"Compound, joint 5 gallon",S73XAT0477,,,,,,,,1,units,,19.99,19.99,30-00100,PAINT,Laborer - Carlos,MAY 2022 WO CARLOS,WO 434537,,,https://lnk.sortly.co/v2/downloads/photo/v2_OFSGwBRvYtY9SJF_bnCoSa5dXUsQ6Gq-TJzjmnXYU3W_yM6TiSS6zQ==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0477,com.sortly.sortlyLabel,81099203602,org.gs1.EAN-13,,,,,,,,
"Paint, Roller9""",S73XAT0479,,,,,,,,2,units,,2.5,5,30-00900,PAINT,Laborer - Carlos,MAY 2022 WO CARLOS,WO 434537,,,https://lnk.sortly.co/v2/downloads/photo/v2_j9xvaT4EtWnNMoKkYhx8PNZQJbzs8UTefLruBrHYg7fOSKO1trfDbA==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0479,com.sortly.sortlyLabel,44359009628,org.gs1.EAN-13,,,,,,,,3.95
