WONumber,JObStatus,Category,CompleteDate,CallDate,SchedDate,BatchID,BriefDesc,ExpenseType,yardiCreateDate,yardiUpdatedDate,Date1,Date2
502605,"Work Completed","Supplies","2024-09-23 10:23:00","2024-09-03 18:40:20","10/03/2024 10:23:31",1600032438,"1440-3B-COUNTERTOP ORDER                     ","Cabinets Only","2024-09-03 00:00:00","2024-10-03 10:23:31",,"2025-05-01 10:44:35"
502606,"Work Completed","Supplies","2024-09-12 09:09:00","2024-09-03 18:43:01","09/25/2024 09:10:09",1600032403,"1442-4A-COUNTERTOP ORDER                     ","Cabinets Only","2024-09-03 00:00:00","2024-09-25 09:10:09",,"2025-05-01 10:44:35"
502621,"Work Completed","Repairs","2024-09-17 12:44:00","2024-09-04 09:06:35","09/17/2024 09:06:00",1600032436,"7001-201-3 YEAR PAINT                        ","Payables","2024-09-04 00:00:00","2024-10-03 12:44:54",,"2025-05-01 10:44:35"
502622,"Work Completed","APH-Boiler","2025-03-12 15:02:00","2024-09-04 09:06:44","09/04/2024 09:06:00",1600033245,"1704-BOILER-DHW STORAGE TANK                 ","Payables","2024-09-04 00:00:00","2025-03-24 14:19:54",,"2025-05-01 10:44:35"
502628,"Work Completed","Supplies","2024-09-09 18:26:00","2024-09-04 09:47:55","09/04/2024 09:47:00",1600032403,"5032-BLDG-SUPPLIES                           ","Payables","2024-09-04 00:00:00","2024-09-24 18:28:10",,"2025-05-01 10:44:35"
502631,"Work Completed","Supplies","2024-09-04 17:45:00","2024-09-04 10:00:18","09/24/2024 17:45:56",1600032403,"1831-bldg-plmbng supply                      ","Payables","2024-09-04 00:00:00","2024-09-24 17:45:56",,"2025-05-01 10:44:35"
502639,"Work Completed","Supplies","2024-09-06 18:03:00","2024-09-04 10:50:45","09/04/2024 10:50:00",1600032403,"3651-2-4-ALARMS                              ","Payables","2024-09-04 00:00:00","2024-09-24 18:03:38",,"2025-05-01 10:44:35"
502643,"Work Completed","Supplies","2024-09-06 18:03:00","2024-09-04 10:53:08","09/04/2024 10:53:00",1600032403,"3651-1-2B-ALARMS                             ","Payables","2024-09-04 00:00:00","2024-09-24 18:04:37",,"2025-05-01 10:44:35"
502646,"Work Completed","Repairs","2024-09-11 17:41:00","2024-09-04 10:55:04","09/11/2024 10:55:00",1600032436,"1264-2C- PAINT AND DOORS                     ","Payables","2024-09-04 00:00:00","2024-10-03 17:52:02",,"2025-05-01 10:44:35"
502648,"Work Completed","APH-Boiler","2024-09-05 13:21:00","2024-09-04 10:56:50","09/05/2024 10:56:00",1600032543,"1095-BOILER LEAKING OIL                      ","Payables","2024-09-04 00:00:00","2024-10-24 13:26:33",,"2025-05-01 10:44:35"
502649,"Work Completed","Supplies","2024-09-06 18:01:00","2024-09-04 11:04:07","09/04/2024 11:04:00",1600032403,"1977-BLDG-SUPPLIES                           ","Payables","2024-09-04 00:00:00","2024-09-24 18:02:18",,"2025-05-01 10:44:35"
502653,"Work Completed","Repairs","2024-11-05 17:54:00","2024-09-04 11:07:22","11/05/2024 11:07:00",1600032674,"1705-3C-REPAIR                               ","Payables","2024-09-04 00:00:00","2024-11-25 17:55:44",,"2025-05-01 10:44:35"
502661,"Work Completed","Supplies","2024-11-05 16:52:00","2024-09-04 11:28:46","09/04/2024 11:28:00",1600032675,"1705-3C-SUPPLIES                             ","Payables","2024-09-04 00:00:00","2024-12-03 16:53:50",,"2025-05-01 10:44:35"
502667,"Work Completed","Supplies","2024-09-06 17:59:00","2024-09-04 11:35:56","09/04/2024 11:35:00",1600032403,"1081-2H- SUPPLIES 9/4/24                     ","Payables","2024-09-04 00:00:00","2024-09-24 18:00:55",,"2025-05-01 10:44:35"
502672,"Work Completed","Supplies","2024-09-06 18:06:00","2024-09-04 11:49:32","09/04/2024 11:49:00",1600032403,"4063- BLDG-SUPPLIES  9/4 /24                 ","Payables","2024-09-04 00:00:00","2024-09-24 18:07:05",,"2025-05-01 10:44:35"
502674,"Work Completed","Supplies","2024-09-09 18:23:00","2024-09-04 11:51:51","09/04/2024 11:51:00",1600032403,"1011-BLDG-SUPPLIES 9-4-24 EA                 ","Payables","2024-09-04 00:00:00","2024-09-25 09:38:22",,"2025-05-01 10:44:35"
502676,"Work Completed","Supplies","2024-10-02 18:06:00","2024-09-04 12:03:17","09/04/2024 12:13:00",1600032541,"2060-2062BLDG-STAIR TREADS                   ","Payables","2024-09-04 00:00:00","2024-10-17 18:06:56",,"2025-05-01 10:44:35"
502705,"In Progress","",,"2024-09-04 13:58:48",,0,"3500-25-VIOLATION CO ALARMS                  ","Payables","2024-09-04 00:00:00","2024-10-23 15:02:46",,"2025-05-01 10:44:35"
502706,"Work Completed","Supplies","2024-09-11 18:58:00","2024-09-04 14:00:35","09/04/2024 14:00:00",1600032403,"3500-25-BLDG-SUPPLIES                        ","Payables","2024-09-04 00:00:00","2024-09-24 18:59:25",,"2025-05-01 10:44:35"
502711,"Canceled","Repairs",,"2024-09-04 14:58:14","09/04/2024 14:58:00",0,"4066-3B-VIOLATION FLOOR REPAIRS              ","Payables","2024-09-04 00:00:00","2024-11-18 12:09:54",,"2025-05-01 10:44:35"
502716,"Work Completed","Supplies","2024-09-09 18:36:00","2024-09-04 15:53:31","09/24/2024 18:37:25",1600032403,"3548-3B Kitchen Floor repair                 ","Payables","2024-09-04 00:00:00","2024-09-24 18:37:25",,"2025-05-01 10:44:35"
502717,"Work Completed","Supplies","2024-09-06 17:58:00","2024-09-04 15:58:48","09/04/2024 15:58:00",1600032403,"1087-4B-VACANT SUPPLIES                      ","Payables","2024-09-04 00:00:00","2024-09-24 17:59:01",,"2025-05-01 10:44:35"
502724,"Canceled","Supplies",,"2024-09-04 16:18:02","09/04/2024 16:18:00",0,"3516-3C-MORTISE LOCK                         ","Payables","2024-09-04 00:00:00","2024-09-06 14:31:10",,"2025-05-01 10:44:35"
502725,"Scheduled","Repairs",,"2024-09-04 16:36:32","09/04/2024 16:36:32",0,"1004-1C-FIRE RESTRN GAS TURN ON              ","Payables","2024-09-04 00:00:00","2024-09-04 16:36:32",,"2025-05-01 10:44:35"
502728,"Work Completed","Supplies","2024-09-27 08:51:00","2024-09-04 17:20:20","09/04/2024 17:20:00",1600032438,"4116- BLDG- SUPPLIES                         ","Payables","2024-09-04 00:00:00","2024-10-01 08:52:26",,"2025-05-01 10:44:35"
502733,"Call","APH-Plumbing",,"2024-09-05 08:19:35",,0,"1022 - 4J - defective flushometer            ","Payables","2024-09-05 00:00:00","2024-09-05 08:20:54",,"2025-05-01 10:44:35"
502743,"Work Completed","Supplies","2024-09-12 19:17:00","2024-09-05 08:52:29","09/09/2024 15:59:00",1600032403,"2001-BLDG-SUPPLIES 9-5-24                    ","Payables","2024-09-05 00:00:00","2024-09-24 19:17:41",,"2025-05-01 10:44:35"
502744,"Work Completed","Supplies","2024-09-09 18:28:00","2024-09-05 08:54:04","09/05/2024 08:59:00",1600032403,"1006-BLDG-SUPPLIES 9-5-24                    ","Payables","2024-09-05 00:00:00","2024-09-24 18:29:22",,"2025-05-01 10:44:35"
502745,"Canceled","Repairs",,"2024-09-05 08:55:22","09/05/2024 08:55:00",0,"3502-41-PLUMBING                             ","Payables","2024-09-05 00:00:00","2024-09-05 14:20:17",,"2025-05-01 10:44:35"
502748,"Work Completed","Supplies","2024-09-09 18:31:00","2024-09-05 09:15:13","09/24/2024 18:32:00",1600032403,"1006-3F-SUPPLIES                             ","Payables","2024-09-05 00:00:00","2024-09-24 18:34:39",,"2025-05-01 10:44:35"
502750,"Work Completed","Supplies","2024-09-09 18:30:00","2024-09-05 09:23:30","09/24/2024 18:30:53",1600032403,"1006-4B-SUPPLIES                             ","Payables","2024-09-05 00:00:00","2024-09-24 18:30:53",,"2025-05-01 10:44:35"
502752,"Work Completed","Supplies","2024-09-05 17:57:00","2024-09-05 09:30:50","09/05/2024 09:30:00",1600032403,"1887-1B-PRIMER                               ","Payables","2024-09-05 00:00:00","2024-09-24 17:57:46",,"2025-05-01 10:44:35"
502757,"Work Completed","Repairs","2024-09-12 16:43:00","2024-09-05 09:50:06","09/12/2024 09:50:00",1600032436,"1059-1-4C-LIVING RM REPAIR                   ","Payables","2024-09-05 00:00:00","2024-10-03 16:44:28",,"2025-05-01 10:44:35"
502773,"Scheduled","APH-Plumbing",,"2024-09-05 10:10:23","09/05/2024 10:10:00",0,"3522-5G-CLOGGED SINK                         ","Payables","2024-09-05 00:00:00","2024-09-05 10:50:14",,"2025-05-01 10:44:35"
502782,"Work Completed","Supplies","2024-09-05 17:56:00","2024-09-05 10:20:58","09/05/2024 10:20:00",1600032403,"3532-5b-kitchen faucet                       ","Payables","2024-09-05 00:00:00","2024-09-24 17:56:54",,"2025-05-01 10:44:35"
502791,"Work Completed","APH-Boiler","2024-09-05 11:45:00","2024-09-05 10:28:39","09/05/2024 10:28:00",1600032441,"1512-BLDG-BOILER                             ","Payables","2024-09-05 00:00:00","2024-10-04 11:10:56",,"2025-05-01 10:44:35"
502793,"Work Completed","Supplies","2024-09-09 18:37:00","2024-09-05 10:35:25","09/05/2024 10:35:00",1600032403,"4109-3E-VIOLATION SUPPLIES                   ","Payables","2024-09-05 00:00:00","2024-09-24 18:38:01",,"2025-05-01 10:44:35"
502817,"Work Completed","APH-Plumbing","2024-10-09 11:52:00","2024-09-05 11:20:31","09/05/2024 11:20:00",1600032493,"4114-4D- BATHROOM FAUCET LEAK                ","MGMT-Cost Plus","2024-09-05 00:00:00","2024-10-09 11:53:28",,"2025-05-01 10:44:35"
502821,"Work Completed","Repairs","2024-09-10 14:10:00","2024-09-05 11:28:00","09/09/2024 11:28:00",1600032436,"3524-2C-POST PLUM                            ","Payables","2024-09-05 00:00:00","2024-10-02 14:11:33",,"2025-05-01 10:44:35"
502824,"Work Completed","APH-Boiler",,"2024-09-05 11:33:02","09/05/2024 11:33:00",1600032441,"4102-BOILER- NO HOT WATER                    ","MGMT-Cost Plus","2024-09-05 00:00:00","2024-10-01 13:52:36",,"2025-05-01 10:44:35"
502830,"Scheduled","Repairs",,"2024-09-05 11:42:51","09/05/2024 11:42:00",0,"4089-3C LEAD REPAIRS                         ","Payables","2024-09-05 00:00:00","2024-09-05 11:46:01",,"2025-05-01 10:44:35"
502831,"Work Completed","APH-Plumbing","2024-09-10 09:16:00","2024-09-05 11:43:35","09/05/2024 11:43:00",1600032404,"3505-4C-LEAK INTO 3C                         ","Payables","2024-09-05 00:00:00","2024-09-20 09:43:07",,"2025-05-01 10:44:35"
502833,"Work Completed","Repairs","2024-09-13 17:22:00","2024-09-05 11:49:34","09/13/2024 14:00:00",1600032436,"1440-8G-bathroom repairs-9-5-24              ","Payables","2024-09-05 00:00:00","2024-10-03 17:23:14",,"2025-05-01 10:44:35"
502837,"Work Completed","Supplies","2024-09-12 19:08:00","2024-09-05 11:56:17","09/05/2024 11:56:00",1600032403,"4086-BLDG-CERTIFICATE FRAME                  ","Payables","2024-09-05 00:00:00","2024-09-24 19:09:07",,"2025-05-01 10:44:35"
502840,"Work Completed","Supplies","2024-09-05 17:59:00","2024-09-05 12:00:35","09/24/2024 17:59:37",1600032403,"3552-2f Shower Rod                           ","Payables","2024-09-05 00:00:00","2024-09-24 17:59:37",,"2025-05-01 10:44:35"
502843,"Work Completed","Repairs","2024-09-12 17:20:00","2024-09-05 12:09:13","09/12/2024 14:03:00",1600032436,"1910-1A-Post plumbing shower body            ","Payables","2024-09-05 00:00:00","2024-10-03 16:59:12",,"2025-05-01 10:44:35"
502854,"Work Completed","APH-Boiler",,"2024-09-05 14:25:32","09/05/2024 14:25:00",1600032441,"1107-BOILER-REPAIR                           ","Payables","2024-09-05 00:00:00","2024-10-01 14:43:02",,"2025-05-01 10:44:35"
502855,"Work Completed","Supplies","2024-09-10 18:41:00","2024-09-05 14:27:12","09/05/2024 14:27:00",1600032403,"1024-BLDG SUPPLIES 09-05                     ","Payables","2024-09-05 00:00:00","2024-09-24 18:41:45",,"2025-05-01 10:44:35"
502857,"Work Completed","APH-Plumbing","2024-09-06 08:57:00","2024-09-05 15:03:00",,1600032404,"Vac kitchen leak                             ","Payables","2024-09-05 00:00:00","2024-09-20 08:58:57",,"2025-05-01 10:44:35"
502858,"Work Completed","APH-Plumbing","2024-09-06 11:22:00","2024-09-05 15:11:50","09/05/2024 15:11:00",1600032440,"3510- 4C- TOILET REPLACE MENT                ","Payables","2024-09-05 00:00:00","2024-09-30 11:28:36",,"2025-05-01 10:44:35"
502864,"Work Completed","APH-Plumbing","2024-09-12 12:43:00","2024-09-05 15:47:27","09/05/2024 15:47:00",1600032404,"1022-4A-PLUMBING                             ","Payables","2024-09-05 00:00:00","2024-09-24 10:55:12",,"2025-05-01 10:44:35"
502869,"Canceled","Violation",,"2024-09-05 16:56:26","09/05/2024 17:00:00",0,"1090-BLDG-SUPPLIES                           ","Payables","2024-09-05 00:00:00","2024-09-20 13:04:22",,"2025-05-01 10:44:35"
502900,"Work Completed","Supplies","2024-09-09 18:22:00","2024-09-06 09:53:41","09/06/2024 09:53:00",1600032403,"2022- 301- supplies 9/6/24                   ","Payables","2024-09-06 00:00:00","2024-09-24 18:23:18",,"2025-05-01 10:44:35"
502901,"Canceled","Supplies",,"2024-09-06 10:03:33","09/06/2024 10:03:00",0,"4073-3B-FLOOR SUPPLIES (VACANT)              ","Payables","2024-09-06 00:00:00","2025-01-30 13:07:04",,"2025-05-01 10:44:35"
502911,"Work Completed","APH-Plumbing","2024-09-06 09:07:00","2024-09-06 10:33:23","09/06/2024 10:33:00",1600032404,"1182-6-PLUMBING                              ","Payables","2024-09-06 00:00:00","2024-09-20 09:11:29",,"2025-05-01 10:44:35"
502917,"Work Completed","Supplies","2024-09-19 20:27:00","2024-09-06 10:42:36","09/06/2024 10:42:00",1600032403,"4070-BLDG-SIGNS                              ","Payables","2024-09-06 00:00:00","2024-09-24 20:28:18",,"2025-05-01 10:44:35"
502921,"Work Completed","Supplies","2024-09-19 20:28:00","2024-09-06 10:57:43","09/06/2024 10:57:00",1600032403,"4074-BLDG-SIGNS                              ","Payables","2024-09-06 00:00:00","2024-09-24 20:29:13",,"2025-05-01 10:44:35"
502925,"Work Completed","Supplies","2024-09-19 20:26:00","2024-09-06 11:04:05","09/06/2024 11:04:00",1600032403,"4073-BLDG-SIGNS                              ","Payables","2024-09-06 00:00:00","2024-09-24 20:27:19",,"2025-05-01 10:44:35"
502956,"Work Completed","APH-Plumbing","2024-09-09 10:21:00","2024-09-06 11:31:46","09/06/2024 11:31:00",1600032404,"1039-BLDG-VALVES FOR RISER                   ","Payables","2024-09-06 00:00:00","2024-09-20 10:22:13",,"2025-05-01 10:44:35"
502962,"Work Completed","APH-Plumbing","2024-09-16 17:03:00","2024-09-06 11:36:20","09/06/2024 11:36:00",1600032440,"4086- Bsmt-STEAM OVERHEAD & SADDLE           ","Payables","2024-09-06 00:00:00","2024-09-26 17:05:02",,"2025-05-01 10:44:35"
502965,"Work Completed","APH-Plumbing","2024-09-06 07:50:00","2024-09-06 11:51:49","09/06/2024 11:51:00",1600032404,"1107-2D-PLUMBING                             ","Payables","2024-09-06 00:00:00","2024-09-20 08:10:49",,"2025-05-01 10:44:35"
502967,"Work Completed","Supplies","2024-09-09 18:34:00","2024-09-06 12:04:38","09/06/2024 12:04:00",1600032403,"1711- BLDG- SUPPLIES 09.06.24                ","Payables","2024-09-06 00:00:00","2024-09-24 18:35:33",,"2025-05-01 10:44:35"
502968,"Work Completed","Repairs","2024-09-16 12:46:00","2024-09-06 12:06:02","09/16/2024 14:17:00",1600032436,"1028-5G REPAIRS                              ","Payables","2024-09-06 00:00:00","2024-10-03 12:47:41",,"2025-05-01 10:44:35"
502970,"Work Completed","Supplies","2024-09-09 18:35:00","2024-09-06 12:14:18","09/06/2024 12:14:00",1600032403,"1712- BLDG- SUPPLIES 09.06.24                ","Payables","2024-09-06 00:00:00","2024-09-24 18:36:34",,"2025-05-01 10:44:35"
502977,"Work Completed","APH-Boiler","2024-09-06 08:19:00","2024-09-06 12:33:15","09/06/2024 12:33:00",1600032494,"4073-BOILER-BOILER PUMP                      ","Payables","2024-09-06 00:00:00","2024-10-05 08:22:41",,"2025-05-01 10:44:35"
502988,"Work Completed","Supplies","2024-09-10 18:46:00","2024-09-06 13:18:11","09/06/2024 13:18:00",1600032403,"4105- 3F- BATHROOM SUPPLY                    ","Payables","2024-09-06 00:00:00","2024-09-24 18:46:44",,"2025-05-01 10:44:35"
502991,"Work Completed","Supplies","2024-09-10 18:42:00","2024-09-06 13:37:29","09/24/2024 18:43:34",1600032403,"3502-41 Bathroom vanity                      ","Payables","2024-09-06 00:00:00","2024-09-24 18:43:34",,"2025-05-01 10:44:35"
502992,"Work Completed","Supplies","2024-09-20 10:29:00","2024-09-06 13:41:13","10/03/2024 10:29:56",1600032438,"2042 - 1 - Kitchen Cabinets                  ","Cabinets Only","2024-09-06 00:00:00","2024-10-03 10:29:56",,"2025-05-01 10:44:35"
502993,"Work Completed","Supplies","2024-09-10 18:47:00","2024-09-06 13:48:33","09/24/2024 18:47:53",1600032403,"2042 - 1 - sink supplies court stip          ","Payables","2024-09-06 00:00:00","2024-09-24 18:47:53",,"2025-05-01 10:44:35"
502996,"Work Completed","Supplies","2024-09-11 19:05:00","2024-09-06 13:57:14","09/06/2024 13:57:00",1600032403,"4114- BLDG- DOOR CHIMES                      ","Payables","2024-09-06 00:00:00","2024-09-24 19:05:22",,"2025-05-01 10:44:35"
502999,"Work Completed","Repairs",,"2024-09-06 14:00:16","09/25/2024 11:56:00",1600032540,"2042 - 1 - Floor and closet doors            ","Payables","2024-09-06 00:00:00","2024-10-22 09:27:55",,"2025-05-01 10:44:35"
503002,"Work Completed","Supplies","2024-09-10 18:45:00","2024-09-06 14:03:23","09/06/2024 14:03:00",1600032403,"4116- 7G- BATHROOM SUPPLY                    ","Payables","2024-09-06 00:00:00","2024-09-24 18:45:22",,"2025-05-01 10:44:35"
503008,"Work Completed","APH-Plumbing","2024-09-11 09:39:00","2024-09-06 15:24:49","10/22/2024 09:40:27",1600032542,"3552-Tub waste from apt 3H to 2H             ","Payables","2024-09-06 00:00:00","2024-10-22 09:40:27",,"2025-05-01 10:44:35"
503013,"Work Completed","APH-Plumbing","2024-09-08 11:39:00","2024-09-06 16:16:51",,1600032770,"8043-1-plumbing                              ","Payables","2024-09-06 00:00:00","2024-09-30 11:41:33",,"2025-05-01 10:44:35"
503014,"Work Completed","Supplies","2024-09-10 18:45:00","2024-09-06 16:18:28","09/06/2024 16:18:00",1600032403,"4114-5D- SUPPLIES 9/6/24 JAD                 ","Payables","2024-09-06 00:00:00","2024-09-24 18:46:04",,"2025-05-01 10:44:35"
503022,"Call","Violation",,"2024-09-06 16:53:27",,0,"890-705 C/S                                  ","Payables","2024-09-06 00:00:00","2024-09-09 11:38:16",,"2025-05-01 10:44:35"
503028,"Work Completed","Supplies","2024-09-19 20:18:00","2024-09-09 08:39:22","09/09/2024 08:39:00",1600032403,"1002-BLDG-SUPPLIES                           ","Payables","2024-09-09 00:00:00","2024-09-24 20:19:43",,"2025-05-01 10:44:35"
503029,"Work Completed","Supplies","2024-09-19 15:51:00","2024-09-09 08:44:20","09/30/2024 15:51:29",1600032438,"1093 - 4A - Wall Cabinets NYCHA              ","Cabinets Only","2024-09-09 00:00:00","2024-09-30 15:51:29",,"2025-05-01 10:44:35"
503033,"Work Completed","APH-Plumbing","2024-09-10 12:38:00","2024-09-09 09:16:04","09/09/2024 09:16:00",1600032440,"4064-BOILER-FLOW PIPE                        ","Payables","2024-09-09 00:00:00","2024-09-30 12:39:16",,"2025-05-01 10:44:35"
503037,"Work Completed","APH-Boiler","2024-09-09 12:35:00","2024-09-09 09:28:54","09/09/2024 09:28:00",1600032543,"1097-BLDG-NO HOT WATER                       ","Payables","2024-09-09 00:00:00","2024-10-24 12:36:54",,"2025-05-01 10:44:35"
503038,"Work Completed","Supplies",,"2024-09-09 09:30:19","09/09/2024 09:30:00",1600032403,"3501-BLDG-SUPPLIES                           ","Payables","2024-09-09 00:00:00","2024-09-24 19:00:43",,"2025-05-01 10:44:35"
503039,"Work Completed","APH-Boiler","2024-09-12 12:47:00","2024-09-09 09:33:42","09/12/2024 09:33:00",1600032543,"3504-BLDG-STORAGE TANK LEAK                  ","Payables","2024-09-09 00:00:00","2024-10-24 12:51:28",,"2025-05-01 10:44:35"
503040,"Work Completed","APH-Boiler","2024-09-06 11:41:00","2024-09-09 09:37:03","09/09/2024 09:37:00",1600032441,"1039-BOILER-REPAIR                           ","Payables","2024-09-09 00:00:00","2024-10-04 11:12:02",,"2025-05-01 10:44:35"
503041,"Work Completed","Supplies","2024-09-10 18:41:00","2024-09-09 09:38:32","09/09/2024 09:38:00",1600032403,"2060-2061BLDG-SUPPLIES                       ","Payables","2024-09-09 00:00:00","2024-09-24 18:42:43",,"2025-05-01 10:44:35"
503043,"Work Completed","Supplies","2024-09-11 18:54:00","2024-09-09 09:46:44","09/09/2024 09:46:00",1600032403,"1053-BLDG-SUPPLIES                           ","Payables","2024-09-09 00:00:00","2024-09-24 18:55:27",,"2025-05-01 10:44:35"
503047,"Work Completed","Supplies","2024-09-13 19:27:00","2024-09-09 09:58:40","09/09/2024 09:58:00",1600032403,"1054-BLDG-SUPPLIES                           ","Payables","2024-09-09 00:00:00","2024-09-24 19:28:02",,"2025-05-01 10:44:35"
503049,"Work Completed","Supplies","2024-09-25 20:26:00","2024-09-09 10:05:16","09/09/2024 10:05:00",1600032438,"2041-BLDG-SUPPLIES 9-16-24                   ","Payables","2024-09-09 00:00:00","2024-09-26 14:40:05",,"2025-05-01 10:44:35"
503050,"Work Completed","APH-Boiler","2024-09-20 17:32:00","2024-09-09 10:05:30","09/09/2024 10:05:00",1600032574,"4102- BLDG- BOILER REPAIR                    ","Payables","2024-09-09 00:00:00","2024-10-30 11:02:36",,"2025-05-01 10:44:35"
503051,"Work Completed","Supplies","2024-10-08 14:44:00","2024-09-09 10:11:28","09/09/2024 10:11:00",1600032541,"4064-2-1F-CABINET CORRECTION                 ","Cabinets Only","2024-09-09 00:00:00","2024-10-22 14:45:02",,"2025-05-01 10:44:35"
503054,"Work Completed","Supplies","2024-09-11 19:04:00","2024-09-09 10:18:29","09/09/2024 10:18:00",1600032403,"4114- 5B- SUPPLIES 09.09.24                  ","Payables","2024-09-09 00:00:00","2024-09-24 19:04:32",,"2025-05-01 10:44:35"
503056,"Work Completed","Supplies","2024-09-19 09:09:00","2024-09-09 10:22:03","09/25/2024 09:09:29",1600032403,"3651-3A-CABINET ORDER                        ","Cabinets Only","2024-09-09 00:00:00","2024-09-25 09:09:29",,"2025-05-01 10:44:35"
503059,"Scheduled","APH-Plumbing",,"2024-09-09 10:26:13","09/09/2024 10:26:13",0,"3657-bldg-DHW return pump is leakin          ","Payables","2024-09-09 00:00:00","2024-09-09 10:26:13",,"2025-05-01 10:44:35"
503060,"Work Completed","APH-Plumbing","2024-09-11 12:51:00","2024-09-09 10:27:42","09/30/2024 12:51:00",1600032440,"1022-3L-BATHROOM LEAK                        ","Payables","2024-09-09 00:00:00","2024-09-30 13:02:03",,"2025-05-01 10:44:35"
503063,"Work Completed","Supplies","2024-10-04 14:45:00","2024-09-09 10:31:42","10/22/2024 14:46:08",1600032541,"2020-217-CABINET ORDER                       ","Cabinets Only","2024-09-09 00:00:00","2024-10-22 14:46:08",,"2025-05-01 10:44:35"
503064,"Work Completed","APH-Boiler","2024-09-09 07:34:00","2024-09-09 10:32:43","09/09/2024 10:32:00",1600032494,"3651-BOILER-CIRCULATOR PUMP LEAK             ","Payables","2024-09-09 00:00:00","2024-10-05 07:36:17",,"2025-05-01 10:44:35"
503067,"Work Completed","Repairs","2024-10-09 16:11:00","2024-09-09 10:37:57","10/09/2024 16:32:00",1600032584,"3552-5A plumbing                             ","Payables","2024-09-09 00:00:00","2024-11-08 09:50:27",,"2025-05-01 10:44:35"
503068,"Work Completed","Supplies","2024-09-24 13:08:00","2024-09-09 10:41:25","10/15/2024 13:09:10",1600032492,"4116-5F-CABINET ORDER                        ","Cabinets Only","2024-09-09 00:00:00","2024-10-15 13:09:10",,"2025-05-01 10:44:35"
503077,"Work Completed","Repairs",,"2024-09-09 11:17:38","09/11/2024 16:12:00",1600032540,"2020-406 COURT STIP                          ","Payables","2024-09-09 00:00:00","2024-10-22 09:30:39",,"2025-05-01 10:44:35"
503078,"Work Completed","Supplies","2024-09-09 18:22:00","2024-09-09 11:24:40","09/24/2024 18:22:42",1600032403,"4067-bldg-materials                          ","Payables","2024-09-09 00:00:00","2024-09-24 18:22:42",,"2025-05-01 10:44:35"
503088,"Work Completed","APH-Boiler","2024-09-12 13:11:00","2024-09-09 11:59:00","09/09/2024 11:59:00",1600032772,"8006-BOILER-OIL GAUGE                        ","Payables","2024-09-09 00:00:00","2024-10-24 13:18:34",,"2025-05-01 10:44:35"
503094,"Work Completed","APH-Boiler","2024-09-09 13:07:00","2024-09-09 12:21:15","09/09/2024 13:04:00",1600032543,"3515-Boiler repair                           ","Payables","2024-09-09 00:00:00","2024-10-24 13:07:58",,"2025-05-01 10:44:35"
503096,"Work Completed","Supplies","2024-09-12 19:21:00","2024-09-09 12:26:22","09/09/2024 12:26:00",1600032403,"4086-BLDG-SUPPLIES                           ","Payables","2024-09-09 00:00:00","2024-09-24 19:21:44",,"2025-05-01 10:44:35"
503097,"Work Completed","APH-Boiler","2024-09-13 13:00:00","2024-09-09 12:31:51","09/13/2024 12:31:00",1600032574,"4109-BOILER-CLEANING & OVERHAUL              ","MGMT-Cost Plus","2024-09-09 00:00:00","2024-11-04 15:22:49",,"2025-05-01 10:44:35"
503101,"Work Completed","Supplies","2024-09-10 18:43:00","2024-09-09 12:57:03","09/09/2024 12:57:00",1600032403,"2060-2063-2A-BR SINK SUPPLIES                ","Payables","2024-09-09 00:00:00","2024-09-24 18:44:46",,"2025-05-01 10:44:35"
503102,"Work Completed","Supplies","2024-09-12 19:20:00","2024-09-09 14:00:25","09/09/2024 14:00:00",1600032403,"4111-1E- Supplies 09.09.24                   ","Payables","2024-09-09 00:00:00","2024-09-24 19:21:02",,"2025-05-01 10:44:35"
503105,"Work Completed","APH-Plumbing","2024-09-10 11:54:00","2024-09-09 14:19:06","09/09/2024 14:19:00",1600032404,"3651-3652-6D-PLUMBING                        ","Payables","2024-09-09 00:00:00","2024-09-20 12:00:55",,"2025-05-01 10:44:35"
503107,"Work Completed","Supplies","2024-09-12 19:19:00","2024-09-09 14:51:42","09/24/2024 19:20:22",1600032403,"3552-5A Light fixtures                       ","Payables","2024-09-09 00:00:00","2024-09-24 19:20:22",,"2025-05-01 10:44:35"
503109,"Work Completed","APH-Plumbing","2024-10-09 11:47:00","2024-09-09 15:13:40","09/09/2024 15:13:00",1600032493,"1703-4B-SHOWERBODY LEAK                      ","Payables","2024-09-09 00:00:00","2024-10-09 11:49:12",,"2025-05-01 10:44:35"
503110,"Work Completed","APH-Plumbing","2024-09-10 10:26:00","2024-09-09 15:29:29","09/09/2024 15:29:00",1600032404,"4100- 3E- CLOGGED SINK                       ","Payables","2024-09-09 00:00:00","2024-09-20 10:32:39",,"2025-05-01 10:44:35"
503118,"Work Completed","APH-Plumbing","2024-09-11 10:10:00","2024-09-09 16:26:17","09/09/2024 16:26:00",1600032404,"4114-5I - SINK LEAKING                       ","Payables","2024-09-09 00:00:00","2024-09-24 11:12:14",,"2025-05-01 10:44:35"
503119,"Work Completed","Supplies","2024-09-11 19:01:00","2024-09-09 16:43:57","09/09/2024 16:43:00",1600032403,"3500-43-VIOLATON SUPPLIES                    ","Payables","2024-09-09 00:00:00","2024-09-24 19:03:17",,"2025-05-01 10:44:35"
