WONumber,BuildingNum,AptNum,JobStatus,Category,CallDate,StartDate,SchedDate,BatchID,BatchDate,CompleteDate,Employee,BriefDesc,Quantity,Code,FullDesc,UnitPrice,PayAmt,woBatchOccuredDate,PostedMonth
483375,1887,"BLDG","Work Completed","APH-Plumbing","2023-12-18 14:30:19",,"2023-12-18 14:30:00",1600030953,"2024-01-16 16:58:32","2023-12-22 19:56:00",,"1887-BLDG-PIPING CORRECTION        ",0,,":Tax Amount",0,0,,
483719,1182,33,"Work Completed","APH-Plumbing","2023-12-26 09:07:07",,"2023-12-26 09:07:00",1600030953,"2024-01-16 16:58:32","2023-12-26 20:04:00",,"1182-33-STOVE VALVE                ",0,,":Tax Amount",0,0,,
483720,1087,"5A","Work Completed","APH-Plumbing","2023-12-26 09:19:28",,"2023-12-26 09:19:00",1600030953,"2024-01-16 16:58:32","2024-01-10 19:43:00",,"1087-5A KITCHEN SINK DRAIN         ",1,"aph_plumbing    ","APH PLUMBING SERVICES",1160,1160,,
483720,1087,"5A","Work Completed","APH-Plumbing","2023-12-26 09:19:28",,"2023-12-26 09:19:00",1600030953,"2024-01-16 16:58:32","2024-01-10 19:43:00",,"1087-5A KITCHEN SINK DRAIN         ",0,,":Tax Amount",0,0,,
483723,1704,"BOILER","Work Completed","APH-Boiler","2023-12-26 09:43:59",,"2023-12-26 09:43:00",1600030954,"2024-01-16 16:59:56",,,"1704-BOILER-REPAIR                 ",1,"aph_boiler      ","APH BOILER SERVICES",240,240,,
483723,1704,"BOILER","Work Completed","APH-Boiler","2023-12-26 09:43:59",,"2023-12-26 09:43:00",1600030954,"2024-01-16 16:59:56",,,"1704-BOILER-REPAIR                 ",0,,":Tax Amount",0,0,,
483660,3533,"3F","Work Completed","Repairs","2023-12-22 10:08:42",,"2023-12-29 10:08:00",1600030958,"2024-01-18 14:01:31",,,"3522-3F-POST PLUM                  ",6,256             ,"SQ.FT. Demo the showerbody wall tiles",9.6,57.6,,
484609,2060,"BLDG","Work Completed","Repairs","2024-01-09 10:53:13",,"2024-01-09 10:53:00",1600030958,"2024-01-18 14:01:31","2024-01-09 13:36:00",,"2060/BLDG./KEYS                    ",10,050             ,"Supplied Medeco Keys for the building entry door to the office",18,180,,
484702,1712,"BLDG","Work Completed","Repairs","2024-01-10 10:07:26",,"2024-01-10 10:07:00",1600030958,"2024-01-18 14:01:31","2024-01-10 13:41:00",,"1712/BLDG./KEYS                    ",0,,":Tax Amount",0,0,,
483740,3526,"3F","Work Completed","Repairs","2023-12-26 10:40:57",,"2023-12-29 12:13:00",1600030958,"2024-01-18 14:01:31",,,"3526-REPAIRS                       ",1,002             ,"ADD'L WORK NEEDED",480,480,,
483740,3526,"3F","Work Completed","Repairs","2023-12-26 10:40:57",,"2023-12-29 12:13:00",1600030958,"2024-01-18 14:01:31",,,"3526-REPAIRS                       ",1,170             ,"Scrape, plaster,paint the complete kitchen",325,325,,
484473,1182,"BLDG","Work Completed","Repairs","2024-01-08 10:03:10",,"2024-01-08 10:03:00",1600030958,"2024-01-18 14:01:31","2024-01-08 13:37:00",,"1182/BLDG./KEYS                    ",10,050             ,"Supplied Medeco Keys for the building entry door to the office",18,180,,
484122,1021,"1-2B","Work Completed","Supplies","2024-01-03 09:05:04",,"2024-01-03 09:05:00",1600030959,"2024-01-18 14:02:14","2024-01-16 14:15:00",,"1021-1-2B-Vacancy Supplies 1-3-2024",0,,":Tax Amount",0,0,,
484903,1442,"BLDG","Work Completed","Supplies","2024-01-12 10:54:53",,"2024-01-18 10:27:58",1600030959,"2024-01-18 14:02:14","2024-01-17 10:27:00",,"1442-bldg-call boxes               ",1,"del             ","DELIVERY CHARGE",30,30,,
484903,1442,"BLDG","Work Completed","Supplies","2024-01-12 10:54:53",,"2024-01-18 10:27:58",1600030959,"2024-01-18 14:02:14","2024-01-17 10:27:00",,"1442-bldg-call boxes               ",2,"40-05525        ","Intercom Station 3 button ( 4 wire )",52,104,,
484122,1021,"1-2B","Work Completed","Supplies","2024-01-03 09:05:04",,"2024-01-03 09:05:00",1600030959,"2024-01-18 14:02:14","2024-01-16 14:15:00",,"1021-1-2B-Vacancy Supplies 1-3-2024",1,001             ,"DELIVERY",30,30,,
484122,1021,"1-2B","Work Completed","Supplies","2024-01-03 09:05:04",,"2024-01-03 09:05:00",1600030959,"2024-01-18 14:02:14","2024-01-16 14:15:00",,"1021-1-2B-Vacancy Supplies 1-3-2024",1,"05-00300        ","Base Cabinet 18",264.5,264.5,,
484122,1021,"1-2B","Work Completed","Supplies","2024-01-03 09:05:04",,"2024-01-03 09:05:00",1600030959,"2024-01-18 14:02:14","2024-01-16 14:15:00",,"1021-1-2B-Vacancy Supplies 1-3-2024",1,"05-01100        ","Countertop 18",191.45,191.45,,
484903,1442,"BLDG","Work Completed","Supplies","2024-01-12 10:54:53",,"2024-01-18 10:27:58",1600030959,"2024-01-18 14:02:14","2024-01-17 10:27:00",,"1442-bldg-call boxes               ",0,,":Tax Amount",0,0,,
485127,1082,"3B","Work Completed","Supplies","2024-01-17 11:27:45",,"2024-01-18 13:42:00",1600030959,"2024-01-18 14:02:14","2024-01-18 13:42:00",,"1082-SUPPLIES                      ",0,,":Tax Amount",0,0,,
485127,1082,"3B","Work Completed","Supplies","2024-01-17 11:27:45",,"2024-01-18 13:42:00",1600030959,"2024-01-18 14:02:14","2024-01-18 13:42:00",,"1082-SUPPLIES                      ",1,"del             ","DELIVERY CHARGE",30,30,,
484929,3501,3,"Work Completed","Supplies","2024-01-12 12:08:05",,"2024-01-12 12:08:00",1600030959,"2024-01-18 14:02:14","2024-01-17 10:29:00",,"3501-3-SUPPLY                      ",1,"40-04225        ","Carbon Monoxide Detectors/Smoke Detector Combo 10 Year",60,60,,
484929,3501,3,"Work Completed","Supplies","2024-01-12 12:08:05",,"2024-01-12 12:08:00",1600030959,"2024-01-18 14:02:14","2024-01-17 10:29:00",,"3501-3-SUPPLY                      ",1,"40-06135        ","Peep Hole and Chime",44.99,44.99,,
484929,3501,3,"Work Completed","Supplies","2024-01-12 12:08:05",,"2024-01-12 12:08:00",1600030959,"2024-01-18 14:02:14","2024-01-17 10:29:00",,"3501-3-SUPPLY                      ",1,001             ,"DELIVERY",30,30,,
484918,3501,51,"Work Completed","Supplies","2024-01-12 11:52:30",,"2024-01-12 11:52:00",1600030959,"2024-01-18 14:02:14","2024-01-17 10:33:00",,"3501-51-BATHROOM SINK              ",1,"35-02075        ","Vanity ( oak) , 19"" x 17""",147.83,147.83,,
484980,1026,"BLDG","Work Completed","Supplies","2024-01-12 14:27:44",,"2024-01-18 10:23:05",1600030959,"2024-01-18 14:02:14","2024-01-17 10:21:00",,"Bldg Supplies                      ",0,,":Tax Amount",0,0,,
484980,1026,"BLDG","Work Completed","Supplies","2024-01-12 14:27:44",,"2024-01-18 10:23:05",1600030959,"2024-01-18 14:02:14","2024-01-17 10:21:00",,"Bldg Supplies                      ",10,"40-00600        ","Bags, Garbage 23x17x46 Regular",37.5,375,,
484980,1026,"BLDG","Work Completed","Supplies","2024-01-12 14:27:44",,"2024-01-18 10:23:05",1600030959,"2024-01-18 14:02:14","2024-01-17 10:21:00",,"Bldg Supplies                      ",6,"40-03850        ","Bleach, 1 gallon",5.94,35.64,,
484980,1026,"BLDG","Work Completed","Supplies","2024-01-12 14:27:44",,"2024-01-18 10:23:05",1600030959,"2024-01-18 14:02:14","2024-01-17 10:21:00",,"Bldg Supplies                      ",6,"35-01060        ","GORTON #C ANGLE VALVES",32.93,197.58,,
484980,1026,"BLDG","Work Completed","Supplies","2024-01-12 14:27:44",,"2024-01-18 10:23:05",1600030959,"2024-01-18 14:02:14","2024-01-17 10:21:00",,"Bldg Supplies                      ",1,"del             ","DELIVERY CHARGE",30,30,,
484980,1026,"BLDG","Work Completed","Supplies","2024-01-12 14:27:44",,"2024-01-18 10:23:05",1600030959,"2024-01-18 14:02:14","2024-01-17 10:21:00",,"Bldg Supplies                      ",2,"40-04551        ","Deodorant, lavender (5 gallon containers)",43.9,87.8,,
484980,1026,"BLDG","Work Completed","Supplies","2024-01-12 14:27:44",,"2024-01-18 10:23:05",1600030959,"2024-01-18 14:02:14","2024-01-17 10:21:00",,"Bldg Supplies                      ",6,"35-01061        ","GORTON #D ANGLE VALVES",36.03,216.18,,
484937,1868,"BLDG","Work Completed","Supplies","2024-01-12 12:25:17",,"2024-01-12 12:25:00",1600030959,"2024-01-18 14:02:14","2024-01-17 10:28:00",,"1868-BLDG-SUPPLIES 1/12/24         ",6,"40-00450        ","Bags, Recycle Clear 55 Gallon",40.58,243.48,,
484959,1004,"2A","Work Completed","Supplies","2024-01-12 13:01:27",,"2024-01-12 13:01:00",1600030959,"2024-01-18 14:02:14","2024-01-18 13:43:00",,"1004-2A-SMOKE ALARMS               ",2,"40-04240        ","Alarm, carbon monoxide/smoke electric",65,130,,
484959,1004,"2A","Work Completed","Supplies","2024-01-12 13:01:27",,"2024-01-12 13:01:00",1600030959,"2024-01-18 14:02:14","2024-01-18 13:43:00",,"1004-2A-SMOKE ALARMS               ",1,"del             ","DELIVERY CHARGE",30,30,,
484959,1004,"2A","Work Completed","Supplies","2024-01-12 13:01:27",,"2024-01-12 13:01:00",1600030959,"2024-01-18 14:02:14","2024-01-18 13:43:00",,"1004-2A-SMOKE ALARMS               ",0,,":Tax Amount",0,0,,
484972,3510,"BLDG","Work Completed","Supplies","2024-01-12 13:50:20",,"2024-01-12 13:50:00",1600030959,"2024-01-18 14:02:14","2024-01-18 13:38:00",,"3510-BLDG-SUPPLIES                 ",1,"20-01100        ","FIXTURE, BATHROOM WALL",18.25,18.25,,
484972,3510,"BLDG","Work Completed","Supplies","2024-01-12 13:50:20",,"2024-01-12 13:50:00",1600030959,"2024-01-18 14:02:14","2024-01-18 13:38:00",,"3510-BLDG-SUPPLIES                 ",2,"20-01300        ","FIXTURE, KITCHEN WITH COVER",37.8,75.6,,
484972,3510,"BLDG","Work Completed","Supplies","2024-01-12 13:50:20",,"2024-01-12 13:50:00",1600030959,"2024-01-18 14:02:14","2024-01-18 13:38:00",,"3510-BLDG-SUPPLIES                 ",1,"del             ","DELIVERY CHARGE",30,30,,
484937,1868,"BLDG","Work Completed","Supplies","2024-01-12 12:25:17",,"2024-01-12 12:25:00",1600030959,"2024-01-18 14:02:14","2024-01-17 10:28:00",,"1868-BLDG-SUPPLIES 1/12/24         ",4,"40-04850        ","Gloves, nitrile (Disposable) 100pc XL",9.72,38.88,,
482545,1182,"C","Work Completed","APH-Plumbing","2023-12-06 10:03:56",,"2023-12-06 10:03:00",1600030960,"2024-01-18 14:03:07","2023-12-06 21:00:00",,"1182-VAC-C-PLUMBING                ",0,,":Tax Amount",0,0,,
482907,3526,"BOILER","Work Completed","APH-Boiler","2023-12-11 12:03:38",,"2024-01-18 13:17:40",1600030962,"2024-01-18 14:20:17","2023-12-18 13:16:00",,"3526-BOILER CLEANING/OVERHAUL      ",1,"75-10107        ","Grease Cut",32,32,,
482907,3526,"BOILER","Work Completed","APH-Boiler","2023-12-11 12:03:38",,"2024-01-18 13:17:40",1600030962,"2024-01-18 14:20:17","2023-12-18 13:16:00",,"3526-BOILER CLEANING/OVERHAUL      ",5,"35-00290        ","Spray Cans",18,90,,
482907,3526,"BOILER","Work Completed","APH-Boiler","2023-12-11 12:03:38",,"2024-01-18 13:17:40",1600030962,"2024-01-18 14:20:17","2023-12-18 13:16:00",,"3526-BOILER CLEANING/OVERHAUL      ",1,"aph_boiler      ","APH BOILER SERVICES",1300,1300,,
482907,3526,"BOILER","Work Completed","APH-Boiler","2023-12-11 12:03:38",,"2024-01-18 13:17:40",1600030962,"2024-01-18 14:20:17","2023-12-18 13:16:00",,"3526-BOILER CLEANING/OVERHAUL      ",1,"35-00254        ","High Strength Adhesive Spray",18,18,,
482679,3555,"BOILER","Work Completed","APH-Boiler","2023-12-07 10:24:19",,"2023-12-07 10:24:00",1600030962,"2024-01-18 14:20:17",,,"3555-BOILER-BOILER FILL STRAINER   ",1,"aph_boiler      ","APH BOILER SERVICES",2260,2260,,
482907,3526,"BOILER","Work Completed","APH-Boiler","2023-12-11 12:03:38",,"2024-01-18 13:17:40",1600030962,"2024-01-18 14:20:17","2023-12-18 13:16:00",,"3526-BOILER CLEANING/OVERHAUL      ",0.5,"35-00310        ","Roll 2"" Flat Gasket",120,60,,
482916,3540,"BOILER","Work Completed","APH-Boiler","2023-12-11 12:36:34",,"2024-01-18 13:31:18",1600030962,"2024-01-18 14:20:17","2023-12-13 13:31:00",,"3540-BOILER CLEANING & OVERHAUL    ",1,"aph_boiler      ","APH BOILER SERVICES",1300,1300,,
482916,3540,"BOILER","Work Completed","APH-Boiler","2023-12-11 12:36:34",,"2024-01-18 13:31:18",1600030962,"2024-01-18 14:20:17","2023-12-13 13:31:00",,"3540-BOILER CLEANING & OVERHAUL    ",1,"35-00320        ","Air Filter",20,20,,
483557,3525,"BLDG","Work Completed","APH-Boiler","2023-12-21 09:30:38",,"2024-01-18 13:05:49",1600030962,"2024-01-18 14:20:17","2023-12-21 13:05:00",,"3525-BOILER                        ",1,"aph_boiler      ","APH BOILER SERVICES",796.91,796.91,,
483497,3655,"3655-BLD","Work Completed","APH-Boiler","2023-12-20 09:38:49",,,1600030962,"2024-01-18 14:20:17",,,"3655-boiler                        ",1,"aph_boiler      ","APH BOILER SERVICES",882.42,882.42,,
482919,3552,"BOILER","Work Completed","APH-Boiler","2023-12-11 12:39:55",,"2024-01-18 13:18:15",1600030962,"2024-01-18 14:20:17","2023-12-19 13:17:00",,"3552- BOILER CLEANING & OVERHAUL   ",1,"35-00254        ","High Strength Adhesive Spray",18,18,,
482919,3552,"BOILER","Work Completed","APH-Boiler","2023-12-11 12:39:55",,"2024-01-18 13:18:15",1600030962,"2024-01-18 14:20:17","2023-12-19 13:17:00",,"3552- BOILER CLEANING & OVERHAUL   ",1,"75-10107        ","Grease Cut",32,32,,
482919,3552,"BOILER","Work Completed","APH-Boiler","2023-12-11 12:39:55",,"2024-01-18 13:18:15",1600030962,"2024-01-18 14:20:17","2023-12-19 13:17:00",,"3552- BOILER CLEANING & OVERHAUL   ",1,"35-00290        ","Spray Cans",18,18,,
482919,3552,"BOILER","Work Completed","APH-Boiler","2023-12-11 12:39:55",,"2024-01-18 13:18:15",1600030962,"2024-01-18 14:20:17","2023-12-19 13:17:00",,"3552- BOILER CLEANING & OVERHAUL   ",1,"aph_boiler      ","APH BOILER SERVICES",1300,1300,,
482919,3552,"BOILER","Work Completed","APH-Boiler","2023-12-11 12:39:55",,"2024-01-18 13:18:15",1600030962,"2024-01-18 14:20:17","2023-12-19 13:17:00",,"3552- BOILER CLEANING & OVERHAUL   ",1,"35-00320        ","Air Filter",20,20,,
482919,3552,"BOILER","Work Completed","APH-Boiler","2023-12-11 12:39:55",,"2024-01-18 13:18:15",1600030962,"2024-01-18 14:20:17","2023-12-19 13:17:00",,"3552- BOILER CLEANING & OVERHAUL   ",1,"75-10116        ","General Gasket Kit",15,15,,
482919,3552,"BOILER","Work Completed","APH-Boiler","2023-12-11 12:39:55",,"2024-01-18 13:18:15",1600030962,"2024-01-18 14:20:17","2023-12-19 13:17:00",,"3552- BOILER CLEANING & OVERHAUL   ",0.5,"35-00310        ","Roll 2"" Flat Gasket",120,60,,
474888,1880,507,"Work Completed","Repairs","2023-08-15 16:08:58",,"2023-08-16 11:46:00",1600031047,"2024-02-06 18:08:22","2023-08-16 11:45:00",,"1880-507 Vacant  floor proposal    ",1,"svc             ","SERVICE TO BE RENDERED-CARPENTRY",4462,4462,"2024-01-31 00:00:00","2024-01"
485117,1059,"BLDG","Work Completed","Supplies","2024-01-17 10:56:59",,"2024-01-17 10:56:00",1600031048,"2024-02-06 18:09:24","2024-01-18 08:59:00",,"1059-bldg- supplies 1/17/24        ",2,"40-06186        ","Shovel, Snow Pusher Deluxe",12.95,25.9,"2024-01-31 00:00:00","2024-01"
482765,1028,"5J","Work Completed","Supplies","2023-12-08 08:11:31",,"2024-02-01 12:08:00",1600031048,"2024-02-06 18:09:24","2024-01-30 12:07:00",,"1028/5J/VAC/CABINETS               ",1,"05-01650m       ","Countertop 48 w/ MEASUREMENTS",243,243,"2024-01-31 00:00:00","2024-01"
482765,1028,"5J","Work Completed","Supplies","2023-12-08 08:11:31",,"2024-02-01 12:08:00",1600031048,"2024-02-06 18:09:24","2024-01-30 12:07:00",,"1028/5J/VAC/CABINETS               ",1,"05-00400m       ","Base Cabinet 24 w/ Measurements                         B24",356.4,356.4,"2024-01-31 00:00:00","2024-01"
482765,1028,"5J","Work Completed","Supplies","2023-12-08 08:11:31",,"2024-02-01 12:08:00",1600031048,"2024-02-06 18:09:24","2024-01-30 12:07:00",,"1028/5J/VAC/CABINETS               ",1,"05-03700m       ","Wall Cab 24/30 w/ Measurements                         2430",257.85,257.85,"2024-01-31 00:00:00","2024-01"
482765,1028,"5J","Work Completed","Supplies","2023-12-08 08:11:31",,"2024-02-01 12:08:00",1600031048,"2024-02-06 18:09:24","2024-01-30 12:07:00",,"1028/5J/VAC/CABINETS               ",1,"05-04100m       ","Wall Cab 30/30 w/ Measurements                         3030",322.65,322.65,"2024-01-31 00:00:00","2024-01"
482765,1028,"5J","Work Completed","Supplies","2023-12-08 08:11:31",,"2024-02-01 12:08:00",1600031048,"2024-02-06 18:09:24","2024-01-30 12:07:00",,"1028/5J/VAC/CABINETS               ",1,"05-01200m       ","Countertop 24 w/ MEASUREMENTS",122,122,"2024-01-31 00:00:00","2024-01"
482765,1028,"5J","Work Completed","Supplies","2023-12-08 08:11:31",,"2024-02-01 12:08:00",1600031048,"2024-02-06 18:09:24","2024-01-30 12:07:00",,"1028/5J/VAC/CABINETS               ",1,"05-03100m       ","Sink Base 48 w/ Measurement",491.4,491.4,"2024-01-31 00:00:00","2024-01"
482765,1028,"5J","Work Completed","Supplies","2023-12-08 08:11:31",,"2024-02-01 12:08:00",1600031048,"2024-02-06 18:09:24","2024-01-30 12:07:00",,"1028/5J/VAC/CABINETS               ",1,"05-02530        ","Toe Kick",59.4,59.4,"2024-01-31 00:00:00","2024-01"
482639,1082,"1G","Work Completed","Supplies","2023-12-07 07:39:31",,"2024-01-29 12:52:00",1600031048,"2024-02-06 18:09:24","2024-01-25 12:52:00",,"1082/1G/VAC/CABINETS               ",1,"05-00700m       ","Base Cabinet 36 w/ Measurements                         B36",504.9,504.9,"2024-01-31 00:00:00","2024-01"
482639,1082,"1G","Work Completed","Supplies","2023-12-07 07:39:31",,"2024-01-29 12:52:00",1600031048,"2024-02-06 18:09:24","2024-01-25 12:52:00",,"1082/1G/VAC/CABINETS               ",1,"05-01500m       ","Countertop 36 w/ MEASUREMENTS",183,183,"2024-01-31 00:00:00","2024-01"
484204,1088,"3J","Work Completed","Supplies","2024-01-03 14:05:58",,"2024-01-29 15:29:44",1600031048,"2024-02-06 18:09:24","2024-01-31 12:30:00",,"1088/3J/VAC/REPAIRS/CABINETS       ",1,"05-03900        ","Wall Cab 30/12",163.3,163.3,"2024-01-31 00:00:00","2024-01"
484204,1088,"3J","Work Completed","Supplies","2024-01-03 14:05:58",,"2024-01-29 15:29:44",1600031048,"2024-02-06 18:09:24","2024-01-31 12:30:00",,"1088/3J/VAC/REPAIRS/CABINETS       ",2,"05-03250        ","Wall Cab 12/30",154.1,308.2,"2024-01-31 00:00:00","2024-01"
484204,1088,"3J","Work Completed","Supplies","2024-01-03 14:05:58",,"2024-01-29 15:29:44",1600031048,"2024-02-06 18:09:24","2024-01-31 12:30:00",,"1088/3J/VAC/REPAIRS/CABINETS       ",1,"10-00375        ","Door Knob , Brass",8.77,8.77,"2024-01-31 00:00:00","2024-01"
484204,1088,"3J","Work Completed","Supplies","2024-01-03 14:05:58",,"2024-01-29 15:29:44",1600031048,"2024-02-06 18:09:24","2024-01-31 12:30:00",,"1088/3J/VAC/REPAIRS/CABINETS       ",1,,"UNMOSI SINK",120,120,"2024-01-31 00:00:00","2024-01"
484204,1088,"3J","Work Completed","Supplies","2024-01-03 14:05:58",,"2024-01-29 15:29:44",1600031048,"2024-02-06 18:09:24","2024-01-31 12:30:00",,"1088/3J/VAC/REPAIRS/CABINETS       ",1,,"MICA WINDOW SILL",630,630,"2024-01-31 00:00:00","2024-01"
484204,1088,"3J","Work Completed","Supplies","2024-01-03 14:05:58",,"2024-01-29 15:29:44",1600031048,"2024-02-06 18:09:24","2024-01-31 12:30:00",,"1088/3J/VAC/REPAIRS/CABINETS       ",1,,"4AD WHITE G QUARTZ COUNTER",3218,3218,"2024-01-31 00:00:00","2024-01"
484204,1088,"3J","Work Completed","Supplies","2024-01-03 14:05:58",,"2024-01-29 15:29:44",1600031048,"2024-02-06 18:09:24","2024-01-31 12:30:00",,"1088/3J/VAC/REPAIRS/CABINETS       ",1,"05-04050        ","Wall Cab 30/24",235.75,235.75,"2024-01-31 00:00:00","2024-01"
484204,1088,"3J","Work Completed","Supplies","2024-01-03 14:05:58",,"2024-01-29 15:29:44",1600031048,"2024-02-06 18:09:24","2024-01-31 12:30:00",,"1088/3J/VAC/REPAIRS/CABINETS       ",1,"05-00500        ","Base Cabinet 30",389.85,389.85,"2024-01-31 00:00:00","2024-01"
484204,1088,"3J","Work Completed","Supplies","2024-01-03 14:05:58",,"2024-01-29 15:29:44",1600031048,"2024-02-06 18:09:24","2024-01-31 12:30:00",,"1088/3J/VAC/REPAIRS/CABINETS       ",1,"05-04000        ","Wall Cab 30/18",192.05,192.05,"2024-01-31 00:00:00","2024-01"
484204,1088,"3J","Work Completed","Supplies","2024-01-03 14:05:58",,"2024-01-29 15:29:44",1600031048,"2024-02-06 18:09:24","2024-01-31 12:30:00",,"1088/3J/VAC/REPAIRS/CABINETS       ",2,"05-02530        ","Toe Kick",59.4,118.8,"2024-01-31 00:00:00","2024-01"
484204,1088,"3J","Work Completed","Supplies","2024-01-03 14:05:58",,"2024-01-29 15:29:44",1600031048,"2024-02-06 18:09:24","2024-01-31 12:30:00",,"1088/3J/VAC/REPAIRS/CABINETS       ",2,"05-00100        ","12'' BASE CABINET",224.25,448.5,"2024-01-31 00:00:00","2024-01"
484204,1088,"3J","Work Completed","Supplies","2024-01-03 14:05:58",,"2024-01-29 15:29:44",1600031048,"2024-02-06 18:09:24","2024-01-31 12:30:00",,"1088/3J/VAC/REPAIRS/CABINETS       ",1,"05-02600        ","Sink Base 30",351,351,"2024-01-31 00:00:00","2024-01"
484204,1088,"3J","Work Completed","Supplies","2024-01-03 14:05:58",,"2024-01-29 15:29:44",1600031048,"2024-02-06 18:09:24","2024-01-31 12:30:00",,"1088/3J/VAC/REPAIRS/CABINETS       ",1,"05-00100        ","12'' BASE CABINET",224.25,224.25,"2024-01-31 00:00:00","2024-01"
484204,1088,"3J","Work Completed","Supplies","2024-01-03 14:05:58",,"2024-01-29 15:29:44",1600031048,"2024-02-06 18:09:24","2024-01-31 12:30:00",,"1088/3J/VAC/REPAIRS/CABINETS       ",2,"05-03550        ","Wall Cab 21/30",204.7,409.4,"2024-01-31 00:00:00","2024-01"
484204,1088,"3J","Work Completed","Supplies","2024-01-03 14:05:58",,"2024-01-29 15:29:44",1600031048,"2024-02-06 18:09:24","2024-01-31 12:30:00",,"1088/3J/VAC/REPAIRS/CABINETS       ",1,"05-00300        ","Base Cabinet 18",264.5,264.5,"2024-01-31 00:00:00","2024-01"
484204,1088,"3J","Work Completed","Supplies","2024-01-03 14:05:58",,"2024-01-29 15:29:44",1600031048,"2024-02-06 18:09:24","2024-01-31 12:30:00",,"1088/3J/VAC/REPAIRS/CABINETS       ",3,"05-02555        ","Filler 6x84",39,117,"2024-01-31 00:00:00","2024-01"
485218,1182,"BLDG","Work Completed","Supplies","2024-01-18 10:23:22",,"2024-01-18 10:23:00",1600031048,"2024-02-06 18:09:24","2024-01-19 16:59:00",,"1182-BLDG-SUPPLIES                 ",1,"30-00400        ","Paint, #160 5 gallon (white)",162,162,"2024-01-31 00:00:00","2024-01"
485218,1182,"BLDG","Work Completed","Supplies","2024-01-18 10:23:22",,"2024-01-18 10:23:00",1600031048,"2024-02-06 18:09:24","2024-01-19 16:59:00",,"1182-BLDG-SUPPLIES                 ",1,"del             ","DELIVERY CHARGE",30,30,"2024-01-31 00:00:00","2024-01"
485218,1182,"BLDG","Work Completed","Supplies","2024-01-18 10:23:22",,"2024-01-18 10:23:00",1600031048,"2024-02-06 18:09:24","2024-01-19 16:59:00",,"1182-BLDG-SUPPLIES                 ",1,"40-04553        ","Deodrant, island tropic (5 gallon containers)",43.9,43.9,"2024-01-31 00:00:00","2024-01"
485273,3502,14,"Work Completed","Supplies","2024-01-18 12:17:18",,"2024-01-18 12:17:00",1600031048,"2024-02-06 18:09:24","2024-01-22 15:56:00",,"3502-14-PAINT SUPPLIES             ",1,"30-01330        ","BLUE PAINTERS TAPE",10.92,10.92,"2024-01-31 00:00:00","2024-01"
485442,1054,"BLDG","Work Completed","Supplies","2024-01-19 13:29:48",,"2024-01-26 14:30:26",1600031048,"2024-02-06 18:09:24","2024-01-24 14:28:00",,"1054 - Bldg - suplies 1-19-24      ",6,"35-00800        ","Handles, Gerber Basin Pair",6.5,39,"2024-01-31 00:00:00","2024-01"
485442,1054,"BLDG","Work Completed","Supplies","2024-01-19 13:29:48",,"2024-01-26 14:30:26",1600031048,"2024-02-06 18:09:24","2024-01-24 14:28:00",,"1054 - Bldg - suplies 1-19-24      ",6,"40-04250        ","Caulking, Bathroom Silicone (white)",12.95,77.7,"2024-01-31 00:00:00","2024-01"
485442,1054,"BLDG","Work Completed","Supplies","2024-01-19 13:29:48",,"2024-01-26 14:30:26",1600031048,"2024-02-06 18:09:24","2024-01-24 14:28:00",,"1054 - Bldg - suplies 1-19-24      ",6,"35-00900        ","Handles, Gerber Shower 1 Pair",7.1,42.6,"2024-01-31 00:00:00","2024-01"
485442,1054,"BLDG","Work Completed","Supplies","2024-01-19 13:29:48",,"2024-01-26 14:30:26",1600031048,"2024-02-06 18:09:24","2024-01-24 14:28:00",,"1054 - Bldg - suplies 1-19-24      ",3,"35-01375        ","Shower Head ( water saving) plastic",10.8,32.4,"2024-01-31 00:00:00","2024-01"
485442,1054,"BLDG","Work Completed","Supplies","2024-01-19 13:29:48",,"2024-01-26 14:30:26",1600031048,"2024-02-06 18:09:24","2024-01-24 14:28:00",,"1054 - Bldg - suplies 1-19-24      ",6,"40-00600        ","Bags, Garbage 23x17x46 Regular",37.5,225,"2024-01-31 00:00:00","2024-01"
485442,1054,"BLDG","Work Completed","Supplies","2024-01-19 13:29:48",,"2024-01-26 14:30:26",1600031048,"2024-02-06 18:09:24","2024-01-24 14:28:00",,"1054 - Bldg - suplies 1-19-24      ",6,"40-06125        ","Paper Towels 1 Roll",1.83,10.98,"2024-01-31 00:00:00","2024-01"
485516,3519,"3C","Work Completed","Supplies","2024-01-22 12:19:27",,"2024-01-22 12:19:00",1600031048,"2024-02-06 18:09:24","2024-01-26 14:15:00",,"3519-3C-CS-SUPPLIES                ",1,"35-02074        ","19 x 17 COMBO SINK/VANITY",269.33,269.33,"2024-01-31 00:00:00","2024-01"
485516,3519,"3C","Work Completed","Supplies","2024-01-22 12:19:27",,"2024-01-22 12:19:00",1600031048,"2024-02-06 18:09:24","2024-01-26 14:15:00",,"3519-3C-CS-SUPPLIES                ",5,"20-00586        ","Fixture, Satco 13"" ceiling fixture w/o pull",13.5,67.5,"2024-01-31 00:00:00","2024-01"
485516,3519,"3C","Work Completed","Supplies","2024-01-22 12:19:27",,"2024-01-22 12:19:00",1600031048,"2024-02-06 18:09:24","2024-01-26 14:15:00",,"3519-3C-CS-SUPPLIES                ",1,"20-00575        ","Fixture, Bathroom (with out pullchain)",27.3,27.3,"2024-01-31 00:00:00","2024-01"
