PONumber,WONumber,Vendor,QtyOrdered,ExpenseType,UnitPrice,TotalCost,OrderDate,ReceivedDate,ItemCode,ItemDesc,Client
48141   ,,"HOME DEPOT CREDIT SERVICES",25,"Maintenance-Inventory",2.16,54,"2023-07-06 00:00:00","07/06/2023 00:00:00","10-03950        ","SHEETROCK SCREWS 2 1/2'' FINE/LB",", "
48141   ,,"HOME DEPOT CREDIT SERVICES",12,"Maintenance-Inventory",2.54,30.48,"2023-07-06 00:00:00","07/06/2023 00:00:00","10-04400        ","Studs, Wood 1x3x10",", "
48141   ,,"HOME DEPOT CREDIT SERVICES",15,"Maintenance-Inventory",19.62,294.3,"2023-07-06 00:00:00","07/06/2023 00:00:00","10-04100        ","Sheetrock,Green 1/2''",", "
48141   ,,"HOME DEPOT CREDIT SERVICES",10,"Maintenance-Inventory",3.32,33.2,"2023-07-06 00:00:00","07/06/2023 00:00:00","10-04400        ","Studs, Wood 1x4x10",", "
48141   ,,"HOME DEPOT CREDIT SERVICES",7,"Maintenance-Inventory",18.78,131.46,"2023-07-06 00:00:00","07/07/2023 00:00:00","30-01100        ","Plaster, white (25lb bags)",", "
48141   ,,"HOME DEPOT CREDIT SERVICES",3,"Maintenance-Inventory",135,405,"2023-07-06 00:00:00","07/07/2023 00:00:00","10-00600        ","Pre hung door, 30 x80",", "
48141   ,,"HOME DEPOT CREDIT SERVICES",3,"Maintenance-Inventory",60.46,181.38,"2023-07-06 00:00:00","07/07/2023 00:00:00","10-00450        ","SLAB DOOR - 24X80",", "
48141   ,,"HOME DEPOT CREDIT SERVICES",2,"Maintenance-Inventory",135,270,"2023-07-06 00:00:00","07/07/2023 00:00:00","10-00700        ","Pre hung door 32x80",", "
48141   ,,"HOME DEPOT CREDIT SERVICES",5,"Maintenance-Inventory",25.98,129.9,"2023-07-06 00:00:00","07/07/2023 00:00:00","40-04802        ","HOSE, COLD 50'",", "
48141   ,,"HOME DEPOT CREDIT SERVICES",2,"Maintenance-Inventory",75.46,150.92,"2023-07-06 00:00:00","07/07/2023 00:00:00","10-00750        ","SLAB DOOR - 32X80",", "
48141   ,,"HOME DEPOT CREDIT SERVICES",2,"Maintenance-Inventory",70.46,140.92,"2023-07-06 00:00:00","07/07/2023 00:00:00","10-00650        ","SLAB DOOR - 30X80",", "
48142   ,,"HOME DEPOT CREDIT SERVICES",8,"CoOp-Inventory",17.4,139.2,"2023-07-06 00:00:00","07/07/2023 00:00:00","40-05560        ","Lobby Dust Pan ( black )",", "
48143   ,,"HOME DEPOT CREDIT SERVICES",8,"CoOp-Inventory",13.5,108,"2023-07-06 00:00:00","07/07/2023 00:00:00","40-08360        ","CLOROX WIPES 3 PACK
75/CONT.",", "
48143   ,,"HOME DEPOT CREDIT SERVICES",5,"CoOp-Inventory",36.25,181.25,"2023-07-06 00:00:00","07/14/2023 00:00:00","40-04801        ","HOSE, HOT WATER 50'",", "
48143   ,,"HOME DEPOT CREDIT SERVICES",8,"CoOp-Inventory",16.54,132.32,"2023-07-06 00:00:00","07/14/2023 00:00:00","40-05560        ","Lobby Dust Pan ( black )",", "
48143   ,,"HOME DEPOT CREDIT SERVICES",8,"CoOp-Inventory",10.06,80.48,"2023-07-06 00:00:00","07/14/2023 00:00:00","35-01952        ","Tailpiece, Double Offset",", "
48154   ,,"HOME DEPOT CREDIT SERVICES",50,"Maintenance-Inventory",0.5,25,"2023-07-07 00:00:00","07/07/2023 00:00:00","20-00560        ","Duplex Outlets",", "
48155   ,,"Century Maintenance",40,"Maintenance-Inventory",16.24,649.6,"2023-07-07 00:00:00","07/07/2023 00:00:00","10-02100        ","Molding,5 1/4 colonial (per 8 ft)",", "
48155   ,,"Century Maintenance",30,"Maintenance-Inventory",11.52,345.6,"2023-07-07 00:00:00","07/07/2023 00:00:00","10-02050        ","Molding, 3 1/4 Clamshell (per 8 ft)",", "
48155   ,,"Century Maintenance",30,"Maintenance-Inventory",9.04,271.2,"2023-07-07 00:00:00","07/07/2023 00:00:00","10-01900        ","Molding, 2 1/4 clamshell (per 8 ft)",", "
48155   ,,"Century Maintenance",30,"Maintenance-Inventory",6.48,194.4,"2023-07-07 00:00:00","07/07/2023 00:00:00","10-02000        ","Molding, 3/4 x 1/4 round (per 8 ft)",", "
48155   ,,"Century Maintenance",16,"Maintenance-Inventory",7.65,122.4,"2023-07-07 00:00:00","07/07/2023 00:00:00","10-04500        ","Stud, Wood 2x4x10",", "
48173   ,,"F&F HARDWARE AND SUPPLY. INC.",12,"CoOp-Inventory",109.5,1314,"2023-07-11 00:00:00","07/14/2023 00:00:00","35-00600        ","Kitchen Deck Faucet 42-406",", "
48173   ,,"F&F HARDWARE AND SUPPLY. INC.",12,"CoOp-Inventory",9.95,119.4,"2023-07-11 00:00:00","07/14/2023 00:00:00","35-01085        ","Pipe Elbow 90, 12",", "
48175   ,,"Century Maintenance",1,"Maintenance-Inventory",62.99,62.99,"2023-07-12 00:00:00","07/11/2023 00:00:00","10-00380        ","DOOR 18 X 80 SLAB",", "
48175   ,,"Century Maintenance",20,"Maintenance-Inventory",6.29,125.8,"2023-07-12 00:00:00","07/11/2023 00:00:00","10-02500        ","NAILS-SPIRAL, FLOORING  7D",", "
48175   ,,"Century Maintenance",25,"Maintenance-Inventory",3.82,95.5,"2023-07-12 00:00:00","07/11/2023 00:00:00","10-03950        ","SHEETROCK SCREWS 2 1/2'' FINE/LB",", "
48176   ,,"CROWN JANITORIAL",24,"CoOp-Inventory",3.37,80.88,"2023-07-12 00:00:00","07/12/2023 00:00:00","40-05900        ","Mop, Head 24 oz",", "
48176   ,,"CROWN JANITORIAL",168,"CoOp-Inventory",4.29,720.72,"2023-07-12 00:00:00","07/12/2023 00:00:00","40-03850        ","Bleach, 1 gallon",", "
48176   ,,"CROWN JANITORIAL",20,"CoOp-Inventory",8.92,178.4,"2023-07-12 00:00:00","07/12/2023 00:00:00","40-04400        ","Cleaner, Window",", "
48176   ,,"CROWN JANITORIAL",300.004,"CoOp-Inventory",1.36,408.01,"2023-07-12 00:00:00","07/12/2023 00:00:00","40-06125        ","Paper Towels 1 Roll",", "
48176   ,,"CROWN JANITORIAL",70,"CoOp-Inventory",27.78,1944.6,"2023-07-12 00:00:00","07/12/2023 00:00:00","40-00600        ","Bags, Garbage 23x17x46 Regular",", "
48176   ,,"CROWN JANITORIAL",2,"CoOp-Inventory",57.46,114.92,"2023-07-12 00:00:00","07/12/2023 00:00:00","40-07300        ","Twine, 10 LB-POLY",", "
48176   ,,"CROWN JANITORIAL",10,"CoOp-Inventory",7.2,72,"2023-07-12 00:00:00","07/12/2023 00:00:00","40-04850        ","Gloves, nitrile (Disposable) 100pc XL",", "
48176   ,,"CROWN JANITORIAL",90,"CoOp-Inventory",7.2,648,"2023-07-12 00:00:00","08/16/2023 00:00:00","40-04850        ","Gloves, nitrile (Disposable) 100pc XL",", "
48178   ,,"RITZ PAINT",2,"Maintenance-Inventory",199.75,399.5,"2023-07-12 00:00:00","07/12/2023 00:00:00","30-00450        ","Paint, Battleship Grey 5 Gal.",", "
48178   ,,"RITZ PAINT",1,"Maintenance-Inventory",120,120,"2023-07-12 00:00:00","07/12/2023 00:00:00","30-00400        ","Paint, #160 5 gallon (white)",", "
48179   ,,"RITZ PAINT",5,"Maintenance-Inventory",48,240,"2023-07-12 00:00:00","07/12/2023 00:00:00","30-00300        ","Paint,#160 2 gallon (white)",", "
48179   ,,"RITZ PAINT",10,"Maintenance-Inventory",120,1200,"2023-07-12 00:00:00","07/12/2023 00:00:00","30-00400        ","Paint, #160 5 gallon (white)",", "
48179   ,,"RITZ PAINT",12,"Maintenance-Inventory",12,144,"2023-07-12 00:00:00","07/12/2023 00:00:00","30-00250        ","High Heat Spray Spray Paint",", "
48179   ,,"RITZ PAINT",1,"Maintenance-Inventory",199.75,199.75,"2023-07-12 00:00:00","07/12/2023 00:00:00","30-00450        ","Paint, Battleship Grey 5 Gal.",", "
48179   ,,"RITZ PAINT",4,"Maintenance-Inventory",120,480,"2023-07-12 00:00:00","07/12/2023 00:00:00","30-00680        ","PAINT, LINEN WHITE SG-5 GALLON",", "
48179   ,,"RITZ PAINT",3,"Maintenance-Inventory",120,360,"2023-07-12 00:00:00","07/12/2023 00:00:00","30-00600        ","Paint, BEIGE 5 gallon",", "
48188   ,,"Costello's Ace Hard Ware",24,"Maintenance-Inventory",101.7,2440.8,"2023-07-13 00:00:00","09/06/2023 00:00:00","30-00820        ","Paint, Super Hide Zero (5 gal) , Ben.Moore",", "
48194   ,,"Durst Corp",25,"CoOp-Inventory",3.48,87,"2023-07-17 00:00:00","07/25/2023 00:00:00","35-01800        ","Spindle, Gerber Basin Hot",", "
48194   ,,"Durst Corp",25,"CoOp-Inventory",3.92,98,"2023-07-17 00:00:00","07/25/2023 00:00:00","35-01951        ","Tailpiece, 1 1/2 x 12 RB flange",", "
48194   ,,"Durst Corp",25,"CoOp-Inventory",3.23,80.75,"2023-07-17 00:00:00","07/25/2023 00:00:00","35-01950        ","Tailpiece,1 1/2 x 8 RB flange",", "
48194   ,,"Durst Corp",50,"CoOp-Inventory",5.17,258.5,"2023-07-17 00:00:00","07/25/2023 00:00:00","35-01085        ","Pipe Elbow 90, 12",", "
48194   ,,"Durst Corp",50,"CoOp-Inventory",8.29,414.5,"2023-07-17 00:00:00","07/25/2023 00:00:00","35-01086        ","Pipe Elbow 90, 18",", "
48194   ,,"Durst Corp",25,"CoOp-Inventory",6.16,154,"2023-07-17 00:00:00","07/25/2023 00:00:00","35-01900        ","Spindle,Gerber Shower",", "
48194   ,,"Durst Corp",25,"CoOp-Inventory",4.03,100.75,"2023-07-17 00:00:00","07/25/2023 00:00:00","35-00800        ","Handles, Gerber Basin Pair",", "
48194   ,,"Durst Corp",25,"CoOp-Inventory",4.79,119.75,"2023-07-17 00:00:00","07/25/2023 00:00:00","35-00200        ","Duo Strainers",", "
48194   ,,"Durst Corp",25,"CoOp-Inventory",1.69,42.25,"2023-07-17 00:00:00","07/25/2023 00:00:00","35-02000        ","Toilet Flapper",", "
48196   ,,"RITZ PAINT",24,"Maintenance-Inventory",1.25,30,"2023-07-17 00:00:00","07/17/2023 00:00:00","30-00210        ","Paint,Brush 3",", "
48196   ,,"RITZ PAINT",1,"Maintenance-Inventory",35,35,"2023-07-17 00:00:00","07/17/2023 00:00:00","30-02000        ","Paint, Zinser Perma White Mildew",", "
48196   ,,"RITZ PAINT",48,"Maintenance-Inventory",2.5,120,"2023-07-17 00:00:00","07/17/2023 00:00:00","30-00900        ","Paint, Roller9",", "
48196   ,,"RITZ PAINT",24,"Maintenance-Inventory",3.5,84,"2023-07-17 00:00:00","07/17/2023 00:00:00","10-00200        ","LATEX CAULKING 1 TUBE",", "
48196   ,,"RITZ PAINT",24,"Maintenance-Inventory",7.5,180,"2023-07-17 00:00:00","07/17/2023 00:00:00","40-04250        ","Caulking, Bathroom Silicone (white)",", "
48196   ,,"RITZ PAINT",24,"Maintenance-Inventory",5,120,"2023-07-17 00:00:00","07/17/2023 00:00:00","30-01350        ","TAPE- DUCT",", "
48196   ,,"RITZ PAINT",24,"Maintenance-Inventory",0.75,18,"2023-07-17 00:00:00","07/17/2023 00:00:00","30-00205        ","PAINT BRUSH 2''",", "
48196   ,,"RITZ PAINT",6,"Maintenance-Inventory",12,72,"2023-07-17 00:00:00","07/17/2023 00:00:00","30-00250        ","High Heat Spray Spray Paint",", "
48196   ,,"RITZ PAINT",1,"Maintenance-Inventory",199.75,199.75,"2023-07-17 00:00:00","07/17/2023 00:00:00","30-00450        ","Paint, Battleship Grey 5 Gal.",", "
48196   ,,"RITZ PAINT",2,"Maintenance-Inventory",120,240,"2023-07-17 00:00:00","07/17/2023 00:00:00","30-00400        ","Paint, #160 5 gallon (white)",", "
48201   ,,"HOME DEPOT CREDIT SERVICES",4,"Maintenance-Inventory",67.76,271.04,"2023-07-18 00:00:00","07/18/2023 00:00:00","10-00650        ","SLAB DOOR - 30X80",", "
48201   ,,"HOME DEPOT CREDIT SERVICES",2,"Maintenance-Inventory",19.19,38.38,"2023-07-18 00:00:00","07/18/2023 00:00:00","30-00750        ","Paint, Primer Latex 1 gal",", "
48201   ,,"HOME DEPOT CREDIT SERVICES",2,"Maintenance-Inventory",63.21,126.42,"2023-07-18 00:00:00","07/18/2023 00:00:00","10-00550        ","SLAB DOOR - 28X80",", "
48201   ,,"HOME DEPOT CREDIT SERVICES",6,"Maintenance-Inventory",20.25,121.5,"2023-07-18 00:00:00","07/18/2023 00:00:00","50-00300        ","Grout, Wall  (10 lb Bags)",", "
48201   ,,"HOME DEPOT CREDIT SERVICES",4,"Maintenance-Inventory",74.98,299.92,"2023-07-18 00:00:00","07/18/2023 00:00:00","30-00800        ","Paint, Primer all-in-all  1 gallon",", "
48201   ,,"HOME DEPOT CREDIT SERVICES",5,"Maintenance-Inventory",22.78,113.9,"2023-07-18 00:00:00","07/18/2023 00:00:00","30-01100        ","Plaster, white (25lb bags)",", "
48201   ,,"HOME DEPOT CREDIT SERVICES",6,"Maintenance-Inventory",30.38,182.28,"2023-07-18 00:00:00","07/18/2023 00:00:00","30-01900        ","Primer, Zinser Mildew",", "
48201   ,,"HOME DEPOT CREDIT SERVICES",3,"Maintenance-Inventory",129.27,387.81,"2023-07-18 00:00:00","07/18/2023 00:00:00","10-00500        ","Pre hung door, 28x80",", "
48202   ,,"HOME DEPOT CREDIT SERVICES",3,"Plumbing-Inventory",46.8,140.4,"2023-07-18 00:00:00","07/18/2023 00:00:00","36-00950        ","GERBER REBUILT SHOWER KIT       GEBSK",", "
48203   ,,"CROWN JANITORIAL",12,"CoOp-Inventory",-9.78,-117.36,"2023-07-18 00:00:00","08/05/2023 00:00:00","35-01900        ","Spindle,Gerber Shower",", "
48203   ,,"CROWN JANITORIAL",70,"CoOp-Inventory",26.32,1842.4,"2023-07-18 00:00:00","08/10/2023 00:00:00","40-00350        ","Bags, Recycle Blue 55 gallon",", "
48203   ,,"CROWN JANITORIAL",70,"CoOp-Inventory",26.64,1864.8,"2023-07-18 00:00:00","08/10/2023 00:00:00","40-00450        ","Bags, Recycle Clear 55 Gallon",", "
48203   ,,"CROWN JANITORIAL",70,"CoOp-Inventory",27.78,1944.6,"2023-07-18 00:00:00","08/10/2023 00:00:00","40-00600        ","Bags, Garbage 23x17x46 Regular",", "
48203   ,,"CROWN JANITORIAL",50,"CoOp-Inventory",32.52,1626,"2023-07-18 00:00:00","08/10/2023 00:00:00","40-04551        ","Deodorant, lavender (5 gallon containers)",", "
48203   ,,"CROWN JANITORIAL",2,"CoOp-Inventory",45.99,91.98,"2023-07-18 00:00:00","08/10/2023 00:00:00","40-00700        ","Bags, Garbage 48 XXH Large",", "
48203   ,,"CROWN JANITORIAL",20,"CoOp-Inventory",4.57,91.4,"2023-07-18 00:00:00","08/10/2023 00:00:00","40-00250        ","Ammonia, 1 gallon",", "
48203   ,,"CROWN JANITORIAL",7,"CoOp-Inventory",48.42,338.94,"2023-07-18 00:00:00","08/10/2023 00:00:00","40-04650        ","Floor Stripper, 5 gallon",", "
48205   ,,"Costello's Ace Hard Ware",6,"CoOp-Inventory",125,750,"2023-07-18 00:00:00","07/19/2023 00:00:00","35-02074        ","19 x 17 COMBO SINK/VANITY",", "
48205   ,,"Costello's Ace Hard Ware",4,"CoOp-Inventory",160,640,"2023-07-18 00:00:00","07/19/2023 00:00:00","35-02079        ","19 X 25 COMBO SINK/ VANITY",", "
48217   ,,"Century Maintenance",12,"CoOp-Inventory",8.09,97.08,"2023-07-19 00:00:00","07/25/2023 00:00:00","35-01900        ","Spindle,Gerber Shower",", "
48217   ,,"Century Maintenance",25,"CoOp-Inventory",9.89,247.25,"2023-07-19 00:00:00","07/25/2023 00:00:00","35-01085        ","Pipe Elbow 90,1-1/2 x 12",", "
48217   ,,"Century Maintenance",25,"CoOp-Inventory",7.19,179.75,"2023-07-19 00:00:00","07/25/2023 00:00:00","35-01951        ","Tailpiece, 1-1/2 x 12 RB flange",", "
48217   ,,"Century Maintenance",25,"CoOp-Inventory",6.29,157.25,"2023-07-19 00:00:00","07/25/2023 00:00:00","35-01950        ","Tailpiece,1 1/2 x 8 RB flange",", "
48217   ,,"Century Maintenance",12,"CoOp-Inventory",4.49,53.88,"2023-07-19 00:00:00","07/25/2023 00:00:00","35-01800        ","Spindle, Gerber Basin Hot",", "
48219   ,,"RITZ PAINT",5,"Maintenance-Inventory",39.95,199.75,"2023-07-20 00:00:00","07/19/2023 00:00:00","30-00450        ","Paint, Battleship Grey 5 Gal.",", "
48222   ,,"HOME DEPOT CREDIT SERVICES",12,"Plumbing-Inventory",6.88,82.56,"2023-07-20 00:00:00","07/18/2023 00:00:00","35-01000        ","Toilet Fill Valve
- hunter - A400 Fluidmaster",", "
48222   ,,"HOME DEPOT CREDIT SERVICES",12,"Plumbing-Inventory",6.19,74.28,"2023-07-20 00:00:00","07/18/2023 00:00:00","35-02000        ","Toilet Flapper",", "
48222   ,,"HOME DEPOT CREDIT SERVICES",12,"Plumbing-Inventory",9.78,117.36,"2023-07-20 00:00:00","07/19/2023 00:00:00","35-01900        ","Spindle,Gerber Shower",", "
48224   ,,"RITZ PAINT",14,"Maintenance-Inventory",120,1680,"2023-07-21 00:00:00","07/21/2023 00:00:00","30-00400        ","Paint, #160 5 gallon (white)",", "
48224   ,,"RITZ PAINT",5,"Maintenance-Inventory",120,600,"2023-07-21 00:00:00","07/21/2023 00:00:00","30-00680        ","PAINT, LINEN WHITE SG-5 GALLON",", "
48232   ,,"HOME DEPOT CREDIT SERVICES",12,"Maintenance-Inventory",75.8,909.6,"2023-07-25 00:00:00","08/03/2023 00:00:00","10-02675        ","PRE- FINISHED FLOORING BY CASE 17 SQ.FT.
2 1/4'' OAK",", "
48232   ,,"HOME DEPOT CREDIT SERVICES",48,"Maintenance-Inventory",2.05,98.4,"2023-07-25 00:00:00","07/25/2023 00:00:00","10-00200        ","LATEX CAULKING 1 TUBE",", "
48232   ,,"HOME DEPOT CREDIT SERVICES",2,"Maintenance-Inventory",69.58,139.16,"2023-07-25 00:00:00","07/25/2023 00:00:00","10-00750        ","SLAB DOOR - 32X80",", "
48232   ,,"HOME DEPOT CREDIT SERVICES",2,"Maintenance-Inventory",129.27,258.54,"2023-07-25 00:00:00","07/25/2023 00:00:00","10-00600        ","Pre hung door, 30 x80",", "
48232   ,,"HOME DEPOT CREDIT SERVICES",4,"Maintenance-Inventory",55.93,223.72,"2023-07-25 00:00:00","07/25/2023 00:00:00","10-00450        ","SLAB DOOR - 24X80",", "
48232   ,,"HOME DEPOT CREDIT SERVICES",5,"Maintenance-Inventory",129.27,646.35,"2023-07-25 00:00:00","07/25/2023 00:00:00","10-00400        ","Pre hung door, 24x80",", "
48233   ,,"HOME DEPOT CREDIT SERVICES",48,"CoOp-Inventory",1.41,67.68,"2023-07-25 00:00:00","07/25/2023 00:00:00","40-03800        ","Battery, 9 volt",", "
48233   ,,"HOME DEPOT CREDIT SERVICES",1,"CoOp-Inventory",94.97,94.97,"2023-07-25 00:00:00","08/03/2023 00:00:00","40-06145        ","Roof Coating sealant - Aluminum",", "
48233   ,,"HOME DEPOT CREDIT SERVICES",36,"CoOp-Inventory",8.98,323.28,"2023-07-25 00:00:00","07/25/2023 00:00:00","40-04250        ","Caulking, Bathroom Silicone (white)",", "
48236   ,,"RITZ PAINT",36,"CoOp-Inventory",8,288,"2023-07-25 00:00:00",,"40-04250        ","Caulking, Bathroom Silicone (white)",", "
48236   ,,"RITZ PAINT",1,"CoOp-Inventory",48,48,"2023-07-25 00:00:00",,"30-00500        ","Paint, BEIGE 2 gallon",", "
48238   ,,"F&F HARDWARE AND SUPPLY. INC.",16,"CoOp-Inventory",49.5,792,"2023-07-25 00:00:00","07/28/2023 00:00:00","40-04240        ","Alarm, carbon monoxide/smoke electric",", "
48238   ,,"F&F HARDWARE AND SUPPLY. INC.",2,"CoOp-Inventory",79.5,159,"2023-07-25 00:00:00","07/28/2023 00:00:00","50-02600        ","Tile, VCT 1/8
TARKETT #1824 'SAND CASTLE'",", "
48238   ,,"F&F HARDWARE AND SUPPLY. INC.",12,"CoOp-Inventory",38.5,462,"2023-07-25 00:00:00","07/28/2023 00:00:00","40-05525        ","Intercom Station 3 button ( 4 wire )",", "
48239   ,,"HOME DEPOT CREDIT SERVICES",40,"Maintenance-Inventory",5.74,229.6,"2023-07-25 00:00:00","07/25/2023 00:00:00","10-01300        ","Lock, Privacy",", "
48239   ,,"HOME DEPOT CREDIT SERVICES",40,"Maintenance-Inventory",5.79,231.6,"2023-07-25 00:00:00","07/25/2023 00:00:00","10-01800        ","Lock, Passage",", "
48239   ,,"HOME DEPOT CREDIT SERVICES",2,"Maintenance-Inventory",14.22,28.44,"2023-07-25 00:00:00","07/25/2023 00:00:00","10-00320        ","CONSTRUCTION PAPER ROLL",", "
48239   ,,"HOME DEPOT CREDIT SERVICES",25,"Maintenance-Inventory",2.24,56,"2023-07-25 00:00:00","07/25/2023 00:00:00","10-03900        ","Screws, Sheetrock 8 x 2-1/2 COARSE",", "
48239   ,,"HOME DEPOT CREDIT SERVICES",1,"Maintenance-Inventory",94.97,94.97,"2023-07-25 00:00:00","07/25/2023 00:00:00","40-06145        ","Roof Coating sealant - Aluminum",", "
48246   ,,"RITZ PAINT",6,"Maintenance-Inventory",120,720,"2023-07-27 00:00:00","07/27/2023 00:00:00","30-00400        ","Paint, #160 5 gallon (white)",", "
48246   ,,"RITZ PAINT",6,"Maintenance-Inventory",48,288,"2023-07-27 00:00:00","07/27/2023 00:00:00","30-00300        ","Paint,#160 2 gallon (white)",", "
48246   ,,"RITZ PAINT",6,"Maintenance-Inventory",120,720,"2023-07-27 00:00:00","07/27/2023 00:00:00","30-00680        ","PAINT, LINEN WHITE SG-5 GALLON",", "
48246   ,,"RITZ PAINT",3,"Maintenance-Inventory",48,144,"2023-07-27 00:00:00","07/27/2023 00:00:00","30-00500        ","Paint, BEIGE 2 gallon",", "
48246   ,,"RITZ PAINT",4,"Maintenance-Inventory",16,64,"2023-07-27 00:00:00","07/27/2023 00:00:00","30-01600        ","Thinner, Paint",", "
48246   ,,"RITZ PAINT",5,"Maintenance-Inventory",39.95,199.75,"2023-07-27 00:00:00","07/27/2023 00:00:00","30-00460        ","Paint, Cadet Grey 1 Gallon",", "
48246   ,,"RITZ PAINT",1,"Maintenance-Inventory",39.95,39.95,"2023-07-27 00:00:00","07/27/2023 00:00:00","30-00460        ","Paint, Cadet Grey 1 Gallon",", "
48246   ,,"RITZ PAINT",5,"Maintenance-Inventory",18,90,"2023-07-27 00:00:00","07/27/2023 00:00:00","30-00750        ","Paint, Primer Latex 1 gal",", "
48246   ,,"RITZ PAINT",30,"Maintenance-Inventory",6,180,"2023-07-27 00:00:00","07/27/2023 00:00:00","30-01000        ","Paint, Handle 9 - Short stem",", "
48246   ,,"RITZ PAINT",72,"Maintenance-Inventory",2.5,180,"2023-07-27 00:00:00","07/27/2023 00:00:00","30-00900        ","Paint, Roller9",", "
48247   ,,"RITZ PAINT",4,"CoOp-Inventory",150,600,"2023-07-27 00:00:00","07/27/2023 00:00:00","30-00220        ","Paint, Navajo White 5 Gal",", "
48247   ,,"RITZ PAINT",4,"CoOp-Inventory",57.5,230,"2023-07-27 00:00:00","07/27/2023 00:00:00","30-01900        ","Primer, Zinser Mildew",", "
48247   ,,"RITZ PAINT",4,"CoOp-Inventory",2.5,10,"2023-07-27 00:00:00","07/27/2023 00:00:00","30-00900        ","Paint, Roller9",", "
48247   ,,"RITZ PAINT",4,"CoOp-Inventory",6,24,"2023-07-27 00:00:00","07/27/2023 00:00:00","30-01000        ","Paint, Handle 9",", "
48247   ,,"RITZ PAINT",4,"CoOp-Inventory",2,8,"2023-07-27 00:00:00","07/27/2023 00:00:00","30-00210        ","Paint,Brush 3",", "
48247   ,,"RITZ PAINT",2,"CoOp-Inventory",1,2,"2023-07-27 00:00:00","07/27/2023 00:00:00","30-00205        ","PAINT BRUSH 2''",", "
48247   ,,"RITZ PAINT",16,"CoOp-Inventory",57.5,920,"2023-07-27 00:00:00","07/31/2023 00:00:00","30-01900        ","Primer, KILZ Mold & Mildew",", "
48256   ,,"Century Maintenance",2,"Maintenance-Inventory",25.19,50.38,"2023-07-28 00:00:00","07/28/2023 00:00:00","10-04100        ","Sheetrock,Green 1/2''",", "
48262   ,,"HOME DEPOT CREDIT SERVICES",2,"Maintenance-Inventory",65.98,131.96,"2023-07-28 00:00:00","07/31/2023 00:00:00","30-00830        ","Oil based low VOC Black Enamel coating
Finish Gloss
1 Gal",", "
48262   ,,"HOME DEPOT CREDIT SERVICES",10,"Maintenance-Inventory",23.28,232.8,"2023-07-28 00:00:00","08/02/2023 00:00:00","50-00660        ","THINSET- KWIKSET rapid set 25 LB BAG",", "
48262   ,,"HOME DEPOT CREDIT SERVICES",60,"Maintenance-Inventory",0.89,53.4,"2023-07-28 00:00:00","07/28/2023 00:00:00","50-01600        ","Tile, Flat Cap 2x6 each(198 case)",", "
48262   ,,"HOME DEPOT CREDIT SERVICES",6,"Maintenance-Inventory",30.39,182.34,"2023-07-28 00:00:00","07/28/2023 00:00:00","30-01900        ","Primer, Zinser Mildew",", "
48262   ,,"HOME DEPOT CREDIT SERVICES",6,"Maintenance-Inventory",19.18,115.08,"2023-07-28 00:00:00","07/28/2023 00:00:00","30-00750        ","Paint, Primer Latex 1 gal",", "
48262   ,,"HOME DEPOT CREDIT SERVICES",8,"Maintenance-Inventory",16.19,129.52,"2023-07-28 00:00:00","07/28/2023 00:00:00","10-03400        ","Saddle, Marble Entry 4'' X 36''",", "
48262   ,,"HOME DEPOT CREDIT SERVICES",12,"Maintenance-Inventory",39,468,"2023-07-28 00:00:00","07/28/2023 00:00:00","10-02700        ","Plywood 3/4",", "
48262   ,,"HOME DEPOT CREDIT SERVICES",2,"Maintenance-Inventory",17.21,34.42,"2023-07-28 00:00:00","07/28/2023 00:00:00","50-00600        ","Structolyte (80 lb Bags)",", "
48262   ,,"HOME DEPOT CREDIT SERVICES",6,"Maintenance-Inventory",20.25,121.5,"2023-07-28 00:00:00","07/28/2023 00:00:00","50-00300        ","Grout, Wall  (10 lb Bags)",", "
48262   ,,"HOME DEPOT CREDIT SERVICES",12,"Maintenance-Inventory",3.35,40.2,"2023-07-28 00:00:00","07/28/2023 00:00:00","10-04500        ","Stud, Wood 2x4x10",", "
48262   ,,"HOME DEPOT CREDIT SERVICES",15,"Maintenance-Inventory",19.03,285.45,"2023-07-28 00:00:00","07/28/2023 00:00:00","10-04100        ","Sheetrock,Green 1/2''",", "
48262   ,,"HOME DEPOT CREDIT SERVICES",10,"Maintenance-Inventory",87.11,871.1,"2023-07-28 00:00:00","07/28/2023 00:00:00","10-02675        ","PRE- FINISHED FLOORING BY CASE 17 SQ.FT.
2 1/4'' OAK",", "
48262   ,,"HOME DEPOT CREDIT SERVICES",8,"Maintenance-Inventory",22.78,182.24,"2023-07-28 00:00:00",,"30-01100        ","Plaster, white (25lb bags)",", "
48262   ,,"HOME DEPOT CREDIT SERVICES",6,"Maintenance-Inventory",15.98,95.88,"2023-07-28 00:00:00",,"50-01400        ","Tile, Ceramic Wall 4x4(96 case)",", "
48263   ,,"HOME DEPOT CREDIT SERVICES",4,"Maintenance-Inventory",21.31,85.24,"2023-07-28 00:00:00","08/03/2023 00:00:00","40-05500        ","Insulation Wall, R-13
40 sqft per roll",", "
48267   ,,"HOME DEPOT CREDIT SERVICES",4,"Maintenance-Inventory",89.34,357.36,"2023-07-31 00:00:00",,"50-02600        ","Tile, VCT 1/8
TARKETT #1824 'SAND CASTLE'",", "
