WONumber,BuildingNum,AptNum,JobStatus,Category,CallDate,StartDate,SchedDate,CompleteDate,Employee,BriefDesc,Quantity,Code,FullDesc,UnitPrice,PayAmt
467434,3512,"BOILER","Work Completed","Oil","2023-04-04 14:52:54",,"04/04/2023 14:52:00","2023-05-09 11:56:00",,"3512-BOILER CLEANING/OVERHAUL      ",1,"35-00430        ","Gasket Rope",90,90
467434,3512,"BOILER","Work Completed","Oil","2023-04-04 14:52:54",,"04/04/2023 14:52:00","2023-05-09 11:56:00",,"3512-BOILER CLEANING/OVERHAUL      ",5,"35-00290        ","Spray Cans",18,90
467434,3512,"BOILER","Work Completed","Oil","2023-04-04 14:52:54",,"04/04/2023 14:52:00","2023-05-09 11:56:00",,"3512-BOILER CLEANING/OVERHAUL      ",1,"35-00254        ","High Strength Adhesive Spray",18,18
467434,3512,"BOILER","Work Completed","Oil","2023-04-04 14:52:54",,"04/04/2023 14:52:00","2023-05-09 11:56:00",,"3512-BOILER CLEANING/OVERHAUL      ",1,"75-10107        ","Grease Cut",32,32
467434,3512,"BOILER","Work Completed","Oil","2023-04-04 14:52:54",,"04/04/2023 14:52:00","2023-05-09 11:56:00",,"3512-BOILER CLEANING/OVERHAUL      ",1,"35-000371       ","PSI Gauge",45,45
467434,3512,"BOILER","Work Completed","Oil","2023-04-04 14:52:54",,"04/04/2023 14:52:00","2023-05-09 11:56:00",,"3512-BOILER CLEANING/OVERHAUL      ",1,"35-00410        ","Stem Stack Thermometer",150,150
467434,3512,"BOILER","Work Completed","Oil","2023-04-04 14:52:54",,"04/04/2023 14:52:00","2023-05-09 11:56:00",,"3512-BOILER CLEANING/OVERHAUL      ",1,,"PK OF OIL ELECTRODES",75,75
467434,3512,"BOILER","Work Completed","Oil","2023-04-04 14:52:54",,"04/04/2023 14:52:00","2023-05-09 11:56:00",,"3512-BOILER CLEANING/OVERHAUL      ",1,,"GAS ELECTRODES",40,40
467435,3513,"BOILER","Work Completed","Oil","2023-04-04 14:58:32",,"04/04/2023 14:58:00","2023-05-09 12:15:00","anunez      ","3513-BOILER CLEANING/OVERHAUL      ",0,,"",0,0
467435,3513,"BOILER","Work Completed","Oil","2023-04-04 14:58:32",,"04/04/2023 14:58:00","2023-05-09 12:15:00",,"3513-BOILER CLEANING/OVERHAUL      ",1,"boiler          ","BOILER SERVICES",1300,1300
467435,3513,"BOILER","Work Completed","Oil","2023-04-04 14:58:32",,"04/04/2023 14:58:00","2023-05-09 12:15:00",,"3513-BOILER CLEANING/OVERHAUL      ",1,"75-10107        ","Grease Cut",32,32
467435,3513,"BOILER","Work Completed","Oil","2023-04-04 14:58:32",,"04/04/2023 14:58:00","2023-05-09 12:15:00",,"3513-BOILER CLEANING/OVERHAUL      ",1,"35-00254        ","High Strength Adhesive Spray",18,18
467435,3513,"BOILER","Work Completed","Oil","2023-04-04 14:58:32",,"04/04/2023 14:58:00","2023-05-09 12:15:00",,"3513-BOILER CLEANING/OVERHAUL      ",0.5,"35-00310        ","Roll 2"" Flat Gasket",120,60
467435,3513,"BOILER","Work Completed","Oil","2023-04-04 14:58:32",,"04/04/2023 14:58:00","2023-05-09 12:15:00",,"3513-BOILER CLEANING/OVERHAUL      ",1,"35-00430        ","Gasket Rope",90,90
467435,3513,"BOILER","Work Completed","Oil","2023-04-04 14:58:32",,"04/04/2023 14:58:00","2023-05-09 12:15:00",,"3513-BOILER CLEANING/OVERHAUL      ",1,"35-00398        ","Breaching Tape ( Roll)",19,19
467435,3513,"BOILER","Work Completed","Oil","2023-04-04 14:58:32",,"04/04/2023 14:58:00","2023-05-09 12:15:00",,"3513-BOILER CLEANING/OVERHAUL      ",1,"75-00102        ","J-Strainer",12,12
467435,3513,"BOILER","Work Completed","Oil","2023-04-04 14:58:32",,"04/04/2023 14:58:00","2023-05-09 12:15:00",,"3513-BOILER CLEANING/OVERHAUL      ",5,"35-00290        ","Spray Cans",18,90
467436,3514,"BOILER","Work Completed","Oil","2023-04-04 15:01:35",,"04/04/2023 15:01:00","2023-05-17 11:32:00","anunez      ","3514-BOILER CLEANING/OVERHAUL      ",0,,"",0,0
467436,3514,"BOILER","Work Completed","Oil","2023-04-04 15:01:35",,"04/04/2023 15:01:00","2023-05-17 11:32:00",,"3514-BOILER CLEANING/OVERHAUL      ",1,"boiler          ","BOILER SERVICES",1300,1300
467436,3514,"BOILER","Work Completed","Oil","2023-04-04 15:01:35",,"04/04/2023 15:01:00","2023-05-17 11:32:00",,"3514-BOILER CLEANING/OVERHAUL      ",1,"35-00254        ","High Strength Adhesive Spray",18,18
467436,3514,"BOILER","Work Completed","Oil","2023-04-04 15:01:35",,"04/04/2023 15:01:00","2023-05-17 11:32:00",,"3514-BOILER CLEANING/OVERHAUL      ",0.5,"35-00310        ","Roll 2"" Flat Gasket",120,60
467436,3514,"BOILER","Work Completed","Oil","2023-04-04 15:01:35",,"04/04/2023 15:01:00","2023-05-17 11:32:00",,"3514-BOILER CLEANING/OVERHAUL      ",1,"35-00430        ","Gasket Rope",45,45
467436,3514,"BOILER","Work Completed","Oil","2023-04-04 15:01:35",,"04/04/2023 15:01:00","2023-05-17 11:32:00",,"3514-BOILER CLEANING/OVERHAUL      ",1,"35-00398        ","Breaching Tape ( Roll)",19,19
467436,3514,"BOILER","Work Completed","Oil","2023-04-04 15:01:35",,"04/04/2023 15:01:00","2023-05-17 11:32:00",,"3514-BOILER CLEANING/OVERHAUL      ",1,"75-10107        ","Grease Cut",32,32
467436,3514,"BOILER","Work Completed","Oil","2023-04-04 15:01:35",,"04/04/2023 15:01:00","2023-05-17 11:32:00",,"3514-BOILER CLEANING/OVERHAUL      ",1,"75-10115        ","1/4"" Site Glass",35,35
467436,3514,"BOILER","Work Completed","Oil","2023-04-04 15:01:35",,"04/04/2023 15:01:00","2023-05-17 11:32:00",,"3514-BOILER CLEANING/OVERHAUL      ",4,"35-00290        ","Spray Cans",18,72
467436,3514,"BOILER","Work Completed","Oil","2023-04-04 15:01:35",,"04/04/2023 15:01:00","2023-05-17 11:32:00",,"3514-BOILER CLEANING/OVERHAUL      ",1,,"PK OF ELECTRODES",75,75
467436,3514,"BOILER","Work Completed","Oil","2023-04-04 15:01:35",,"04/04/2023 15:01:00","2023-05-17 11:32:00",,"3514-BOILER CLEANING/OVERHAUL      ",1,,"ELECTRODES",32,32
467437,3515,"BOILER","Work Completed","Oil","2023-04-04 15:03:57",,"04/04/2023 15:03:00","2023-05-01 11:36:00","anunez      ","3515-BOILER CLEANING/OVERHAUL      ",0,,"",0,0
467437,3515,"BOILER","Work Completed","Oil","2023-04-04 15:03:57",,"04/04/2023 15:03:00","2023-05-01 11:36:00",,"3515-BOILER CLEANING/OVERHAUL      ",1,"boiler          ","BOILER SERVICES",1300,1300
467437,3515,"BOILER","Work Completed","Oil","2023-04-04 15:03:57",,"04/04/2023 15:03:00","2023-05-01 11:36:00",,"3515-BOILER CLEANING/OVERHAUL      ",1,"35-00254        ","High Strength Adhesive Spray",18,18
467437,3515,"BOILER","Work Completed","Oil","2023-04-04 15:03:57",,"04/04/2023 15:03:00","2023-05-01 11:36:00",,"3515-BOILER CLEANING/OVERHAUL      ",0.25,"35-00310        ","Roll 2"" Flat Gasket",120,30
467437,3515,"BOILER","Work Completed","Oil","2023-04-04 15:03:57",,"04/04/2023 15:03:00","2023-05-01 11:36:00",,"3515-BOILER CLEANING/OVERHAUL      ",0.5,"35-00430        ","Gasket Rope",45,22.5
467437,3515,"BOILER","Work Completed","Oil","2023-04-04 15:03:57",,"04/04/2023 15:03:00","2023-05-01 11:36:00",,"3515-BOILER CLEANING/OVERHAUL      ",1,"35-00398        ","Breaching Tape ( Roll)",19,19
467437,3515,"BOILER","Work Completed","Oil","2023-04-04 15:03:57",,"04/04/2023 15:03:00","2023-05-01 11:36:00",,"3515-BOILER CLEANING/OVERHAUL      ",1,"75-10107        ","Grease Cut",32,32
467437,3515,"BOILER","Work Completed","Oil","2023-04-04 15:03:57",,"04/04/2023 15:03:00","2023-05-01 11:36:00",,"3515-BOILER CLEANING/OVERHAUL      ",2,"75-10115        ","1/4"" Site Glass",45,90
467437,3515,"BOILER","Work Completed","Oil","2023-04-04 15:03:57",,"04/04/2023 15:03:00","2023-05-01 11:36:00",,"3515-BOILER CLEANING/OVERHAUL      ",4,"35-00290        ","Spray Cans",18,72
467437,3515,"BOILER","Work Completed","Oil","2023-04-04 15:03:57",,"04/04/2023 15:03:00","2023-05-01 11:36:00",,"3515-BOILER CLEANING/OVERHAUL      ",1,,"PK OF ELECTRODES",75,75
467437,3515,"BOILER","Work Completed","Oil","2023-04-04 15:03:57",,"04/04/2023 15:03:00","2023-05-01 11:36:00",,"3515-BOILER CLEANING/OVERHAUL      ",1,,"ELECTRODES",32,32
467438,3544,"BOILER","Work Completed","Oil","2023-04-04 15:05:57",,"04/04/2023 15:05:00","2023-04-28 12:33:00",,"3544-BOILER CLEANING/OVERHAUL      ",1,"boiler          ","BOILER SERVICES",1300,1300
467438,3544,"BOILER","Work Completed","Oil","2023-04-04 15:05:57",,"04/04/2023 15:05:00","2023-04-28 12:33:00",,"3544-BOILER CLEANING/OVERHAUL      ",1,"35-00254        ","High Strength Adhesive Spray",18,18
467438,3544,"BOILER","Work Completed","Oil","2023-04-04 15:05:57",,"04/04/2023 15:05:00","2023-04-28 12:33:00",,"3544-BOILER CLEANING/OVERHAUL      ",1,"75-10107        ","Grease Cut",32,32
467438,3544,"BOILER","Work Completed","Oil","2023-04-04 15:05:57",,"04/04/2023 15:05:00","2023-04-28 12:33:00",,"3544-BOILER CLEANING/OVERHAUL      ",1,"35-00257        ","32oz Degreaser Spray Nine",18,18
467438,3544,"BOILER","Work Completed","Oil","2023-04-04 15:05:57",,"04/04/2023 15:05:00","2023-04-28 12:33:00",,"3544-BOILER CLEANING/OVERHAUL      ",1,"75-10121        ","MMG Site Glass",45,45
467438,3544,"BOILER","Work Completed","Oil","2023-04-04 15:05:57",,"04/04/2023 15:05:00","2023-04-28 12:33:00",,"3544-BOILER CLEANING/OVERHAUL      ",1,"35-00350        ","Vacuum Valve",4,4
467438,3544,"BOILER","Work Completed","Oil","2023-04-04 15:05:57",,"04/04/2023 15:05:00","2023-04-28 12:33:00",,"3544-BOILER CLEANING/OVERHAUL      ",1,"35-000371       ","PSI Gauge",48,48
467438,3544,"BOILER","Work Completed","Oil","2023-04-04 15:05:57",,"04/04/2023 15:05:00","2023-04-28 12:33:00",,"3544-BOILER CLEANING/OVERHAUL      ",0.25,"35-00310        ","Roll 2"" Flat Gasket",120,30
467438,3544,"BOILER","Work Completed","Oil","2023-04-04 15:05:57",,"04/04/2023 15:05:00","2023-04-28 12:33:00",,"3544-BOILER CLEANING/OVERHAUL      ",1,"35-00290        ","Spray Cans",18,18
467439,3548,"BOILER","Work Completed","Oil","2023-04-04 15:08:38",,"04/04/2023 15:08:00","2023-04-28 13:00:00",,"3548-BOILER CLEANING/OVERHAUL      ",1,"boiler          ","BOILER SERVICES",1300,1300
467439,3548,"BOILER","Work Completed","Oil","2023-04-04 15:08:38",,"04/04/2023 15:08:00","2023-04-28 13:00:00",,"3548-BOILER CLEANING/OVERHAUL      ",1,"75-10107        ","Grease Cut",32,32
467439,3548,"BOILER","Work Completed","Oil","2023-04-04 15:08:38",,"04/04/2023 15:08:00","2023-04-28 13:00:00",,"3548-BOILER CLEANING/OVERHAUL      ",1,"75-00103        ","H-Strainer",10,10
467439,3548,"BOILER","Work Completed","Oil","2023-04-04 15:08:38",,"04/04/2023 15:08:00","2023-04-28 13:00:00",,"3548-BOILER CLEANING/OVERHAUL      ",1,"75-10116        ","General Gasket Kit",10,10
467439,3548,"BOILER","Work Completed","Oil","2023-04-04 15:08:38",,"04/04/2023 15:08:00","2023-04-28 13:00:00",,"3548-BOILER CLEANING/OVERHAUL      ",1,"75-10117        ","Cad Cell",45,45
467439,3548,"BOILER","Work Completed","Oil","2023-04-04 15:08:38",,"04/04/2023 15:08:00","2023-04-28 13:00:00",,"3548-BOILER CLEANING/OVERHAUL      ",1,"75-10113        ","Electrodes Carlin 301",45,45
467439,3548,"BOILER","Work Completed","Oil","2023-04-04 15:08:38",,"04/04/2023 15:08:00","2023-04-28 13:00:00",,"3548-BOILER CLEANING/OVERHAUL      ",2,"35-02271        ","uv SCANNER, MINI PEEPER 0 DEG F TO 215 DEG F AMBIENT 1/2 IN NPT HONEY WELL P/N C7027A1023",165,330
467439,3548,"BOILER","Work Completed","Oil","2023-04-04 15:08:38",,"04/04/2023 15:08:00","2023-04-28 13:00:00",,"3548-BOILER CLEANING/OVERHAUL      ",1,"35-00350        ","Vacuum Valve",4,4
467439,3548,"BOILER","Work Completed","Oil","2023-04-04 15:08:38",,"04/04/2023 15:08:00","2023-04-28 13:00:00",,"3548-BOILER CLEANING/OVERHAUL      ",1,"35-000371       ","PSI Gauge",32,32
467439,3548,"BOILER","Work Completed","Oil","2023-04-04 15:08:38",,"04/04/2023 15:08:00","2023-04-28 13:00:00",,"3548-BOILER CLEANING/OVERHAUL      ",1,"75-10122        ","SIGHT GLASS WEIL MACLAIN",45,45
467439,3548,"BOILER","Work Completed","Oil","2023-04-04 15:08:38",,"04/04/2023 15:08:00","2023-04-28 13:00:00",,"3548-BOILER CLEANING/OVERHAUL      ",1,"35-00410        ","Stem Stack Thermometer",150,150
467439,3548,"BOILER","Work Completed","Oil","2023-04-04 15:08:38",,"04/04/2023 15:08:00","2023-04-28 13:00:00",,"3548-BOILER CLEANING/OVERHAUL      ",4,"35-00290        ","Spray Cans",18,72
467440,1027,"BOILER","Work Completed","Oil","2023-04-04 15:10:59",,"04/04/2023 15:10:00","2023-05-17 11:09:00","anunez      ","1027-BOILER-OVERHAUL               ",0,,"",0,0
467440,1027,"BOILER","Work Completed","Oil","2023-04-04 15:10:59",,"04/04/2023 15:10:00","2023-05-17 11:09:00",,"1027-BOILER-OVERHAUL               ",1,"boiler          ","BOILER SERVICES",975,975
467440,1027,"BOILER","Work Completed","Oil","2023-04-04 15:10:59",,"04/04/2023 15:10:00","2023-05-17 11:09:00",,"1027-BOILER-OVERHAUL               ",1,"75-10107        ","Grease Cut",32,32
467440,1027,"BOILER","Work Completed","Oil","2023-04-04 15:10:59",,"04/04/2023 15:10:00","2023-05-17 11:09:00",,"1027-BOILER-OVERHAUL               ",1,"35-400          ","Hockey Pockey Filter",30,30
467440,1027,"BOILER","Work Completed","Oil","2023-04-04 15:10:59",,"04/04/2023 15:10:00","2023-05-17 11:09:00",,"1027-BOILER-OVERHAUL               ",1,"75-10120        ","Lube Oil - One Gallon",35,35
467440,1027,"BOILER","Work Completed","Oil","2023-04-04 15:10:59",,"04/04/2023 15:10:00","2023-05-17 11:09:00",,"1027-BOILER-OVERHAUL               ",6,"35-00290        ","Spray Cans",18,108
467440,1027,"BOILER","Work Completed","Oil","2023-04-04 15:10:59",,"04/04/2023 15:10:00","2023-05-17 11:09:00",,"1027-BOILER-OVERHAUL               ",0,,":Tax Amount",0,0
467442,1264,"BLDG","Work Completed","Supplies","2023-04-04 15:12:53",,"04/05/2023 08:18:00","2023-04-05 08:18:00",,"1264-BLDG-SUPPLIES                 ",0,,":Tax Amount",0,0
467442,1264,"BLDG","Work Completed","Supplies","2023-04-04 15:12:53",,"04/05/2023 08:18:00","2023-04-05 08:18:00",,"1264-BLDG-SUPPLIES                 ",2,"40-04551        ","Deodorant, lavender (5 gallon containers)",41.47,82.94
467442,1264,"BLDG","Work Completed","Supplies","2023-04-04 15:12:53",,"04/05/2023 08:18:00","2023-04-05 08:18:00",,"1264-BLDG-SUPPLIES                 ",4,"40-00600        ","Bags, Garbage 23x17x46 Regular",37.5,150
467442,1264,"BLDG","Work Completed","Supplies","2023-04-04 15:12:53",,"04/05/2023 08:18:00","2023-04-05 08:18:00",,"1264-BLDG-SUPPLIES                 ",4,"40-04225        ","Carbon Monoxide Detectors/Smoke Detector Combo 10 Year",53.93,215.72
467442,1264,"BLDG","Work Completed","Supplies","2023-04-04 15:12:53",,"04/05/2023 08:18:00","2023-04-05 08:18:00",,"1264-BLDG-SUPPLIES                 ",3,"40-04850        ","Gloves, nitrile (Disposable) 100pc XL",14.51,43.53
467442,1264,"BLDG","Work Completed","Supplies","2023-04-04 15:12:53",,"04/05/2023 08:18:00","2023-04-05 08:18:00",,"1264-BLDG-SUPPLIES                 ",24,"40-06125        ","Paper Towels 1 Roll",1.45,34.8
467442,1264,"BLDG","Work Completed","Supplies","2023-04-04 15:12:53",,"04/05/2023 08:18:00","2023-04-05 08:18:00",,"1264-BLDG-SUPPLIES                 ",1,"del             ","DELIVERY CHARGE",30,30
467443,1022,"BOILER","Work Completed","Oil","2023-04-04 15:14:03",,"04/04/2023 15:14:00","2023-05-03 10:44:00",,"1022-BOILER-OVERHAUL               ",1,"boiler          ","BOILER SERVICES",975,975
467443,1022,"BOILER","Work Completed","Oil","2023-04-04 15:14:03",,"04/04/2023 15:14:00","2023-05-03 10:44:00",,"1022-BOILER-OVERHAUL               ",1,"75-10107        ","Grease Cut",32,32
467443,1022,"BOILER","Work Completed","Oil","2023-04-04 15:14:03",,"04/04/2023 15:14:00","2023-05-03 10:44:00",,"1022-BOILER-OVERHAUL               ",1,"75-10116        ","General Gasket Kit",15,15
467443,1022,"BOILER","Work Completed","Oil","2023-04-04 15:14:03",,"04/04/2023 15:14:00","2023-05-03 10:44:00",,"1022-BOILER-OVERHAUL               ",5,"35-00290        ","Spray Cans",18,90
467443,1022,"BOILER","Work Completed","Oil","2023-04-04 15:14:03",,"04/04/2023 15:14:00","2023-05-03 10:44:00",,"1022-BOILER-OVERHAUL               ",0,,":Tax Amount",0,0
467444,1021,"BOILER","Work Completed","Oil","2023-04-04 15:16:17",,"04/04/2023 15:16:00","2023-05-24 11:14:00",,"1021-BOILER-OVERHUAL               ",1,"75-10120        ","Lube Oil - One Gallon",45,45
467444,1021,"BOILER","Work Completed","Oil","2023-04-04 15:16:17",,"04/04/2023 15:16:00","2023-05-24 11:14:00",,"1021-BOILER-OVERHUAL               ",5,"35-00290        ","Spray Cans",18,90
467444,1021,"BOILER","Work Completed","Oil","2023-04-04 15:16:17",,"04/04/2023 15:16:00","2023-05-24 11:14:00",,"1021-BOILER-OVERHUAL               ",1,"75-10114        ","Electrodes D&M",90,90
467444,1021,"BOILER","Work Completed","Oil","2023-04-04 15:16:17",,"04/04/2023 15:16:00","2023-05-24 11:14:00",,"1021-BOILER-OVERHUAL               ",0,,":Tax Amount",0,0
467444,1021,"BOILER","Work Completed","Oil","2023-04-04 15:16:17",,"04/04/2023 15:16:00","2023-05-24 11:14:00",,"1021-BOILER-OVERHUAL               ",1,"boiler          ","BOILER SERVICES",975,975
467444,1021,"BOILER","Work Completed","Oil","2023-04-04 15:16:17",,"04/04/2023 15:16:00","2023-05-24 11:14:00",,"1021-BOILER-OVERHUAL               ",1,"75-10107        ","Grease Cut",32,32
467444,1021,"BOILER","Work Completed","Oil","2023-04-04 15:16:17",,"04/04/2023 15:16:00","2023-05-24 11:14:00",,"1021-BOILER-OVERHUAL               ",1,"35-400          ","Hockey Pockey Filter",30,30
467445,1028,"BOILER","Work Completed","Oil","2023-04-04 15:19:15",,"04/04/2023 15:19:00","2023-05-09 09:47:00","nambo       ","1028-BOILER-OVERHAUL               ",0,,"",0,0
467445,1028,"BOILER","Work Completed","Oil","2023-04-04 15:19:15",,"04/04/2023 15:19:00","2023-05-09 09:47:00",,"1028-BOILER-OVERHAUL               ",1,"boiler          ","BOILER SERVICES",975,975
467445,1028,"BOILER","Work Completed","Oil","2023-04-04 15:19:15",,"04/04/2023 15:19:00","2023-05-09 09:47:00",,"1028-BOILER-OVERHAUL               ",1,"75-10107        ","Grease Cut",32,32
467445,1028,"BOILER","Work Completed","Oil","2023-04-04 15:19:15",,"04/04/2023 15:19:00","2023-05-09 09:47:00",,"1028-BOILER-OVERHAUL               ",1,"75-10120        ","Lube Oil - One Gallon",35,35
467445,1028,"BOILER","Work Completed","Oil","2023-04-04 15:19:15",,"04/04/2023 15:19:00","2023-05-09 09:47:00",,"1028-BOILER-OVERHAUL               ",5,"35-00290        ","Spray Cans",18,90
467445,1028,"BOILER","Work Completed","Oil","2023-04-04 15:19:15",,"04/04/2023 15:19:00","2023-05-09 09:47:00",,"1028-BOILER-OVERHAUL               ",0,,":Tax Amount",0,0
467449,1367,"3L","Work Completed","Supplies","2023-04-04 16:36:37",,"04/05/2023 09:33:00","2023-04-06 09:33:00",,"1367-3L Smoke & carbon detector    ",0,,":Tax Amount",0,0
467449,1367,"3L","Work Completed","Supplies","2023-04-04 16:36:37",,"04/05/2023 09:33:00","2023-04-06 09:33:00",,"1367-3L Smoke & carbon detector    ",1,"40-04225        ","Carbon Monoxide Detectors/Smoke Detector Combo 10 Year",53.93,53.93
467449,1367,"3L","Work Completed","Supplies","2023-04-04 16:36:37",,"04/05/2023 09:33:00","2023-04-06 09:33:00",,"1367-3L Smoke & carbon detector    ",1,"del             ","DELIVERY CHARGE",30,30
467450,3508,"BLDG","Work Completed","Supplies","2023-04-04 16:40:37",,"04/04/2023 08:37:00","2023-04-05 08:37:00",,"3508-Bldg Supplies                 ",24,"40-03850        ","Bleach, 1 gallon",4.89,117.36
467450,3508,"BLDG","Work Completed","Supplies","2023-04-04 16:40:37",,"04/04/2023 08:37:00","2023-04-05 08:37:00",,"3508-Bldg Supplies                 ",4,"40-04551        ","Deodorant, lavender (5 gallon containers)",41.47,165.88
467450,3508,"BLDG","Work Completed","Supplies","2023-04-04 16:40:37",,"04/04/2023 08:37:00","2023-04-05 08:37:00",,"3508-Bldg Supplies                 ",4,"40-00600        ","Bags, Garbage 23x17x46 Regular",37.5,150
467451,1029,"4-BOIL","Work Completed","Oil","2023-04-05 07:38:04",,"04/04/2023 12:14:00","2023-04-04 12:14:00",,"1029 - 4-Boiler - Boiler down      ",0,,":Tax Amount",0,0
467451,1029,"4-BOIL","Work Completed","Oil","2023-04-05 07:38:04",,"04/04/2023 12:14:00","2023-04-04 12:14:00",,"1029 - 4-Boiler - Boiler down      ",1,"boiler          ","BOILER SERVICES",635,635
467451,1029,"4-BOIL","Work Completed","Oil","2023-04-05 07:38:04",,"04/04/2023 12:14:00","2023-04-04 12:14:00","anunez      ","1029 - 4-Boiler - Boiler down      ",0,,"",0,0
467453,1053,"3A","Work Completed","Plumbing","2023-04-05 08:28:07",,"04/05/2023 12:10:00","2023-04-05 12:10:00",,"1053/3A/VAC/PLUMBING               ",0,,":Tax Amount",0,0
467453,1053,"3A","Work Completed","Plumbing","2023-04-05 08:28:07",,"04/05/2023 12:10:00","2023-04-05 12:10:00","sepulved    ","1053/3A/VAC/PLUMBING               ",0,,"",0,0
467453,1053,"3A","Work Completed","Plumbing","2023-04-05 08:28:07",,"04/05/2023 12:10:00","2023-04-05 12:10:00",,"1053/3A/VAC/PLUMBING               ",1,"plumbing        ","PLUMBING SERVICES",1600,1600
467455,1090,"BLDG","Work Completed","Supplies","2023-04-05 08:55:41",,"04/05/2023 09:47:00","2023-04-06 09:47:00",,"1090-BLDG-SUPPLIES                 ",0,,":Tax Amount",0,0
467455,1090,"BLDG","Work Completed","Supplies","2023-04-05 08:55:41",,"04/05/2023 09:47:00","2023-04-06 09:47:00",,"1090-BLDG-SUPPLIES                 ",3,"35-00775        ","POP-UP ASSEMBLY FOR GERBER BATHROOM SINKS",6.75,20.25
467455,1090,"BLDG","Work Completed","Supplies","2023-04-05 08:55:41",,"04/05/2023 09:47:00","2023-04-06 09:47:00",,"1090-BLDG-SUPPLIES                 ",1,"35-00050        ","DELTA SINGLE LEVER BATH FAUCET #520 MPU-DST",188.93,188.93
467455,1090,"BLDG","Work Completed","Supplies","2023-04-05 08:55:41",,"04/05/2023 09:47:00","2023-04-06 09:47:00",,"1090-BLDG-SUPPLIES                 ",1,"del             ","DELIVERY CHARGE",30,30
467461,1712,"1A","Work Completed","Repairs","2023-04-05 09:38:24",,"04/17/2023 13:18:00","2023-04-17 09:56:00","jbatista    ","1712-1A-3 year paint               ",0,,"",0,0
467461,1712,"1A","Work Completed","Repairs","2023-04-05 09:38:24",,"04/17/2023 13:18:00","2023-04-17 09:56:00",,"1712-1A-3 year paint               ",1,002             ,"ADD'L WORK NEEDED",371,371
467461,1712,"1A","Work Completed","Repairs","2023-04-05 09:38:24",,"04/17/2023 13:18:00","2023-04-17 09:56:00",,"1712-1A-3 year paint               ",1,,"CREDIT",-770,-770
467461,1712,"1A","Work Completed","Repairs","2023-04-05 09:38:24",,"04/17/2023 13:18:00","2023-04-17 09:56:00",,"1712-1A-3 year paint               ",5,801             ,"PER ROOM  Scrape, Plaster, Paint the complete apartment with white (#160) paint.  (hallway/bathroom/kitchen/bedroom/living room)",325,1625
467461,1712,"1A","Work Completed","Repairs","2023-04-05 09:38:24",,"04/17/2023 13:18:00","2023-04-17 09:56:00",,"1712-1A-3 year paint               ",5,805             ,"Two coats are required, per room",150,750
467461,1712,"1A","Work Completed","Repairs","2023-04-05 09:38:24",,"04/17/2023 13:18:00","2023-04-17 09:56:00",,"1712-1A-3 year paint               ",1,279             ,"Prime bathroom with mildew resistant primer",175,175
467461,1712,"1A","Work Completed","Repairs","2023-04-05 09:38:24",,"04/17/2023 13:18:00","2023-04-17 09:56:00",,"1712-1A-3 year paint               ",0,,":Tax Amount",0,0
467462,1028,"BLDG","Scheduled","","2023-04-05 09:38:52",,"04/05/2023 09:38:52",,,"1028-BLDG-RISERVALVES              ",0,,,0,0
467477,1039,"2B","Work Completed","Supplies","2023-04-05 10:58:02",,"04/05/2023 10:58:00","2023-04-06 10:11:00",,"1039-2B-SUPPLIES                   ",4,"40-04250        ","Caulking, Bathroom Silicone (white)",12.95,51.8
467477,1039,"2B","Work Completed","Supplies","2023-04-05 10:58:02",,"04/05/2023 10:58:00","2023-04-06 10:11:00",,"1039-2B-SUPPLIES                   ",1,"50-00300        ","Grout, Wall  (25 lb Bags)",43.19,43.19
467477,1039,"2B","Work Completed","Supplies","2023-04-05 10:58:02",,"04/05/2023 10:58:00","2023-04-06 10:11:00",,"1039-2B-SUPPLIES                   ",1,"del             ","DELIVERY CHARGE",30,30
467481,1004,"3C","Work Completed","Repairs","2023-04-05 11:29:57",,"04/12/2023 15:43:00","2023-04-12 14:17:00","negrette    ","1004 - 3C - Prime - Paint Bathroom ",0,,"",0,0
467481,1004,"3C","Work Completed","Repairs","2023-04-05 11:29:57",,"04/12/2023 15:43:00","2023-04-12 14:17:00",,"1004 - 3C - Prime - Paint Bathroom ",1,279             ,"Prime bathroom with mildew resistant primer",175,175
467481,1004,"3C","Work Completed","Repairs","2023-04-05 11:29:57",,"04/12/2023 15:43:00","2023-04-12 14:17:00",,"1004 - 3C - Prime - Paint Bathroom ",1,280             ,"Scrape, plaster, paint the complete bathroom",180,180
467481,1004,"3C","Work Completed","Repairs","2023-04-05 11:29:57",,"04/12/2023 15:43:00","2023-04-12 14:17:00",,"1004 - 3C - Prime - Paint Bathroom ",0,,":Tax Amount",0,0
467483,2022,708,"Work Completed","Supplies","2023-04-05 11:34:48",,"04/05/2023 11:34:00","2023-04-06 10:18:00",,"2022-708-PAINT SUPPLIES            ",2,"30-00900        ","Paint, Roller9",3.95,7.9
467483,2022,708,"Work Completed","Supplies","2023-04-05 11:34:48",,"04/05/2023 11:34:00","2023-04-06 10:18:00",,"2022-708-PAINT SUPPLIES            ",2,"30-00210        ","Paint,Brush 3",2.03,4.06
467483,2022,708,"Work Completed","Supplies","2023-04-05 11:34:48",,"04/05/2023 11:34:00","2023-04-06 10:18:00",,"2022-708-PAINT SUPPLIES            ",3,"40-04250        ","Caulking, Bathroom Silicone (white)",12.95,38.85
