YardiMM2PODetID,PONumber,WONumber,VendorCode,Vendor,QtyOrdered,ExpenseType,UnitPrice,TotalCost,POAmount,WOAndInvoiceAmt,OrderDate,ReceivedDate,ItemCode,ItemDesc,Client,Date1,Date2
62337,51135   ,,"rit1        ","RITZ PAINT",6,"Maintenance-Inventory",150,900,8427,0,"2024-09-06 00:00:00","2024-09-06 00:00:00","30-00255        ","China White 5 gal",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62338,51135   ,,"rit1        ","RITZ PAINT",5,"Maintenance-Inventory",120,600,8427,0,"2024-09-06 00:00:00","2024-09-06 00:00:00","30-00835        ","PAINT, BENJ MOORE 5 GAL FLAT WHITE",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62339,51135   ,,"rit1        ","RITZ PAINT",48,"Maintenance-Inventory",7.5,360,8427,0,"2024-09-06 00:00:00","2024-09-06 00:00:00","10-00200        ","LATEX CAULKING 1 TUBE",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62340,51135   ,,"rit1        ","RITZ PAINT",48,"Maintenance-Inventory",4,192,8427,0,"2024-09-06 00:00:00","2024-09-06 00:00:00","40-04250        ","Caulking, Bathroom Silicone (white)",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62341,51135   ,,"rit1        ","RITZ PAINT",72,"Maintenance-Inventory",2,144,8427,0,"2024-09-06 00:00:00","2024-09-06 00:00:00","30-00900        ","Paint, Roller9",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62342,51135   ,,"rit1        ","RITZ PAINT",40,"Maintenance-Inventory",6,240,8427,0,"2024-09-06 00:00:00","2024-09-06 00:00:00","30-01000        ","Paint, Handle 9",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62343,51135   ,,"rit1        ","RITZ PAINT",48,"Maintenance-Inventory",0.75,36,8427,0,"2024-09-06 00:00:00","2024-09-06 00:00:00","30-00205        ","PAINT BRUSH 2''",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62344,51135   ,,"rit1        ","RITZ PAINT",36,"Maintenance-Inventory",1.25,45,8427,0,"2024-09-06 00:00:00","2024-09-06 00:00:00","30-00210        ","Paint,Brush 3",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62345,51135   ,,"rit1        ","RITZ PAINT",30,"Maintenance-Inventory",5,150,8427,0,"2024-09-06 00:00:00","2024-09-06 00:00:00","30-01350        ","TAPE- DUCT",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62346,51136   ,,"cen1        ","Century Maintenance",1,"Canceled",100,100,100,0,"2024-09-06 00:00:00",,"material        ",501085,", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62347,51137   ,,"cen1        ","Century Maintenance",1,"CoOp-Inventory",85.49,85.49,302.33,0,"2024-09-06 00:00:00","2024-09-06 00:00:00","10-01500        ","Lock, Entry set mortise L.H.( 91A-3LH)",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62761,51137   ,,"cen1        ","Century Maintenance",2,"CoOp-Inventory",10.79,21.58,302.33,0,"2024-09-06 00:00:00","2024-09-06 00:00:00","10-01300        ","Lock, Privacy",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62762,51137   ,,"cen1        ","Century Maintenance",1,"CoOp-Inventory",116.99,116.99,302.33,0,"2024-09-06 00:00:00","2024-09-06 00:00:00","35-00060        ","Delta Single Lever Deck Faucet 100-DST Kitchen",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62763,51137   ,,"cen1        ","Century Maintenance",3,"CoOp-Inventory",26.09,78.27,302.33,0,"2024-09-06 00:00:00","2024-09-06 00:00:00","10-00100        ","Adhesive Glue VCT (1 gallon)",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62348,51138   ,,"fww         ","F.W. Webb Company",1,"Plumbing-Inventory",569.88,569.88,569.88,0,"2024-09-06 00:00:00","2024-09-06 00:00:00","material        ","Material",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62352,51141   ,502831  ,"fww         ","F.W. Webb Company",1,"Plumbing-COGS",229.79,229.79,229.79,1445.66,"2024-09-06 00:00:00","2024-09-10 00:00:00","material        ",502831,"SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 281 BROOK AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
62357,51143   ,502854  ,"fww         ","F.W. Webb Company",1,"Boiler-COGS",1554.74,1554.74,1554.74,4993.26,"2024-09-06 00:00:00","2024-09-06 00:00:00","material        ",502854,"BR AFFORDABLE JV LLC, 1038 BOSTON ROAD","2024-03-01 00:00:00","2025-05-01 00:00:00"
62369,51145   ,501896  ,"cen1        ","Century Maintenance",1,"Subcontractor-Maintenance",238.43,238.43,238.43,272.25,"2024-09-09 00:00:00","2024-09-09 00:00:00","material        ","Misc","545 EAST 166 TERRACE, LLC, 545 EAST 166 STREET","2024-03-01 00:00:00","2025-05-01 00:00:00"
62370,51146   ,,"hom2        ","HOME DEPOT CREDIT SERVICES",20,"Maintenance-COGS",83.67,1673.4,2286.19,0,"2024-09-09 00:00:00",,"35-00600        ","Kitchen Deck Faucet 42-406",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62371,51146   ,,"hom2        ","HOME DEPOT CREDIT SERVICES",25,"Maintenance-COGS",10.98,274.5,2286.19,0,"2024-09-09 00:00:00",,"10-01300        ","Lock, Privacy",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62372,51146   ,,"hom2        ","HOME DEPOT CREDIT SERVICES",72,"Maintenance-COGS",6.22,447.84,2286.19,0,"2024-09-09 00:00:00",,"10-01800        ","Lock, Passage",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
63004,51146   ,,"hom2        ","HOME DEPOT CREDIT SERVICES",-10,"Maintenance-COGS",12.47,-124.7,2286.19,0,"2024-09-09 00:00:00",,"10-01800        ","Lock, Passage",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62374,51147   ,502604  ,"gol12       ","Direct Cabinet Sales",1,"Maintenance-COGS",815,815,815,981.8,"2024-09-09 00:00:00","2024-09-19 00:00:00","material        ","Misc","9-15 ADRIAN ASSOC. LLC, 9-15 ADRIAN AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
62375,51148   ,503029  ,"gol12       ","Direct Cabinet Sales",1,"Maintenance-COGS",850,850,850,977.5,"2024-09-09 00:00:00","2024-09-19 00:00:00","material        ","Misc","NEW AMSTERDAM ASSOCIATES, 1770 AMSTERDAM AVE","2024-03-01 00:00:00","2025-05-01 00:00:00"
62376,51149   ,502992  ,"gol12       ","Direct Cabinet Sales",1,"Maintenance-COGS",753,753,753,920.25,"2024-09-09 00:00:00","2024-09-20 00:00:00","material        ","Misc","TPT PARTNERS LLC, 332 EAST 117TH ST","2024-03-01 00:00:00","2025-05-01 00:00:00"
62378,51151   ,503051  ,"gol12       ","Direct Cabinet Sales",1,"Maintenance-COGS",445,445,445,508.4,"2024-09-09 00:00:00","2024-10-08 00:00:00","material        ","Misc","AHC HDFC, 866-876 ELSMERE PLACE","2024-03-01 00:00:00","2025-05-01 00:00:00"
62379,51152   ,503056  ,"gol12       ","Direct Cabinet Sales",1,"Maintenance-COGS",1318,1318,1318,1485.59,"2024-09-09 00:00:00","2024-09-19 00:00:00","material        ","Misc","AUREA DEVELOPMENT LLC, 582-584 UNION AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
62380,51153   ,,"gol12       ","Direct Cabinet Sales",50,"Maintenance-COGS",38,1900,1900,0,"2024-09-09 00:00:00","2024-09-19 00:00:00","35-01400        ","Sink, Stainless Steel 25",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62381,51154   ,499217  ,"rit1        ","RITZ PAINT",1,"Subcontractor-Maintenance",300,300,300,1780,"2024-09-10 00:00:00","2024-09-10 00:00:00","material        ","Misc","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 582 SOUTHERN BOULEVARD","2024-03-01 00:00:00","2025-05-01 00:00:00"
62603,51155   ,503132  ,"ranger      ","Ranger Supply Co.",1,"Plumbing-COGS",-296.86,-296.86,3557.13,5780.99,"2024-09-10 00:00:00","2024-09-10 00:00:00","material        ","Misc","83 POST AVENUE ASSOCIATES, 685 ACADEMY STREET","2024-03-01 00:00:00","2025-05-01 00:00:00"
62386,51157   ,,"ff1         ","F&F HARDWARE AND SUPPLY. INC.",36,"Maintenance-Inventory",91.5,3294,7162.2,0,"2024-09-10 00:00:00","2024-09-10 00:00:00","10-01600        ","Lock, Entry Mortist R.H.(91A-3RH)",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62387,51157   ,,"ff1         ","F&F HARDWARE AND SUPPLY. INC.",36,"Maintenance-Inventory",15.95,574.2,7162.2,0,"2024-09-10 00:00:00","2024-09-10 00:00:00","40-07200        ","Toilet,Seat (white)",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62385,51157   ,,"ff1         ","F&F HARDWARE AND SUPPLY. INC.",36,"Maintenance-Inventory",91.5,3294,7162.2,0,"2024-09-10 00:00:00","2024-09-10 00:00:00","10-01500        ","Lock, Entry set mortise L.H.( 91A-3LH)",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62392,51158   ,503054  ,"rit1        ","RITZ PAINT",1,"Maintenance-COGS",49.95,49.95,49.95,215.82,"2024-09-11 00:00:00","2024-09-11 00:00:00","30-02000        ","Paint, Zinser Perma White Mildew","Aquinas Deacon Juan Santos HDFC	, 975 East Tremont Ave/2060 Crotona Ave","2024-03-01 00:00:00","2025-05-01 00:00:00"
62393,51159   ,503159  ,"ranger      ","Ranger Supply Co.",1,"Plumbing-COGS",184.14,184.14,184.14,448.53,"2024-09-11 00:00:00","2024-09-11 00:00:00","material        ",503159,"9-15 ADRIAN ASSOC. LLC, 9-15 ADRIAN AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
62394,51160   ,503198  ,"ranger      ","Ranger Supply Co.",1,"Plumbing-COGS",369.26,369.26,369.26,1356.57,"2024-09-11 00:00:00","2024-09-11 00:00:00","material        ",503198,"PROSPECT DEVELOPMENT GROUP L.P, 1420 PROSPECT AVE","2024-03-01 00:00:00","2025-05-01 00:00:00"
62396,51162   ,503008  ,"fww         ","F.W. Webb Company",1,"Plumbing-COGS",221.51,221.51,221.51,626.52,"2024-09-11 00:00:00","2024-09-11 00:00:00","material        ",503008,"SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 1043-1047 ST JOHN AVE","2024-03-01 00:00:00","2025-05-01 00:00:00"
62790,51165   ,487698  ,"cen1        ","Century Maintenance",2,"Subcontractor-Maintenance",4.49,8.98,2183.11,83725.5,"2024-09-11 00:00:00","2024-09-12 00:00:00","35-01500        ","Speedy Conn., Flex 20""","52 ARDEN ASSOCIATES LLC, 52 ARDEN ST","2024-03-01 00:00:00","2025-05-01 00:00:00"
62791,51165   ,487698  ,"cen1        ","Century Maintenance",6,"Subcontractor-Maintenance",19.79,118.74,2183.11,83725.5,"2024-09-11 00:00:00","2024-09-12 00:00:00","50-00650        ","Thinset (50lb Bag)","52 ARDEN ASSOCIATES LLC, 52 ARDEN ST","2024-03-01 00:00:00","2025-05-01 00:00:00"
62792,51165   ,487698  ,"cen1        ","Century Maintenance",1,"Subcontractor-Maintenance",22.5,22.5,2183.11,83725.5,"2024-09-11 00:00:00","2024-09-12 00:00:00","50-00200        ","Grout, Floor (25lb Bags)","52 ARDEN ASSOCIATES LLC, 52 ARDEN ST","2024-03-01 00:00:00","2025-05-01 00:00:00"
62412,51166   ,503118  ,"fww         ","F.W. Webb Company",1,"Plumbing-COGS",176.38,176.38,176.38,840.45,"2024-09-11 00:00:00","2024-09-12 00:00:00","material        ",503118,"Aquinas Deacon Juan Santos HDFC	, 975 East Tremont Ave/2060 Crotona Ave","2024-03-01 00:00:00","2025-05-01 00:00:00"
62416,51170   ,503063  ,"gol12       ","Direct Cabinet Sales",1,"Maintenance-COGS",2310,2310,2310,2869.8,"2024-09-11 00:00:00","2024-10-04 00:00:00","material        ","Misc","SOUNDVIEW FAMILY HOUSING LLC, 401 BRONX RIVER AVE","2024-03-01 00:00:00","2025-05-01 00:00:00"
62417,51171   ,503068  ,"gol12       ","Direct Cabinet Sales",1,"Maintenance-COGS",1384,1384,1384,1674.4,"2024-09-11 00:00:00","2024-09-24 00:00:00","material        ","Misc","Casella Plaza HDFC, 961 East 180 Street","2024-03-01 00:00:00","2025-05-01 00:00:00"
62418,51172   ,501516  ,"cen1        ","Century Maintenance",1,"Subcontractor-Maintenance",139.48,139.48,139.48,7305,"2024-09-12 00:00:00","2024-09-12 00:00:00","material        ","Misc","AUREA DEVELOPMENT LLC, 582-584 UNION AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
62419,51173   ,,"cro1        ","CROWN JANITORIAL",150,"CoOp-Inventory",1.43,214.5,13475.54,0,"2024-09-12 00:00:00","2024-09-12 00:00:00","40-06125        ","Paper Towels 1 Roll",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62420,51173   ,,"cro1        ","CROWN JANITORIAL",168,"CoOp-Inventory",4.45,747.6,13475.54,0,"2024-09-12 00:00:00","2024-09-12 00:00:00","40-03850        ","Bleach, 1 gallon",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62421,51173   ,,"cro1        ","CROWN JANITORIAL",70,"CoOp-Inventory",29.73,2081.1,13475.54,0,"2024-09-12 00:00:00","2024-09-12 00:00:00","40-00730        ","Bags, 60gal XXLarge",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62422,51173   ,,"cro1        ","CROWN JANITORIAL",200,"CoOp-Inventory",28.06,5612,13475.54,0,"2024-09-12 00:00:00","2024-09-12 00:00:00","40-00600        ","Bags, Garbage 23x17x46 Regular",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62423,51173   ,,"cro1        ","CROWN JANITORIAL",70,"CoOp-Inventory",26.58,1860.6,13475.54,0,"2024-09-12 00:00:00","2024-09-12 00:00:00","40-00350        ","Bags, Recycle Blue 55 gallon",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62424,51173   ,,"cro1        ","CROWN JANITORIAL",76,"CoOp-Inventory",4.62,351.12,13475.54,0,"2024-09-12 00:00:00","2024-09-12 00:00:00","40-00250        ","Ammonia, 1 gallon",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62425,51173   ,,"cro1        ","CROWN JANITORIAL",75,"CoOp-Inventory",6.57,492.75,13475.54,0,"2024-09-12 00:00:00","2024-09-12 00:00:00","40-04552        ","Deodorant, rain forest (5 gallon containers)",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62426,51173   ,,"cro1        ","CROWN JANITORIAL",75,"CoOp-Inventory",6.57,492.75,13475.54,0,"2024-09-12 00:00:00","2024-09-12 00:00:00","40-04553        ","Deodrant, island tropic (5 gallon containers)",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62427,51173   ,,"cro1        ","CROWN JANITORIAL",180,"CoOp-Inventory",6.57,1182.6,13475.54,0,"2024-09-12 00:00:00","2024-09-12 00:00:00","40-04551        ","Deodorant, lavender (5 gallon containers)",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62428,51173   ,,"cro1        ","CROWN JANITORIAL",10,"CoOp-Inventory",42.09,420.9,13475.54,0,"2024-09-12 00:00:00","2024-09-12 00:00:00","40-04275        ","Cherry Block Deodorant 20LB",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62525,51173   ,,"cro1        ","CROWN JANITORIAL",1,"CoOp-Inventory",18.85,18.85,13475.54,0,"2024-09-12 00:00:00","2024-09-12 00:00:00","material        ","Misc-Tax",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62526,51173   ,,"cro1        ","CROWN JANITORIAL",1,"CoOp-Inventory",0.77,0.77,13475.54,0,"2024-09-12 00:00:00","2024-09-12 00:00:00","material        ","Misc-Difference",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62429,51174   ,502864  ,"ranger      ","Ranger Supply Co.",1,"Plumbing-COGS",178.98,178.98,178.98,644.89,"2024-09-12 00:00:00","2024-09-12 00:00:00","material        ",502864,"52 ARDEN ASSOCIATES LLC, 52 ARDEN ST","2024-03-01 00:00:00","2025-05-01 00:00:00"
62430,51175   ,,"cen1        ","Century Maintenance",1,"Subcontractor-Maintenance",86.36,86.36,86.36,0,"2024-09-12 00:00:00","2024-09-12 00:00:00","material        ","Misc",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62435,51177   ,503039  ,"hea2        ","HEATING & BURNER SUPPLY, INC.",1,"Boiler-COGS",81.66,81.66,81.66,981.53,"2024-09-12 00:00:00","2024-09-12 00:00:00","material        ",503039,"SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 283 BROOK AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
62438,51179   ,503373  ,"fww         ","F.W. Webb Company",1,"Plumbing-COGS",157.62,157.62,157.62,3500,"2024-09-12 00:00:00","2024-09-13 00:00:00","material        ",503373,"PLOVER APARTMENTS LLC, 1175 GERARD AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
62439,51180   ,,"hom2        ","HOME DEPOT CREDIT SERVICES",20,"Maintenance-COGS",31.18,623.6,1007.2,0,"2024-09-12 00:00:00",,"30-01900        ","Primer, KILZ Mold & Mildew",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62440,51180   ,,"hom2        ","HOME DEPOT CREDIT SERVICES",20,"Maintenance-COGS",19.18,383.6,1007.2,0,"2024-09-12 00:00:00",,"30-01700        ","PRIMER, BINZ",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62444,51184   ,,"ranger      ","Ranger Supply Co.",1,"Plumbing-Inventory",75.78,75.78,75.78,0,"2024-09-13 00:00:00","2024-09-13 00:00:00","material        ","Misc",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62445,51185   ,499129  ,"fww         ","F.W. Webb Company",1,"Plumbing-COGS",66,66,66,8900,"2024-09-13 00:00:00","2024-09-13 00:00:00","material        ",499129,"SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 660-666 SOUTHERN BOULEVARD","2024-03-01 00:00:00","2025-05-01 00:00:00"
62446,51186   ,503097  ,"hea2        ","HEATING & BURNER SUPPLY, INC.",1,"Boiler-COGS",514.98,514.98,514.98,6084.62,"2024-09-13 00:00:00","2024-09-13 00:00:00","material        ",503097,"Fairmont Place HDFC	, 793 Fairmount Place","2024-03-01 00:00:00","2025-05-01 00:00:00"
62447,51187   ,503584  ,"fww         ","F.W. Webb Company",1,"Plumbing-COGS",714.78,714.78,714.78,1431.89,"2024-09-13 00:00:00","2024-09-16 00:00:00","material        ",503584,"AHC HDFC, 890 ELSMERE PLACE","2024-03-01 00:00:00","2025-05-01 00:00:00"
62449,51189   ,,"rit1        ","RITZ PAINT",4,"CoOp-Inventory",120,480,480,0,"2024-09-16 00:00:00","2024-09-16 00:00:00","30-00850        ","Primer, Ultra Spec Undercoat, 5-gallon",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62450,51190   ,,"cen1        ","Century Maintenance",1,"CoOp-Inventory",634.5,634.5,634.5,0,"2024-09-16 00:00:00","2024-09-16 00:00:00","material        ","Misc",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62451,51191   ,500363  ,"fww         ","F.W. Webb Company",1,"Plumbing-COGS",14.91,14.91,14.91,1154.51,"2024-09-16 00:00:00","2024-09-16 00:00:00","material        ",503610,"WILLIS AVENUE HOUSING  LP, 302 WILLIS AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
62452,51192   ,503610  ,"fww         ","F.W. Webb Company",1,"Plumbing-COGS",21.38,21.38,21.38,308.07,"2024-09-16 00:00:00","2024-09-16 00:00:00","material        ","Misc","CARROLL-BURKE HDFC, 710 EAST 175 STREET","2024-03-01 00:00:00","2025-05-01 00:00:00"
62454,51194   ,,"hea2        ","HEATING & BURNER SUPPLY, INC.",1,"Boiler-COGS",616.23,616.23,616.23,0,"2024-09-16 00:00:00","2024-09-16 00:00:00","material        ","Stock",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62456,51196   ,503670  ,"hea2        ","HEATING & BURNER SUPPLY, INC.",1,"Boiler-COGS",1893.34,1893.34,1893.34,4295,"2024-09-16 00:00:00","2024-09-16 00:00:00","material        ",503670,"AUREA DEVELOPMENT LLC, 582-584 UNION AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
62458,51198   ,502999  ,"cen1        ","Century Maintenance",1,"Maintenance-COGS",197.09,197.09,370.74,1349.5,"2024-09-16 00:00:00","2024-09-24 00:00:00","material        ","Misc","TPT PARTNERS LLC, 332 EAST 117TH ST","2024-03-01 00:00:00","2025-05-01 00:00:00"
62799,51198   ,502999  ,"cen1        ","Century Maintenance",1,"Maintenance-COGS",173.65,173.65,370.74,1349.5,"2024-09-16 00:00:00","2024-09-25 00:00:00","material        ","Misc","TPT PARTNERS LLC, 332 EAST 117TH ST","2024-03-01 00:00:00","2025-05-01 00:00:00"
62459,51199   ,501085  ,"qua2        ","QUALITY TILE CORPORATION",1,"Canceled",100,100,100,2499.5,"2024-09-16 00:00:00",,"material        ","Misc","52 ARDEN ASSOCIATES LLC, 52 ARDEN ST","2024-03-01 00:00:00","2025-05-01 00:00:00"
62460,51200   ,,"ranger      ","Ranger Supply Co.",1,"Plumbing-Inventory",582.59,582.59,582.59,0,"2024-09-17 00:00:00","2024-09-17 00:00:00","material        ","Misc",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62461,51201   ,502328  ,"cen1        ","Century Maintenance",1,"Subcontractor-Maintenance",668.56,668.56,668.56,21353.8,"2024-09-17 00:00:00","2024-09-16 00:00:00","material        ","Misc","LARKSPUR LLC, 304 W 117TH ST","2024-03-01 00:00:00","2025-05-01 00:00:00"
62462,51202   ,,"rit1        ","RITZ PAINT",2,"Maintenance-Inventory",120,240,240,0,"2024-09-17 00:00:00","2024-09-17 00:00:00","30-00850        ","Primer, Ultra Spec Undercoat, 5-gallon",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62463,51203   ,,"cen1        ","Century Maintenance",20,"Maintenance-Inventory",14.39,287.8,287.8,0,"2024-09-17 00:00:00","2024-09-17 00:00:00","30-01100        ","Plaster, White, 25lb bag",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62464,51204   ,,"web3        ","WEBSTER LOCK & HARDWARE COMPANY,INC",1,"Canceled",100,100,100,0,"2024-09-17 00:00:00",,"material        ","Misc",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62465,51205   ,494672  ,"gol12       ","Direct Cabinet Sales",1,"Maintenance-COGS",1205,1205,1205,1594,"2024-09-17 00:00:00","2024-09-27 00:00:00","material        ","Misc","11-19 JACOBUS ASSOCIATES, LLC, 15 JACOBUS PL","2024-03-01 00:00:00","2025-05-01 00:00:00"
62467,51206   ,494670  ,"cen1        ","Century Maintenance",1,"Subcontractor-Maintenance",1402.19,1402.19,1402.19,16058,"2024-09-17 00:00:00","2024-09-17 00:00:00","material        ","Misc","11-19 JACOBUS ASSOCIATES, LLC, 15 JACOBUS PL","2024-03-01 00:00:00","2025-05-01 00:00:00"
62468,51207   ,,"ff1         ","F&F HARDWARE AND SUPPLY. INC.",240,"CoOp-Inventory",73,17520,17520,0,"2024-09-17 00:00:00","2024-09-17 00:00:00","40-04235        ","DeNova Detect 10-Year 100% Battery-Powered Natural Gas Alarm",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
62470,51209   ,503710  ,"fww         ","F.W. Webb Company",1,"Plumbing-COGS",156.09,156.09,156.09,1150,"2024-09-17 00:00:00","2024-09-18 00:00:00","material        ",503710,"SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 931 FOX STREET","2024-03-01 00:00:00","2025-05-01 00:00:00"
62472,51211   ,503739  ,"hea2        ","HEATING & BURNER SUPPLY, INC.",1,"Boiler-COGS",1213.96,1213.96,1213.96,2376.4,"2024-09-17 00:00:00","2024-09-17 00:00:00","material        ",503739,"HAF EDGECOMBE ASSOCIATES LP, 316 WEST 142ND STREET","2024-03-01 00:00:00","2025-05-01 00:00:00"
62474,51213   ,503723  ,"hea2        ","HEATING & BURNER SUPPLY, INC.",1,"Boiler-COGS",252.59,252.59,141.54,3293.71,"2024-09-17 00:00:00","2024-09-17 00:00:00","material        ","Misc","AUREA DEVELOPMENT LLC, 582-584 UNION AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
62530,51213   ,503723  ,"hea2        ","HEATING & BURNER SUPPLY, INC.",1,"Boiler-COGS",-111.05,-111.05,141.54,3293.71,"2024-09-17 00:00:00","2024-09-19 00:00:00","material        ","Misc","AUREA DEVELOPMENT LLC, 582-584 UNION AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
62494,51229   ,499984  ,"cen1        ","Century Maintenance",1,"Subcontractor-Maintenance",65.69,65.69,218.67,2993.2,"2024-09-18 00:00:00","2024-09-18 00:00:00","10-00380        ","Slab Door, 18 x 80","BR AFFORDABLE JV LLC, 1038 BOSTON ROAD","2024-03-01 00:00:00","2025-05-01 00:00:00"
62777,51229   ,499984  ,"cen1        ","Century Maintenance",1,"Subcontractor-Maintenance",76.49,76.49,218.67,2993.2,"2024-09-18 00:00:00","2024-09-18 00:00:00","10-00450        ","Slab Door, 24 x 80","BR AFFORDABLE JV LLC, 1038 BOSTON ROAD","2024-03-01 00:00:00","2025-05-01 00:00:00"
62778,51229   ,499984  ,"cen1        ","Century Maintenance",1,"Subcontractor-Maintenance",76.49,76.49,218.67,2993.2,"2024-09-18 00:00:00","2024-09-18 00:00:00","10-00550        ","Slab Door, 28 x 80","BR AFFORDABLE JV LLC, 1038 BOSTON ROAD","2024-03-01 00:00:00","2025-05-01 00:00:00"
62495,51230   ,503648  ,"rit1        ","RITZ PAINT",1,"Maintenance-COGS",420,420,420,632.32,"2024-09-18 00:00:00","2024-09-18 00:00:00","material        ","Misc","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 582 SOUTHERN BOULEVARD","2024-03-01 00:00:00","2025-05-01 00:00:00"
62496,51231   ,503604  ,"cen1        ","Century Maintenance",1,"Maintenance-COGS",25.19,25.19,25.19,391.38,"2024-09-18 00:00:00","2024-09-18 00:00:00","10-04100        ","Sheetrock, Green 1/2''","Crotona Parkway Apts HDFC, 2116 Crotona Parkway","2024-03-01 00:00:00","2025-05-01 00:00:00"
62497,51232   ,502150  ,"fww         ","F.W. Webb Company",1,"Plumbing-COGS",748.55,748.55,2660.45,6250,"2024-09-18 00:00:00","2024-09-19 00:00:00","material        ",502150,"SOUNDVIEW SENIOR HOUSING LLC, 391 BRONX RIVER AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
62601,51232   ,502150  ,"fww         ","F.W. Webb Company",1,"Plumbing-COGS",1911.9,1911.9,2660.45,6250,"2024-09-18 00:00:00","2024-09-18 00:00:00","material        ","Misc","SOUNDVIEW SENIOR HOUSING LLC, 391 BRONX RIVER AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
62498,51233   ,503822  ,"gol12       ","Direct Cabinet Sales",1,"Maintenance-COGS",5079,5079,5079,6598.75,"2024-09-18 00:00:00","2024-10-10 00:00:00","material        ","Misc","LARKSPUR LLC, 304 W 117TH ST","2024-03-01 00:00:00","2025-05-01 00:00:00"
62499,51234   ,503831  ,"gol12       ","Direct Cabinet Sales",1,"Maintenance-COGS",5881,5881,5881,7816.9,"2024-09-18 00:00:00","2024-10-10 00:00:00","material        ","Misc","LARKSPUR LLC, 304 W 117TH ST","2024-03-01 00:00:00","2025-05-01 00:00:00"
