PONumber,WONumber,vendorCode,iQtyOrdered,ExpenseType,dUnitPrice,dTotalCost,dtordereddate,dtReceivedDate,stkcode,sDesc
654     ,,"lem5",2,"XLegacyX",4,8,"2003-12-10 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
650     ,,"lem5",2,"XLegacyX",4,8,"2003-12-09 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
541     ,,"lem5",2,"XLegacyX",4,8,"2003-12-02 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
592     ,,"lem5",4,"XLegacyX",4,16,"2003-12-05 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
917     ,,"lem5",1,"XLegacyX",4,4,"2003-12-16 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
923     ,,"lem5",4,"XLegacyX",4,16,"2003-12-16 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
930     ,,"lem5",6,"XLegacyX",4,24,"2003-12-16 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
948     ,,"lem5",8,"XLegacyX",4,32,"2003-12-17 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
1010    ,,"lem5",1,"XLegacyX",4,4,"2003-12-23 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
992     ,,"lem5",1,"XLegacyX",4,4,"2003-12-22 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
982     ,,"lem5",2,"XLegacyX",4,8,"2003-12-19 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
364     ,,"lem5",2,"XLegacyX",4,8,"2003-11-18 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
371     ,,"lem5",2,"XLegacyX",4,8,"2003-11-18 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
321     ,,"lem5",2,"XLegacyX",4,8,"2003-11-15 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
123     ,,"lem5",2,"XLegacyX",2,4,"2003-11-07 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
104     ,,"lem5",2,"XLegacyX",1,2,"2003-11-06 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
209     ,,"lem5",2,"XLegacyX",1,2,"2003-11-12 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
255     ,,"lem5",2,"XLegacyX",4,8,"2003-11-14 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
272     ,,"lem5",2,"XLegacyX",4,8,"2003-11-15 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
6383    ,,"dom3",120,"XLegacyX",1,120,"2006-06-22 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
5045    ,,"dom3",120,"XLegacyX",1,120,"2005-10-17 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
5599    ,,"dom3",120,"XLegacyX",1,120,"2006-01-30 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
6249    ,,"dom3",120,"XLegacyX",1,120,"2006-05-30 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
6248    ,,"dom3",120,"XLegacyX",1,120,"2006-05-30 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
352     ,,"lem5",12,"XLegacyX",4,48,"2003-11-17 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
940     ,,"lem5",1,"XLegacyX",4,4,"2003-12-17 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
73      ,,"lem5",2,"XLegacyX",2,4,"2003-11-05 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
78      ,,"lem5",1,"XLegacyX",1,1,"2003-11-05 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
75      ,,"lem5",2,"XLegacyX",1,2,"2003-11-05 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
442     ,,"lem5",2,"XLegacyX",4,8,"2003-11-24 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
5861    ,,"dom3",120,"XLegacyX",1,120,"2006-03-24 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
159     ,,"lem5",1,"XLegacyX",1,1,"2003-11-10 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
140     ,,"lem5",6,"XLegacyX",1,6,"2003-11-10 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
127     ,,"lem5",4,"XLegacyX",1,4,"2003-11-07 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
4762    ,,"dom3",100,"XLegacyX",1,100,"2005-08-18 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
1584    ,,"lem5",5,"XLegacyX",4,20,"2004-02-03 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
421     ,,"lem5",1,"XLegacyX",4,4,"2003-11-24 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
680     ,,"dom3",200,"XLegacyX",4,800,"2003-12-12 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
1415    ,,"lem5",1,"XLegacyX",4,4,"2004-01-23 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
1154    ,,"lem5",1,"XLegacyX",4,4,"2004-01-08 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
976     ,,"lem5",1,"XLegacyX",4,4,"2003-12-18 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
1433    ,,"lem5",2,"XLegacyX",4,8,"2004-01-26 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
3953    ,,"dom3",125,"XLegacyX",1,125,"2005-03-02 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
5249    ,,"dom3",120,"XLegacyX",1,120,"2005-12-05 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
1212    ,,"lem5",2,"XLegacyX",4,8,"2004-01-12 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
286     ,,"lem5",2,"XLegacyX",4,8,"2003-11-15 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
26      ,,"lem5",8,"XLegacyX",1,8,"2003-11-03 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
3558    ,,"dom3",200,"XLegacyX",1,200,"2004-12-22 00:00:00",,"35-01500        ","Speedy Conn., flex 20"
3558    ,,"dom3",200,"XLegacyX",1,200,"2004-12-22 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
6872    ,,"dom3",120,"XLegacyX",1,120,"2006-10-03 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
5249    ,,"dom3",120,"XLegacyX",1,120,"2005-12-05 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
6453    ,,"dom3",60,"XLegacyX",1,60,"2006-07-12 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
1743    ,,"dom3",120,"XLegacyX",1,120,"2004-02-19 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
1048    ,,"lem5",8,"XLegacyX",5.01,40.08,"2003-12-23 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
1410    ,,"lem5",12,"XLegacyX",5.01,60.12,"2004-01-22 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
166     ,,"lem5",1,"XLegacyX",1,1,"2003-11-11 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
5861    ,,"dom3",120,"XLegacyX",1,120,"2006-03-24 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
6248    ,,"dom3",60,"XLegacyX",1,60,"2006-05-30 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
6249    ,,"dom3",60,"XLegacyX",1,60,"2006-05-30 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
5045    ,,"dom3",60,"XLegacyX",1,60,"2005-10-17 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
6383    ,,"dom3",60,"XLegacyX",1,60,"2006-06-22 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
1081    ,,"dom3",100,"XLegacyX",1,100,"2003-12-30 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
948     ,,"lem5",8,"XLegacyX",5.01,40.08,"2003-12-17 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
930     ,,"lem5",6,"XLegacyX",5.01,30.06,"2003-12-16 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
920     ,,"lem5",2,"XLegacyX",5.01,10.02,"2003-12-16 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
517     ,,"lem5",2,"XLegacyX",5.01,10.02,"2003-12-01 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
4447    ,,"dom3",100,"XLegacyX",1,100,"2005-06-10 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
1661    ,,"lem5",12,"XLegacyX",5.01,60.12,"2004-02-10 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
1673    ,,"lem5",12,"XLegacyX",5.01,60.12,"2004-02-10 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
48015   ,,"durts10",100,"CoOp-Inventory",2.87,287,"2023-06-14 00:00:00","07/05/2023 00:00:00","35-01550        ","Speedy Conn., flex 36"
46629   ,,"dom3",100,"Payables",3.59,359,"2022-12-09 00:00:00","12/16/2022 00:00:00","35-01550        ","Speedy Conn., flex 36"
47405   ,,"cen1",50,"Maintenance-Inventory",6.29,314.5,"2023-03-20 00:00:00","03/20/2023 00:00:00","35-01550        ","Speedy Conn., flex 36"
47968   ,,"cen1",6,"Maintenance-Inventory",6.29,37.74,"2023-06-07 00:00:00","06/07/2023 00:00:00","35-01550        ","Speedy Conn., flex 36"
47983   ,,"durts10",60,"Canceled",6.08,364.8,"2023-06-08 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
44239   ,,"dom3",120,"Payables",3.29,394.8,"2021-12-21 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
43791   ,,"dom3",120,"Payables",3.29,394.8,"2021-10-19 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
45234   ,,"dom3",150,"Payables",3.59,538.5,"2022-05-12 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
42113   ,,"dom3",120,"Alltype Expense",0.01,1.2,"2021-03-15 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
42661   ,,"dom3",120,"Alltype Expense",0.01,1.2,"2021-05-17 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
3127    ,,"dom3",120,"XLegacyX",1,120,"2004-10-12 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
2185    ,,"dom3",120,"XLegacyX",1,120,"2004-05-05 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
598     ,,"lem5",2,"XLegacyX",5.01,10.02,"2003-12-05 00:00:00",,"35-01550        ","Speedy Conn., flex 36"
2185    ,,"dom3",120,"XLegacyX",1,120,"2004-05-05 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
1253    ,,"lem5",12,"XLegacyX",2.3,27.6,"2004-01-14 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
233     ,,"lem5",10,"XLegacyX",2.3,23,"2003-11-13 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
596     ,,"lem5",5,"XLegacyX",2.3,11.5,"2003-12-05 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
1119    ,,"lem5",6,"XLegacyX",2.3,13.8,"2004-01-06 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
3127    ,,"dom3",120,"XLegacyX",1,120,"2004-10-12 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
41597   ,,"dom3",120,"Alltype Expense",0.01,1.2,"2021-01-12 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
43800   ,,"dom3",120,"Payables",2.87,344.4,"2021-10-20 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
47914   ,,"durts10",25,"CoOp-Inventory",3.68,92,"2023-05-25 00:00:00","05/26/2023 00:00:00","35-01700        ","Spindle, Gerber Basin Cold"
2678    ,,"dom3",120,"XLegacyX",1,120,"2004-07-23 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
4012    ,,"dom3",120,"XLegacyX",1,120,"2005-03-16 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
1144    ,,"lem5",6,"XLegacyX",2.3,13.8,"2004-01-07 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
1242    ,,"dom3",120,"XLegacyX",1,120,"2004-01-13 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
513     ,,"lem5",6,"XLegacyX",2.3,13.8,"2003-12-01 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
595     ,,"lem5",6,"XLegacyX",2.3,13.8,"2003-12-05 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
6248    ,,"dom3",120,"XLegacyX",1,120,"2006-05-30 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
6661    ,,"dom3",120,"XLegacyX",1,120,"2006-08-28 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
46073   ,,"dom3",50,"Payables",3.13,156.5,"2022-09-26 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
4944    ,,"dom3",120,"XLegacyX",1,120,"2005-09-23 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
6249    ,,"dom3",120,"XLegacyX",1,120,"2006-05-30 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
140     ,,"lem5",12,"XLegacyX",1,12,"2003-11-10 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
4762    ,,"dom3",80,"XLegacyX",1,80,"2005-08-18 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
1548    ,,"lem5",10,"XLegacyX",2.3,23,"2004-01-30 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
680     ,,"dom3",200,"XLegacyX",2.3,460,"2003-12-12 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
974     ,,"lem5",10,"XLegacyX",2.3,23,"2003-12-18 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
177     ,,"lem5",12,"XLegacyX",1,12,"2003-11-11 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
5249    ,,"dom3",120,"XLegacyX",1,120,"2005-12-05 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
4526    ,,"dom3",120,"XLegacyX",2.3,276,"2005-06-29 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
1217    ,,"lem5",7,"XLegacyX",2.3,16.1,"2004-01-12 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
3682    ,,"dom3",120,"XLegacyX",1,120,"2005-01-17 00:00:00",,"35-01700        ","Spindle, Gerber Basin Cold"
3682    ,,"dom3",120,"XLegacyX",1,120,"2005-01-17 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
1217    ,,"lem5",7,"XLegacyX",2.3,16.1,"2004-01-12 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
5249    ,,"dom3",120,"XLegacyX",1,120,"2005-12-05 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
177     ,,"lem5",12,"XLegacyX",1,12,"2003-11-11 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
974     ,,"lem5",10,"XLegacyX",2.3,23,"2003-12-18 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
680     ,,"dom3",200,"XLegacyX",2.3,460,"2003-12-12 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
1589    ,,"lem5",6,"XLegacyX",2.3,13.8,"2004-02-03 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
1517    ,,"lem5",6,"XLegacyX",2.3,13.8,"2004-01-28 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
140     ,,"lem5",12,"XLegacyX",1,12,"2003-11-10 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
6249    ,,"dom3",120,"XLegacyX",1,120,"2006-05-30 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
6248    ,,"dom3",120,"XLegacyX",1,120,"2006-05-30 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
4944    ,,"dom3",120,"XLegacyX",1,120,"2005-09-23 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
46073   ,,"dom3",50,"Payables",3.13,156.5,"2022-09-26 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
6661    ,,"dom3",120,"XLegacyX",1,120,"2006-08-28 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
595     ,,"lem5",6,"XLegacyX",2.3,13.8,"2003-12-05 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
513     ,,"lem5",6,"XLegacyX",2.3,13.8,"2003-12-01 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
1242    ,,"dom3",120,"XLegacyX",1,120,"2004-01-13 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
1144    ,,"lem5",6,"XLegacyX",2.3,13.8,"2004-01-07 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
4012    ,,"dom3",120,"XLegacyX",1,120,"2005-03-16 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
3464    ,,"dom3",100,"XLegacyX",1,100,"2004-12-08 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
4526    ,,"dom3",120,"XLegacyX",2.3,276,"2005-06-29 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
2678    ,,"dom3",120,"XLegacyX",1,120,"2004-07-23 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
47695   ,,"hom2",4,"Maintenance-Inventory",15.98,63.92,"2023-04-26 00:00:00","05/09/2023 00:00:00","35-01800        ","Spindle, Gerber Basin Hot"
47695   ,,"hom2",4,"Maintenance-Inventory",-15.98,-63.92,"2023-04-26 00:00:00","05/09/2023 00:00:00","35-01800        ","Spindle, Gerber Basin Hot"
47914   ,,"durts10",25,"CoOp-Inventory",4.21,105.25,"2023-05-25 00:00:00","05/26/2023 00:00:00","35-01800        ","Spindle, Gerber Basin Hot"
47740   ,,"hom2",5,"Maintenance-Inventory",8.48,42.4,"2023-05-02 00:00:00","05/17/2023 00:00:00","35-01800        ","Spindle, Gerber Basin Hot"
48217   ,,"cen1",12,"CoOp-Inventory",4.49,53.88,"2023-07-19 00:00:00","07/25/2023 00:00:00","35-01800        ","Spindle, Gerber Basin Hot"
48194   ,,"durts10",25,"CoOp-Inventory",3.48,87,"2023-07-17 00:00:00","07/25/2023 00:00:00","35-01800        ","Spindle, Gerber Basin Hot"
48805   ,,"durts10",200,"CoOp-Inventory",3.14,628,"2023-10-19 00:00:00","10/20/2023 00:00:00","35-01800        ","Spindle, Gerber Basin Hot"
43800   ,,"dom3",120,"Payables",2.87,344.4,"2021-10-20 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
41597   ,,"dom3",120,"Alltype Expense",0.01,1.2,"2021-01-12 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
3127    ,,"dom3",120,"XLegacyX",1,120,"2004-10-12 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
1119    ,,"lem5",6,"XLegacyX",2.3,13.8,"2004-01-06 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
233     ,,"lem5",10,"XLegacyX",2.3,23,"2003-11-13 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
1253    ,,"lem5",12,"XLegacyX",2.3,27.6,"2004-01-14 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
2185    ,,"dom3",120,"XLegacyX",1,120,"2004-05-05 00:00:00",,"35-01800        ","Spindle, Gerber Basin Hot"
2185    ,,"dom3",120,"XLegacyX",1,120,"2004-05-05 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
1663    ,,"lem5",4,"XLegacyX",4,16,"2004-02-10 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
1253    ,,"lem5",18,"XLegacyX",4,72,"2004-01-14 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
233     ,,"lem5",10,"XLegacyX",4,40,"2003-11-13 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
1119    ,,"lem5",6,"XLegacyX",4,24,"2004-01-06 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
5430    ,,"dom3",120,"XLegacyX",1,120,"2006-01-05 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
3127    ,,"dom3",120,"XLegacyX",1,120,"2004-10-12 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
43177   ,,"dom3",125,"Payables",4.82,602.5,"2021-07-26 00:00:00","07/27/2021 00:00:00","35-01900        ","Spindle,Gerber Shower"
48203   ,,"cro1",12,"CoOp-Inventory",-9.78,-117.36,"2023-07-18 00:00:00","08/05/2023 00:00:00","35-01900        ","Spindle,Gerber Shower"
48217   ,,"cen1",12,"CoOp-Inventory",8.09,97.08,"2023-07-19 00:00:00","07/25/2023 00:00:00","35-01900        ","Spindle,Gerber Shower"
48194   ,,"durts10",25,"CoOp-Inventory",6.16,154,"2023-07-17 00:00:00","07/25/2023 00:00:00","35-01900        ","Spindle,Gerber Shower"
48549   ,,"durts10",50,"Plumbing-Inventory",5.72,286,"2023-09-11 00:00:00","09/11/2023 00:00:00","35-01900        ","Spindle,Gerber Shower"
48222   ,,"hom2",12,"Plumbing-Inventory",9.78,117.36,"2023-07-20 00:00:00","07/19/2023 00:00:00","35-01900        ","Spindle,Gerber Shower"
48391   ,,"cen1",12,"CoOp-Inventory",8.09,97.08,"2023-08-15 00:00:00","08/17/2023 00:00:00","35-01900        ","Spindle,Gerber Shower"
48317   ,,"durts10",36,"CoOp-Inventory",6.16,221.76,"2023-08-08 00:00:00","08/18/2023 00:00:00","35-01900        ","Spindle,Gerber Shower"
2678    ,,"dom3",120,"XLegacyX",1,120,"2004-07-23 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
1810    ,,"dom3",120,"XLegacyX",4,480,"2004-03-03 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
1672    ,,"lem5",10,"XLegacyX",4,40,"2004-02-10 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
4526    ,,"dom3",120,"XLegacyX",4.15,498,"2005-06-29 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
4301    ,,"dom3",120,"XLegacyX",1,120,"2005-05-09 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
2916    ,,"dom3",120,"XLegacyX",1,120,"2004-09-09 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
4012    ,,"dom3",1,"XLegacyX",1,1,"2005-03-16 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
1619    ,,"lem5",6,"XLegacyX",4,24,"2004-02-05 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
516     ,,"lem5",6,"XLegacyX",4,24,"2003-12-01 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
595     ,,"lem5",6,"XLegacyX",4,24,"2003-12-05 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
923     ,,"lem5",8,"XLegacyX",4,32,"2003-12-16 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
917     ,,"lem5",6,"XLegacyX",4,24,"2003-12-16 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
6661    ,,"dom3",120,"XLegacyX",1,120,"2006-08-28 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
6543    ,,"dom3",120,"XLegacyX",1,120,"2006-08-01 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
4944    ,,"dom3",120,"XLegacyX",1,120,"2005-09-23 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
5599    ,,"dom3",120,"XLegacyX",1,120,"2006-01-30 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
1517    ,,"lem5",6,"XLegacyX",4,24,"2004-01-28 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
1481    ,,"lem5",6,"XLegacyX",4,24,"2004-01-27 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
1589    ,,"lem5",6,"XLegacyX",4,24,"2004-02-03 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
1548    ,,"lem5",6,"XLegacyX",4,24,"2004-01-30 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
680     ,,"dom3",200,"XLegacyX",4,800,"2003-12-12 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
177     ,,"lem5",12,"XLegacyX",1,12,"2003-11-11 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
424     ,,"lem5",10,"XLegacyX",4,40,"2003-11-24 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
1407    ,,"lem5",12,"XLegacyX",4,48,"2004-01-22 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
1145    ,,"lem5",3,"XLegacyX",4,12,"2004-01-07 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
5249    ,,"dom3",120,"XLegacyX",1,120,"2005-12-05 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
6872    ,,"dom3",120,"XLegacyX",1,120,"2006-10-03 00:00:00",,"35-01900        ","Spindle,Gerber Basin Shower"
5599    ,,"dom3",75,"XLegacyX",1,75,"2006-01-30 00:00:00",,"35-01925        ","Gerber Diveter Stems"
6249    ,,"dom3",60,"XLegacyX",1,60,"2006-05-30 00:00:00",,"35-01925        ","Gerber Diveter Stems"
6248    ,,"dom3",60,"XLegacyX",1,60,"2006-05-30 00:00:00",,"35-01925        ","Gerber Diveter Stems"
3464    ,,"dom3",120,"XLegacyX",1,120,"2004-12-08 00:00:00",,"35-01925        ","Gerber Diveter Stems"
4301    ,,"dom3",60,"XLegacyX",1,60,"2005-05-09 00:00:00",,"35-01925        ","Gerber Diveter Stems"
47740   ,,"hom2",4,"Maintenance-Inventory",33.96,135.84,"2023-05-02 00:00:00","05/17/2023 00:00:00","35-01925        ","Gerber Diveter Stems"
43177   ,,"dom3",50,"Payables",4.45,222.5,"2021-07-26 00:00:00","07/27/2021 00:00:00","35-01925        ","Gerber Diveter Stems"
43791   ,,"dom3",125,"Payables",2.41,301.25,"2021-10-19 00:00:00",,"35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
41575   ,,"ranger",1,"Alltype Expense",3.5,3.5,"2021-01-08 00:00:00",,"35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
1899    ,,"dom3",60,"XLegacyX",1,60,"2004-03-17 00:00:00",,"35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
547     ,,"lem5",4,"XLegacyX",2,8,"2003-12-02 00:00:00",,"35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
1379    ,,"lem5",10,"XLegacyX",2,20,"2004-01-21 00:00:00",,"35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
1378    ,,"lem5",5,"XLegacyX",2,10,"2004-01-21 00:00:00",,"35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
1637    ,,"dom3",60,"XLegacyX",1,60,"2004-02-05 00:00:00",,"35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
45538   ,,"dom3",75,"Payables",2.93,219.75,"2022-06-28 00:00:00",,"35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
47244   ,,"hom2",10,"Maintenance-Inventory",10.68,106.8,"2023-03-01 00:00:00",,"35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
48394   ,,"hom2",25,"CoOp-Inventory",-10.15,-253.75,"2023-08-15 00:00:00","09/20/2023 00:00:00","35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
48516   ,,"ff1",10,"Maintenance-Inventory",7.5,75,"2023-09-05 00:00:00","09/13/2023 00:00:00","35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
48394   ,,"hom2",25,"CoOp-Inventory",10.15,253.75,"2023-08-15 00:00:00",,"35-01950        ","Tailpiece,1 1/2 x 8 RB flange"
